Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,Court
SAC,SAC vs. MIN,2020-02-03,W,36,93,34,60,0.5666666666666667,13,23,0.5652173913043478,12,18,0.6666666666666666,4,20,24,24,11,4,5,16,9,1
PHX,PHX @ BKN,2020-02-03,L,36,73,30,71,0.4225352112676056,4,13,0.3076923076923077,9,13,0.6923076923076923,11,22,33,17,10,5,3,17,-17,0
PHI,PHI @ MIA,2020-02-03,L,36,77,24,60,0.4,10,30,0.3333333333333333,19,22,0.8636363636363636,8,28,36,17,11,1,1,18,-20,0
ORL,ORL @ CHA,2020-02-03,W,36,85,35,65,0.5384615384615384,10,25,0.4,5,10,0.5,7,19,26,29,8,7,2,10,8,0
NYK,NYK @ CLE,2020-02-03,W,36,95,40,69,0.5797101449275363,6,16,0.375,9,14,0.6428571428571429,6,20,26,24,10,9,1,13,-5,0
MIN,MIN @ SAC,2020-02-03,L,36,84,29,64,0.453125,9,29,0.3103448275862069,17,19,0.8947368421052632,9,22,31,21,11,8,5,15,-9,0
MIA,MIA vs. PHI,2020-02-03,W,36,97,34,67,0.5074626865671642,9,21,0.42857142857142855,20,25,0.8,5,26,31,16,1,8,0,14,20,1
MEM,MEM vs. DET,2020-02-03,W,36,72,31,67,0.4626865671641791,2,13,0.15384615384615385,8,10,0.8,4,32,36,19,8,5,11,14,9,1
LAC,LAC vs. SAS,2020-02-03,W,36,85,30,64,0.46875,10,19,0.5263157894736842,15,19,0.7894736842105263,5,34,39,23,11,3,1,13,3,1
IND,IND vs. DAL,2020-02-03,L,36,77,34,72,0.4722222222222222,6,26,0.23076923076923078,3,5,0.6,6,25,31,22,4,6,5,13,-5,1
GSW,GSW @ WAS,2020-02-03,W,36,99,34,67,0.5074626865671642,13,23,0.5652173913043478,18,24,0.75,7,26,33,26,9,4,6,19,13,0
DET,DET @ MEM,2020-02-03,L,36,63,26,79,0.3291139240506329,6,19,0.3157894736842105,5,7,0.7142857142857143,14,29,43,16,11,4,0,11,-9,0
DAL,DAL @ IND,2020-02-03,W,36,82,27,63,0.42857142857142855,14,32,0.4375,14,15,0.9333333333333333,6,28,34,16,10,3,2,10,5,0
CLE,CLE vs. NYK,2020-02-03,L,36,100,38,63,0.6031746031746031,14,27,0.5185185185185185,10,12,0.8333333333333334,4,20,24,24,12,5,1,12,5,1
CHA,CHA vs. ORL,2020-02-03,L,36,77,32,63,0.5079365079365079,6,18,0.3333333333333333,7,11,0.6363636363636364,9,23,32,20,12,7,2,11,-8,1
BOS,BOS @ ATL,2020-02-03,W,36,95,38,72,0.5277777777777778,11,27,0.4074074074074074,8,10,0.8,8,24,32,16,5,5,3,15,11,0
BKN,BKN vs. PHX,2020-02-03,W,36,90,33,67,0.4925373134328358,10,22,0.45454545454545453,14,17,0.8235294117647058,6,28,34,21,13,6,5,19,17,1
ATL,ATL vs. BOS,2020-02-03,L,36,84,31,59,0.5254237288135594,10,24,0.4166666666666667,12,14,0.8571428571428571,4,23,27,16,12,3,5,14,-11,1
TOR,TOR vs. CHI,2020-02-02,W,36,95,35,67,0.5223880597014925,10,25,0.4,15,17,0.8823529411764706,12,23,35,20,11,4,4,11,10,1
PHX,PHX @ MIL,2020-02-02,L,36,80,31,83,0.37349397590361444,3,14,0.21428571428571427,15,17,0.8823529411764706,15,28,43,16,9,7,2,19,-17,0
NOP,NOP @ HOU,2020-02-02,L,36,93,37,72,0.5138888888888888,10,24,0.4166666666666667,9,11,0.8181818181818182,13,38,51,20,21,3,3,11,1,0
MIL,MIL vs. PHX,2020-02-02,W,36,97,36,76,0.47368421052631576,10,28,0.35714285714285715,15,22,0.6818181818181818,13,35,48,23,12,3,10,18,17,1
HOU,HOU vs. NOP,2020-02-02,W,36,92,32,79,0.4050632911392405,13,38,0.34210526315789475,15,18,0.8333333333333334,4,18,22,17,4,12,3,13,-1,1
DET,DET vs. DEN,2020-02-02,W,36,90,33,67,0.4925373134328358,12,25,0.48,12,18,0.6666666666666666,7,19,26,24,8,4,1,13,1,1
DEN,DEN @ DET,2020-02-02,L,36,89,36,66,0.5454545454545454,6,21,0.2857142857142857,11,14,0.7857142857142857,9,26,35,22,10,4,6,12,-1,0
CHI,CHI @ TOR,2020-02-02,L,36,85,30,70,0.42857142857142855,14,37,0.3783783783783784,11,16,0.6875,11,19,30,23,12,7,0,15,-10,0
WAS,WAS vs. BKN,2020-02-01,W,36,81,33,79,0.4177215189873418,7,25,0.28,8,12,0.6666666666666666,13,23,36,15,7,8,7,14,-3,1
UTA,UTA @ POR,2020-02-01,L,36,83,29,69,0.42028985507246375,16,31,0.5161290322580645,9,9,1.0,7,19,26,15,5,5,3,9,-11,0
SAS,SAS vs. CHA,2020-02-01,W,36,79,31,64,0.484375,5,18,0.2777777777777778,12,18,0.6666666666666666,4,25,29,18,9,9,1,8,5,1
SAC,SAC vs. LAL,2020-02-01,L,36,89,30,70,0.42857142857142855,12,36,0.3333333333333333,17,20,0.85,10,22,32,16,11,3,3,19,-15,1
POR,POR vs. UTA,2020-02-01,W,36,94,37,71,0.5211267605633803,12,23,0.5217391304347826,8,8,1.0,12,28,40,17,9,2,4,13,11,1
PHI,PHI @ BOS,2020-02-01,L,36,67,23,64,0.359375,4,24,0.16666666666666666,17,21,0.8095238095238095,8,27,35,11,11,5,2,19,-19,0
ORL,ORL vs. MIA,2020-02-01,L,36,67,27,65,0.4153846153846154,7,23,0.30434782608695654,6,8,0.75,6,24,30,16,9,5,3,13,-9,1
NYK,NYK @ IND,2020-02-01,W,36,72,25,61,0.4098360655737705,7,21,0.3333333333333333,15,21,0.7142857142857143,11,29,40,17,11,4,0,16,1,0
MIN,MIN @ LAC,2020-02-01,L,36,86,29,65,0.4461538461538462,6,29,0.20689655172413793,22,27,0.8148148148148148,6,24,30,21,12,8,3,17,-12,0
MIA,MIA @ ORL,2020-02-01,W,36,76,26,58,0.4482758620689655,11,22,0.5,13,17,0.7647058823529411,7,29,36,18,10,5,7,8,9,0
LAL,LAL @ SAC,2020-02-01,W,36,104,36,68,0.5294117647058824,16,33,0.48484848484848486,16,20,0.8,10,24,34,29,9,7,3,15,15,0
LAC,LAC vs. MIN,2020-02-01,W,36,98,37,70,0.5285714285714286,8,23,0.34782608695652173,16,18,0.8888888888888888,7,26,33,15,11,7,4,21,12,1
IND,IND vs. NYK,2020-02-01,L,36,71,27,58,0.46551724137931033,6,15,0.4,11,18,0.6111111111111112,4,23,27,17,9,4,1,17,-1,1
GSW,GSW @ CLE,2020-02-01,W,36,105,41,75,0.5466666666666666,17,31,0.5483870967741935,6,7,0.8571428571428571,9,29,38,33,7,7,8,10,27,0
DAL,DAL vs. ATL,2020-02-01,W,36,97,36,74,0.4864864864864865,16,30,0.5333333333333333,9,10,0.9,8,34,42,21,4,3,8,9,25,1
CLE,CLE vs. GSW,2020-02-01,L,36,78,30,75,0.4,10,31,0.3225806451612903,8,8,1.0,11,26,37,18,11,6,3,9,-27,1
CHA,CHA @ SAS,2020-02-01,L,36,74,30,62,0.4838709677419355,7,23,0.30434782608695654,7,8,0.875,3,24,27,25,13,3,6,16,-5,0
BOS,BOS vs. PHI,2020-02-01,W,36,86,28,61,0.45901639344262296,5,22,0.22727272727272727,25,31,0.8064516129032258,7,28,35,10,9,7,1,14,19,1
BKN,BKN @ WAS,2020-02-01,L,36,84,30,67,0.44776119402985076,15,36,0.4166666666666667,9,14,0.6428571428571429,5,33,38,20,14,3,6,12,3,0
ATL,ATL @ DAL,2020-02-01,L,36,72,27,69,0.391304347826087,8,24,0.3333333333333333,10,14,0.7142857142857143,6,30,36,12,7,3,4,7,-25,0
TOR,TOR @ DET,2020-01-31,W,36,78,32,64,0.5,9,22,0.4090909090909091,5,7,0.7142857142857143,7,23,30,19,13,5,6,19,9,0
POR,POR @ LAL,2020-01-31,W,36,103,38,73,0.5205479452054794,12,28,0.42857142857142855,15,19,0.7894736842105263,3,21,24,22,4,9,7,19,7,0
PHX,PHX vs. OKC,2020-01-31,L,36,81,29,55,0.5272727272727272,6,16,0.375,17,18,0.9444444444444444,6,22,28,16,13,4,5,15,2,1
OKC,OKC @ PHX,2020-01-31,W,36,79,32,75,0.4266666666666667,5,24,0.20833333333333334,10,12,0.8333333333333334,14,19,33,19,9,9,4,18,-2,0
NOP,NOP vs. MEM,2020-01-31,W,36,110,40,69,0.5797101449275363,11,24,0.4583333333333333,19,23,0.8260869565217391,10,31,41,23,13,6,4,15,24,1
MIL,MIL vs. DEN,2020-01-31,L,36,91,33,77,0.42857142857142855,11,33,0.3333333333333333,14,23,0.6086956521739131,7,30,37,21,8,6,5,10,-9,1
MEM,MEM @ NOP,2020-01-31,L,36,86,35,75,0.4666666666666667,6,26,0.23076923076923078,10,18,0.5555555555555556,10,15,25,11,8,6,6,16,-24,0
LAL,LAL vs. POR,2020-01-31,L,36,96,36,69,0.5217391304347826,8,20,0.4,16,24,0.6666666666666666,14,32,46,22,17,2,9,16,-7,1
HOU,HOU vs. DAL,2020-01-31,W,36,101,36,77,0.4675324675324675,16,34,0.47058823529411764,13,15,0.8666666666666667,7,26,33,19,6,8,3,17,16,1
DET,DET vs. TOR,2020-01-31,L,36,69,19,55,0.34545454545454546,10,29,0.3448275862068966,21,25,0.84,10,22,32,14,16,4,6,9,-9,1
DEN,DEN @ MIL,2020-01-31,W,36,100,38,81,0.4691358024691358,18,37,0.4864864864864865,6,6,1.0,7,36,43,25,9,5,10,15,9,0
DAL,DAL @ HOU,2020-01-31,L,36,85,28,66,0.42424242424242425,10,27,0.37037037037037035,19,25,0.76,10,28,38,18,13,2,7,12,-16,0
CHI,CHI @ BKN,2020-01-31,L,36,96,34,65,0.5230769230769231,10,27,0.37037037037037035,18,20,0.9,8,16,24,23,12,6,2,14,-7,0
BKN,BKN vs. CHI,2020-01-31,W,36,103,39,60,0.65,12,23,0.5217391304347826,13,16,0.8125,4,22,26,26,18,7,4,17,7,1
WAS,WAS vs. CHA,2020-01-30,W,36,86,29,68,0.4264705882352941,10,29,0.3448275862068966,18,20,0.9,16,31,47,17,14,1,5,20,7,1
UTA,UTA @ DEN,2020-01-30,L,36,70,26,54,0.48148148148148145,13,27,0.48148148148148145,5,8,0.625,3,22,25,21,16,4,6,9,-6,0
TOR,TOR @ CLE,2020-01-30,W,36,88,33,62,0.532258064516129,9,21,0.42857142857142855,13,19,0.6842105263157895,4,21,25,18,9,11,2,14,12,0
SAC,SAC @ LAC,2020-01-30,W,36,85,31,64,0.484375,18,33,0.5454545454545454,5,8,0.625,9,30,39,21,10,5,6,12,14,0
PHI,PHI @ ATL,2020-01-30,L,36,92,32,63,0.5079365079365079,7,21,0.3333333333333333,21,30,0.7,6,28,34,18,11,8,2,16,-7,0
LAC,LAC vs. SAC,2020-01-30,L,36,71,26,75,0.3466666666666667,9,23,0.391304347826087,10,11,0.9090909090909091,10,22,32,19,8,5,3,13,-14,1
GSW,GSW @ BOS,2020-01-30,L,36,79,26,59,0.4406779661016949,9,30,0.3,18,21,0.8571428571428571,3,20,23,17,13,6,4,14,-12,0
DEN,DEN vs. UTA,2020-01-30,W,36,76,32,66,0.48484848484848486,7,19,0.3684210526315789,5,6,0.8333333333333334,7,26,33,19,9,7,4,9,6,1
CLE,CLE vs. TOR,2020-01-30,L,36,76,29,66,0.4393939393939394,9,29,0.3103448275862069,9,10,0.9,10,28,38,17,19,4,1,14,-12,1
CHA,CHA @ WAS,2020-01-30,L,36,79,32,74,0.43243243243243246,5,19,0.2631578947368421,10,16,0.625,12,19,31,24,6,7,4,18,-7,0
BOS,BOS vs. GSW,2020-01-30,W,36,91,32,68,0.47058823529411764,11,27,0.4074074074074074,16,18,0.8888888888888888,12,26,38,23,17,8,2,18,12,1
ATL,ATL vs. PHI,2020-01-30,W,36,99,32,69,0.463768115942029,9,29,0.3103448275862069,26,29,0.896551724137931,7,30,37,22,11,4,2,18,7,1
UTA,UTA @ SAS,2020-01-29,L,36,94,28,63,0.4444444444444444,14,31,0.45161290322580644,24,33,0.7272727272727273,8,23,31,13,10,2,0,17,-4,0
SAS,SAS vs. UTA,2020-01-29,W,36,98,36,63,0.5714285714285714,5,21,0.23809523809523808,21,22,0.9545454545454546,2,24,26,19,5,4,1,20,4,1
SAC,SAC vs. OKC,2020-01-29,L,36,76,33,66,0.5,7,27,0.25925925925925924,3,7,0.42857142857142855,5,19,24,17,12,4,1,17,-20,1
POR,POR vs. HOU,2020-01-29,W,36,97,36,65,0.5538461538461539,11,26,0.4230769230769231,14,19,0.7368421052631579,5,29,34,19,16,8,7,11,15,1
OKC,OKC @ SAC,2020-01-29,W,36,96,35,67,0.5223880597014925,13,29,0.4482758620689655,13,15,0.8666666666666667,9,25,34,27,11,8,3,12,20,0
NYK,NYK vs. MEM,2020-01-29,L,36,84,34,76,0.4473684210526316,8,22,0.36363636363636365,8,16,0.5,8,26,34,23,9,7,5,17,-12,1
MEM,MEM @ NYK,2020-01-29,W,36,96,32,64,0.5,9,21,0.42857142857142855,23,26,0.8846153846153846,4,33,37,19,9,3,2,14,12,0
IND,IND vs. CHI,2020-01-29,W,36,80,34,66,0.5151515151515151,4,18,0.2222222222222222,8,11,0.7272727272727273,11,20,31,22,11,5,1,11,0,1
HOU,HOU @ POR,2020-01-29,L,36,82,33,74,0.44594594594594594,14,36,0.3888888888888889,2,4,0.5,7,22,29,17,14,7,4,16,-15,0
DET,DET @ BKN,2020-01-29,L,36,93,35,70,0.5,6,19,0.3157894736842105,17,20,0.85,9,24,33,22,11,6,3,19,-6,0
CHI,CHI @ IND,2020-01-29,L,36,80,34,55,0.6181818181818182,5,18,0.2777777777777778,7,12,0.5833333333333334,2,21,23,20,13,6,3,10,0,0
BKN,BKN vs. DET,2020-01-29,W,36,99,33,61,0.5409836065573771,11,27,0.4074074074074074,22,26,0.8461538461538461,5,22,27,21,8,6,6,15,6,1
WAS,WAS @ MIL,2020-01-28,L,36,104,33,70,0.4714285714285714,12,22,0.5454545454545454,26,29,0.896551724137931,8,17,25,22,8,5,4,22,-13,0
TOR,TOR vs. ATL,2020-01-28,W,36,97,35,73,0.4794520547945205,11,34,0.3235294117647059,16,20,0.8,7,31,38,19,8,7,6,18,14,1
PHX,PHX @ DAL,2020-01-28,W,36,108,42,68,0.6176470588235294,7,18,0.3888888888888889,17,19,0.8947368421052632,6,22,28,27,7,8,4,17,31,0
PHI,PHI vs. GSW,2020-01-28,W,36,86,33,64,0.515625,8,23,0.34782608695652173,12,17,0.7058823529411765,2,27,29,22,11,4,3,11,4,1
NYK,NYK @ CHA,2020-01-28,L,36,66,28,64,0.4375,5,20,0.25,5,8,0.625,6,25,31,10,9,5,4,14,-2,0
NOP,NOP @ CLE,2020-01-28,W,36,104,38,66,0.5757575757575758,11,26,0.4230769230769231,17,22,0.7727272727272727,4,26,30,24,14,7,10,15,14,0
MIL,MIL vs. WAS,2020-01-28,W,36,117,38,68,0.5588235294117647,17,30,0.5666666666666667,24,25,0.96,8,28,36,21,13,3,3,21,13,1
MIA,MIA vs. BOS,2020-01-28,L,36,76,26,71,0.36619718309859156,7,29,0.2413793103448276,17,20,0.85,8,26,34,12,8,9,1,13,-4,1
MEM,MEM vs. DEN,2020-01-28,W,36,82,37,63,0.5873015873015873,5,15,0.3333333333333333,3,6,0.5,4,31,35,25,13,11,8,11,16,1
GSW,GSW @ PHI,2020-01-28,L,36,82,30,67,0.44776119402985076,12,28,0.42857142857142855,10,12,0.8333333333333334,5,27,32,23,13,3,2,16,-4,0
DEN,DEN @ MEM,2020-01-28,L,36,66,23,64,0.359375,11,32,0.34375,9,10,0.9,8,20,28,16,15,8,1,11,-16,0
DAL,DAL vs. PHX,2020-01-28,L,36,77,27,62,0.43548387096774194,6,25,0.24,17,19,0.8947368421052632,6,18,24,15,15,4,0,14,-31,1
CLE,CLE vs. NOP,2020-01-28,L,36,90,32,75,0.4266666666666667,10,27,0.37037037037037035,16,18,0.8888888888888888,12,22,34,22,12,6,1,17,-14,1
CHA,CHA vs. NYK,2020-01-28,W,36,68,26,69,0.37681159420289856,6,24,0.25,10,14,0.7142857142857143,15,24,39,16,11,4,3,10,2,1
BOS,BOS @ MIA,2020-01-28,W,36,80,31,66,0.4696969696969697,9,27,0.3333333333333333,9,12,0.75,8,28,36,19,11,4,5,15,4,0
ATL,ATL @ TOR,2020-01-28,L,36,83,31,70,0.44285714285714284,7,37,0.1891891891891892,14,17,0.8235294117647058,8,30,38,20,15,6,2,17,-14,0
UTA,UTA vs. HOU,2020-01-27,L,36,75,30,61,0.4918032786885246,7,29,0.2413793103448276,8,12,0.6666666666666666,1,29,30,17,15,4,1,19,-12,1
SAS,SAS @ CHI,2020-01-27,L,36,85,30,62,0.4838709677419355,9,21,0.42857142857142855,16,21,0.7619047619047619,8,31,39,19,10,1,6,6,10,0
SAC,SAC @ MIN,2020-01-27,W,36,78,27,61,0.4426229508196721,10,25,0.4,14,17,0.8235294117647058,8,21,29,19,12,6,6,16,-19,0
ORL,ORL @ MIA,2020-01-27,L,36,71,27,68,0.39705882352941174,10,28,0.35714285714285715,7,8,0.875,9,24,33,19,6,4,5,10,-14,0
OKC,OKC vs. DAL,2020-01-27,L,36,77,27,68,0.39705882352941174,11,23,0.4782608695652174,12,13,0.9230769230769231,6,29,35,19,9,2,2,11,-11,1
MIN,MIN vs. SAC,2020-01-27,L,36,97,33,60,0.55,20,33,0.6060606060606061,11,16,0.6875,4,26,30,25,14,5,6,17,19,1
MIA,MIA vs. ORL,2020-01-27,W,36,85,32,61,0.5245901639344263,10,21,0.47619047619047616,11,12,0.9166666666666666,2,28,30,25,6,2,7,9,14,1
HOU,HOU @ UTA,2020-01-27,W,36,87,29,63,0.4603174603174603,12,32,0.375,17,25,0.68,3,26,29,8,11,10,2,16,12,0
DET,DET vs. CLE,2020-01-27,L,36,72,28,69,0.4057971014492754,10,31,0.3225806451612903,6,7,0.8571428571428571,7,19,26,15,12,6,5,15,-17,1
DAL,DAL @ OKC,2020-01-27,W,36,88,33,76,0.4342105263157895,16,39,0.41025641025641024,6,9,0.6666666666666666,10,34,44,16,7,3,3,12,11,0
CLE,CLE @ DET,2020-01-27,W,36,89,37,73,0.5068493150684932,8,18,0.4444444444444444,7,9,0.7777777777777778,8,29,37,19,11,6,3,14,17,0
CHI,CHI vs. SAS,2020-01-27,W,36,75,31,73,0.4246575342465753,8,26,0.3076923076923077,5,7,0.7142857142857143,10,25,35,21,8,8,1,14,-10,1
WAS,WAS @ ATL,2020-01-26,L,36,102,31,66,0.4696969696969697,7,23,0.30434782608695654,33,37,0.8918918918918919,7,21,28,14,11,3,5,22,-17,0
TOR,TOR @ SAS,2020-01-26,W,36,86,33,72,0.4583333333333333,12,35,0.34285714285714286,8,10,0.8,10,28,38,25,9,7,2,18,1,0
SAS,SAS vs. TOR,2020-01-26,L,36,85,27,63,0.42857142857142855,14,29,0.4827586206896552,17,18,0.9444444444444444,5,28,33,23,12,5,5,10,-1,1
POR,POR vs. IND,2020-01-26,W,36,106,39,67,0.582089552238806,14,25,0.56,14,17,0.8235294117647058,7,23,30,22,11,1,6,13,13,1
PHX,PHX @ MEM,2020-01-26,L,36,78,27,74,0.36486486486486486,9,21,0.42857142857142855,15,20,0.75,9,22,31,18,12,11,4,19,-3,0
ORL,ORL vs. LAC,2020-01-26,L,36,72,26,72,0.3611111111111111,6,24,0.25,14,22,0.6363636363636364,13,18,31,22,7,7,4,15,-13,1
NYK,NYK vs. BKN,2020-01-26,W,36,85,37,70,0.5285714285714286,6,16,0.375,5,11,0.45454545454545453,10,25,35,14,12,6,6,16,9,1
NOP,NOP vs. BOS,2020-01-26,W,36,91,31,69,0.4492753623188406,12,28,0.42857142857142855,17,26,0.6538461538461539,16,25,41,20,15,5,2,16,10,1
MEM,MEM vs. PHX,2020-01-26,W,36,81,32,63,0.5079365079365079,6,15,0.4,11,17,0.6470588235294118,7,34,41,20,22,8,5,17,3,1
LAC,LAC @ ORL,2020-01-26,W,36,85,28,60,0.4666666666666667,12,25,0.48,17,18,0.9444444444444444,11,30,41,14,15,2,6,20,13,0
IND,IND @ POR,2020-01-26,L,36,93,37,73,0.5068493150684932,8,20,0.4,11,11,1.0,6,18,24,23,7,3,1,14,-13,0
HOU,HOU @ DEN,2020-01-26,L,36,89,30,66,0.45454545454545453,10,27,0.37037037037037035,19,26,0.7307692307692307,11,21,32,15,11,5,6,15,-1,0
DEN,DEN vs. HOU,2020-01-26,W,36,90,35,72,0.4861111111111111,8,24,0.3333333333333333,12,14,0.8571428571428571,9,22,31,21,11,7,2,22,1,1
BOS,BOS @ NOP,2020-01-26,L,36,81,31,69,0.4492753623188406,7,27,0.25925925925925924,12,13,0.9230769230769231,7,21,28,16,13,5,5,23,-10,0
BKN,BKN @ NYK,2020-01-26,L,36,76,28,64,0.4375,11,31,0.3548387096774194,9,13,0.6923076923076923,4,22,26,18,13,5,3,11,-9,0
ATL,ATL vs. WAS,2020-01-26,W,36,119,42,73,0.5753424657534246,11,26,0.4230769230769231,24,29,0.8275862068965517,9,27,36,26,10,6,3,29,17,1
UTA,UTA vs. DAL,2020-01-25,W,36,80,29,68,0.4264705882352941,9,32,0.28125,13,17,0.7647058823529411,10,30,40,16,12,4,4,16,-4,1
PHI,PHI vs. LAL,2020-01-25,W,36,85,32,63,0.5079365079365079,12,33,0.36363636363636365,9,14,0.6428571428571429,7,24,31,16,17,8,0,16,12,1
OKC,OKC @ MIN,2020-01-25,W,36,91,31,64,0.484375,10,22,0.45454545454545453,19,19,1.0,2,32,34,19,9,7,8,10,19,0
MIN,MIN vs. OKC,2020-01-25,L,36,72,28,68,0.4117647058823529,8,32,0.25,8,14,0.5714285714285714,6,27,33,23,12,6,2,16,-19,1
LAL,LAL @ PHI,2020-01-25,L,36,73,28,57,0.49122807017543857,4,21,0.19047619047619047,13,20,0.65,4,24,28,19,18,8,1,15,-12,0
DET,DET vs. BKN,2020-01-25,L,36,77,31,74,0.4189189189189189,9,22,0.4090909090909091,6,11,0.5454545454545454,10,32,42,13,4,2,3,14,-3,1
DAL,DAL @ UTA,2020-01-25,L,36,84,33,73,0.4520547945205479,13,28,0.4642857142857143,5,9,0.5555555555555556,8,25,33,15,8,6,3,18,4,0
CLE,CLE vs. CHI,2020-01-25,L,36,76,30,63,0.47619047619047616,10,20,0.5,6,7,0.8571428571428571,9,21,30,20,17,2,1,13,-23,1
CHI,CHI @ CLE,2020-01-25,W,36,99,38,68,0.5588235294117647,10,24,0.4166666666666667,13,14,0.9285714285714286,5,22,27,22,6,12,1,12,23,0
BKN,BKN @ DET,2020-01-25,W,36,80,28,67,0.417910447761194,13,32,0.40625,11,13,0.8461538461538461,6,33,39,11,6,1,4,12,3,0
TOR,TOR @ NYK,2020-01-24,W,36,85,31,64,0.484375,13,30,0.43333333333333335,10,11,0.9090909090909091,5,24,29,18,4,4,6,14,6,0
SAS,SAS vs. PHX,2020-01-24,L,36,72,26,61,0.4262295081967213,4,18,0.2222222222222222,16,20,0.8,10,23,33,15,10,7,4,16,-6,1
SAC,SAC @ CHI,2020-01-24,W,36,75,29,65,0.4461538461538462,9,26,0.34615384615384615,8,10,0.8,7,25,32,20,10,5,7,15,6,0
PHX,PHX @ SAS,2020-01-24,W,36,78,30,61,0.4918032786885246,6,20,0.3,12,15,0.8,5,23,28,21,10,5,4,18,6,0
ORL,ORL vs. BOS,2020-01-24,L,36,77,29,72,0.4027777777777778,8,25,0.32,11,13,0.8461538461538461,11,28,39,15,11,5,1,7,-5,1
OKC,OKC vs. ATL,2020-01-24,W,36,104,38,67,0.5671641791044776,12,22,0.5454545454545454,16,21,0.7619047619047619,6,26,32,25,9,4,5,16,14,1
NYK,NYK vs. TOR,2020-01-24,L,36,79,30,68,0.4411764705882353,9,30,0.3,10,13,0.7692307692307693,12,25,37,19,9,2,3,13,-6,1
NOP,NOP vs. DEN,2020-01-24,L,36,82,29,59,0.4915254237288136,9,19,0.47368421052631576,15,26,0.5769230769230769,8,26,34,20,13,4,5,10,-12,1
MIN,MIN vs. HOU,2020-01-24,L,36,84,34,76,0.4473684210526316,7,23,0.30434782608695654,9,11,0.8181818181818182,11,32,43,21,15,6,7,19,-10,1
MIL,MIL @ CHA,2020-01-24,W,36,78,29,63,0.4603174603174603,6,26,0.23076923076923078,14,20,0.7,9,31,40,17,14,6,8,13,0,0
MIA,MIA vs. LAC,2020-01-24,L,36,85,29,72,0.4027777777777778,9,32,0.28125,18,22,0.8181818181818182,8,24,32,16,7,4,2,15,-16,1
MEM,MEM @ DET,2020-01-24,W,36,92,32,61,0.5245901639344263,8,17,0.47058823529411764,20,23,0.8695652173913043,5,30,35,21,10,6,4,16,7,0
LAC,LAC @ MIA,2020-01-24,W,36,101,36,72,0.5,14,27,0.5185185185185185,15,18,0.8333333333333334,9,31,40,29,7,5,2,14,16,0
IND,IND @ GSW,2020-01-24,W,36,98,37,65,0.5692307692307692,12,20,0.6,12,13,0.9230769230769231,4,23,27,26,8,13,3,11,12,0
HOU,HOU @ MIN,2020-01-24,W,36,94,34,72,0.4722222222222222,8,24,0.3333333333333333,18,22,0.8181818181818182,4,25,29,19,9,10,9,11,10,0
GSW,GSW vs. IND,2020-01-24,L,36,86,32,63,0.5079365079365079,15,29,0.5172413793103449,7,10,0.7,5,23,28,23,16,4,3,12,-12,1
DET,DET vs. MEM,2020-01-24,L,36,85,30,70,0.42857142857142855,7,24,0.2916666666666667,18,23,0.782608695652174,8,25,33,18,8,7,1,17,-7,1
DEN,DEN @ NOP,2020-01-24,W,36,94,35,88,0.3977272727272727,11,33,0.3333333333333333,13,13,1.0,21,24,45,22,6,11,4,15,12,0
CHI,CHI vs. SAC,2020-01-24,L,36,69,27,63,0.42857142857142855,7,31,0.22580645161290322,8,10,0.8,6,26,32,21,14,4,4,15,-6,1
CHA,CHA vs. MIL,2020-01-24,L,36,78,27,70,0.38571428571428573,12,31,0.3870967741935484,12,14,0.8571428571428571,6,26,32,20,11,6,2,20,0,1
BOS,BOS @ ORL,2020-01-24,W,36,82,33,70,0.4714285714285714,11,26,0.4230769230769231,5,7,0.7142857142857143,7,25,32,23,9,8,6,14,5,0
ATL,ATL @ OKC,2020-01-24,L,36,90,33,65,0.5076923076923077,10,23,0.43478260869565216,14,17,0.8235294117647058,6,22,28,19,7,2,5,18,-14,0
WAS,WAS @ CLE,2020-01-23,W,36,100,38,67,0.5671641791044776,15,28,0.5357142857142857,9,12,0.75,7,24,31,24,8,2,1,13,14,0
POR,POR vs. DAL,2020-01-23,L,36,90,34,67,0.5074626865671642,17,29,0.5862068965517241,5,6,0.8333333333333334,6,23,29,16,13,3,1,14,-13,1
LAL,LAL @ BKN,2020-01-23,W,36,104,38,73,0.5205479452054794,17,31,0.5483870967741935,11,16,0.6875,9,28,37,24,12,8,4,13,10,0
DAL,DAL @ POR,2020-01-23,W,36,103,37,72,0.5138888888888888,18,40,0.45,11,18,0.6111111111111112,11,23,34,21,7,5,5,11,13,0
CLE,CLE vs. WAS,2020-01-23,L,36,86,35,75,0.4666666666666667,7,23,0.30434782608695654,9,10,0.9,8,18,26,18,6,6,1,15,-14,1
BKN,BKN vs. LAL,2020-01-23,L,36,94,33,70,0.4714285714285714,16,34,0.47058823529411764,12,15,0.8,8,23,31,26,12,9,3,13,-10,1
WAS,WAS @ MIA,2020-01-22,L,36,83,32,68,0.47058823529411764,8,32,0.25,11,15,0.7333333333333333,4,24,28,21,9,9,5,20,-7,0
UTA,UTA @ GSW,2020-01-22,W,36,100,38,70,0.5428571428571428,13,29,0.4482758620689655,11,19,0.5789473684210527,11,32,43,25,5,4,3,10,31,0
