Team,Match Up,Game Date,Season,W/L,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,ASTRatio,OREB%,DREB%,REB%,TOV%,eFG%,TS%,PACE,PIE
MEM,MEM @ OKC,12/18/2019,,L,12,84.6,132.0,-47.4,60.0,0.75,15.8,50.0,50.0,50.0,30.8,47.6,48.3,102.0,19.8
PHI,PHI vs. MIA,12/18/2019,,L,12,125.0,104.0,21.0,72.7,2.0,21.6,38.5,72.7,54.2,16.7,56.3,59.2,98.0,53.0
DEN,DEN vs. ORL,12/18/2019,,W,12,131.8,127.3,4.5,75.0,1.8,25.0,55.6,100.0,76.5,22.7,66.7,66.3,88.0,53.0
DET,DET vs. TOR,12/18/2019,,L,12,83.3,66.7,16.7,12.5,0.33,3.8,8.3,88.2,55.2,12.5,42.1,46.2,96.0,70.9
MIN,MIN vs. NOP,12/18/2019,,L,12,122.7,90.9,31.8,63.6,7.0,21.9,23.1,53.3,39.3,4.5,54.3,54.5,88.0,66.7
POR,POR vs. GSW,12/18/2019,,W,12,100.0,80.0,20.0,50.0,5.0,15.2,20.0,73.7,50.0,4.0,46.0,48.3,100.0,63.2
ORL,ORL @ DEN,12/18/2019,,L,12,127.3,131.8,-4.5,63.6,3.5,24.1,0.0,44.4,23.5,9.1,68.4,70.4,88.0,47.0
MIA,MIA @ PHI,12/18/2019,,W,12,104.0,125.0,-21.0,88.9,1.6,22.2,27.3,61.5,45.8,20.0,57.9,60.1,98.0,47.0
CHA,CHA @ CLE,12/18/2019,,L,12,147.8,100.0,47.8,81.8,9.0,23.7,40.0,71.4,50.0,4.3,58.0,60.5,94.0,62.4
BOS,BOS @ DAL,12/18/2019,,W,12,126.9,115.4,11.5,33.3,1.0,9.1,36.4,78.6,60.0,11.5,52.5,64.2,104.0,61.2
NYK,NYK vs. ATL,12/17/2019,,W,12,136.0,138.5,-2.5,84.6,2.75,26.8,45.5,66.7,55.0,16.0,63.0,66.3,102.0,53.0
SAC,SAC @ CHA,12/17/2019,,L,12,109.5,142.9,-33.3,37.5,1.5,10.7,30.8,55.6,40.9,9.5,45.2,50.5,84.0,32.2
UTA,UTA vs. ORL,12/17/2019,,W,12,103.8,119.2,-15.4,50.0,2.5,14.7,20.0,100.0,52.0,7.7,46.0,50.4,104.0,39.8
IND,IND vs. LAL,12/17/2019,,W,12,122.7,113.0,9.7,44.4,4.0,14.3,16.7,66.7,46.7,4.5,55.3,59.9,90.0,53.8
NOP,NOP vs. BKN,12/17/2019,,L,12,120.8,133.3,-12.5,16.7,1.0,6.3,46.2,100.0,63.2,8.3,50.0,53.3,96.0,40.2
LAC,LAC vs. PHX,12/17/2019,,W,12,107.1,107.1,0.0,72.7,1.0,22.2,0.0,76.9,47.6,28.6,75.0,74.3,112.0,48.7
CHA,CHA vs. SAC,12/17/2019,,W,12,142.9,109.5,33.3,63.6,1.75,21.9,44.4,69.2,59.1,19.0,70.0,71.8,84.0,67.8
ORL,ORL @ UTA,12/17/2019,,L,12,119.2,103.8,15.4,75.0,4.5,25.7,0.0,80.0,48.0,7.7,64.3,66.8,104.0,60.2
LAL,LAL @ IND,12/17/2019,,L,12,113.0,122.7,-9.7,60.0,6.0,17.6,33.3,83.3,53.3,4.3,45.8,45.8,90.0,46.2
BKN,BKN @ NOP,12/17/2019,,W,12,133.3,120.8,12.5,57.1,2.0,25.0,0.0,53.8,36.8,16.7,80.0,78.3,96.0,59.8
ATL,ATL @ NYK,12/17/2019,,L,12,138.5,136.0,2.5,30.8,2.0,12.1,33.3,54.5,45.0,7.7,65.9,69.3,102.0,47.0
PHX,PHX @ LAC,12/17/2019,,L,12,107.1,107.1,0.0,83.3,2.5,24.4,23.1,100.0,52.4,14.3,54.0,56.1,112.0,51.3
CHI,CHI @ OKC,12/16/2019,,L,12,69.6,117.4,-47.8,33.3,0.4,7.7,18.2,53.8,37.5,21.7,35.3,42.6,92.0,27.4
POR,POR @ PHX,12/16/2019,,W,12,84.0,91.7,-7.7,75.0,1.0,16.7,35.7,70.6,54.8,24.0,40.9,45.0,98.0,45.5
OKC,OKC vs. CHI,12/16/2019,,W,12,117.4,69.6,47.8,25.0,0.33,6.5,46.2,81.8,62.5,26.1,55.0,59.6,92.0,72.6
HOU,HOU vs. SAS,12/16/2019,,W,12,100.0,72.0,28.0,70.0,2.33,20.0,16.7,77.8,53.3,11.5,52.3,54.7,102.0,77.6
MIL,MIL vs. DAL,12/16/2019,,L,12,129.0,113.3,15.7,71.4,2.5,21.7,37.5,75.0,53.6,12.9,57.4,61.1,122.0,58.4
DET,DET vs. WAS,12/16/2019,,L,12,121.7,168.2,-46.4,62.5,2.5,17.2,11.1,57.1,31.3,8.7,53.1,65.8,90.0,38.5
TOR,TOR vs. CLE,12/16/2019,,W,12,116.0,120.8,-4.8,44.4,1.0,13.3,12.5,90.9,57.9,16.0,66.7,71.5,98.0,48.5
MEM,MEM vs. MIA,12/16/2019,,W,12,82.1,92.6,-10.4,44.4,0.44,9.5,58.8,85.7,71.0,32.1,36.5,40.2,110.0,29.3
SAS,SAS @ HOU,12/16/2019,,L,12,72.0,100.0,-28.0,57.1,1.33,12.1,22.2,83.3,46.7,12.0,31.3,34.9,102.0,22.4
WAS,WAS @ DET,12/16/2019,,W,12,168.2,121.7,46.4,64.3,3.0,26.5,42.9,88.9,68.8,13.6,86.8,83.8,90.0,61.5
PHX,PHX vs. POR,12/16/2019,,L,12,91.7,84.0,7.7,100.0,1.4,19.4,29.4,64.3,45.2,20.8,41.3,44.4,98.0,54.5
DAL,DAL @ MIL,12/16/2019,,W,12,113.3,129.0,-15.7,60.0,1.0,15.4,25.0,62.5,46.4,20.0,57.5,62.9,122.0,41.6
MIA,MIA @ MEM,12/16/2019,,L,12,92.6,82.1,10.4,55.6,1.25,14.7,14.3,41.2,29.0,14.8,45.5,49.8,110.0,70.7
CLE,CLE @ TOR,12/16/2019,,L,12,120.8,116.0,4.8,63.6,7.0,21.9,9.1,87.5,42.1,4.2,59.5,61.3,98.0,51.5
CHA,CHA @ IND,12/15/2019,,L,12,76.0,140.0,-64.0,66.7,1.0,6.9,13.3,66.7,33.3,8.0,18.8,39.7,100.0,7.4
BKN,BKN vs. PHI,12/15/2019,,W,12,92.9,85.2,7.7,50.0,0.71,13.5,30.8,83.3,56.0,25.0,54.3,54.4,110.0,56.7
PHI,PHI @ BKN,12/15/2019,,L,12,85.2,92.9,-7.7,20.0,0.4,6.5,16.7,69.2,44.0,18.5,47.7,48.4,110.0,43.3
SAC,SAC @ GSW,12/15/2019,,W,12,95.5,90.9,4.5,75.0,0.67,20.0,33.3,78.6,65.0,40.9,67.9,68.5,88.0,52.1
ATL,ATL vs. LAL,12/15/2019,,L,12,78.3,79.2,-0.9,20.0,0.17,3.6,30.8,78.6,55.6,26.1,33.3,43.6,94.0,14.3
GSW,GSW vs. SAC,12/15/2019,,L,12,90.9,95.5,-4.5,100.0,3.5,21.9,21.4,66.7,35.0,9.1,40.5,44.8,88.0,47.9
IND,IND vs. CHA,12/15/2019,,W,12,140.0,76.0,64.0,75.0,3.0,24.3,33.3,86.7,66.7,12.0,66.7,72.7,100.0,92.6
DEN,DEN vs. NYK,12/15/2019,,W,12,109.1,100.0,9.1,75.0,1.5,18.2,45.5,57.9,53.3,18.2,50.0,55.5,86.0,69.7
NYK,NYK @ DEN,12/15/2019,,L,12,100.0,109.1,-9.1,37.5,3.0,9.4,42.1,54.5,46.7,4.8,31.5,36.5,86.0,30.3
ORL,ORL @ NOP,12/15/2019,,W,12,134.8,152.2,-17.4,83.3,5.0,29.4,12.5,66.7,41.2,8.7,72.5,74.2,92.0,46.3
NOP,NOP vs. ORL,12/15/2019,,L,12,152.2,134.8,17.4,76.9,3.33,27.8,33.3,87.5,58.8,13.0,75.0,76.5,92.0,53.7
LAL,LAL @ ATL,12/15/2019,,W,12,79.2,78.3,0.9,60.0,1.0,10.0,21.4,69.2,44.4,12.5,31.6,41.4,94.0,85.7
MEM,MEM vs. WAS,12/14/2019,,W,12,92.3,100.0,-7.7,33.3,0.38,9.7,22.2,70.0,47.4,30.8,52.8,59.4,106.0,42.4
DET,DET @ HOU,12/14/2019,,W,12,93.1,110.3,-17.2,50.0,0.71,13.2,36.4,77.8,62.1,24.1,47.6,55.1,116.0,58.2
DEN,DEN vs. OKC,12/14/2019,,W,12,107.7,125.9,-18.2,70.0,1.17,19.4,30.0,58.3,45.5,23.1,55.3,61.0,106.0,44.7
WAS,WAS @ MEM,12/14/2019,,L,12,100.0,92.3,7.7,50.0,0.57,11.8,30.0,77.8,52.6,25.9,59.4,66.2,106.0,57.6
HOU,HOU vs. DET,12/14/2019,,L,12,110.3,93.1,17.2,18.2,1.0,5.7,22.2,63.6,37.9,6.9,48.2,51.5,116.0,41.8
LAC,LAC @ CHI,12/14/2019,,L,12,122.7,113.6,9.1,71.4,2.5,15.2,50.0,58.3,53.8,9.1,44.7,53.7,88.0,61.6
MIL,MIL vs. CLE,12/14/2019,,W,12,82.1,107.4,-25.3,66.7,0.86,17.6,0.0,91.7,55.0,25.0,55.9,58.6,110.0,42.7
CLE,CLE @ MIL,12/14/2019,,L,12,107.4,82.1,25.3,50.0,1.67,15.2,8.3,100.0,45.0,11.1,57.1,59.1,110.0,57.3
OKC,OKC @ DEN,12/14/2019,,L,12,125.9,107.7,18.2,57.1,2.0,20.0,41.7,70.0,54.5,14.8,61.5,63.2,106.0,55.3
DAL,DAL vs. MIA,12/14/2019,,L,12,140.9,91.3,49.6,61.5,8.0,25.8,11.1,83.3,52.4,4.5,70.5,70.5,90.0,80.5
SAS,SAS @ PHX,12/14/2019,,W,12,124.0,120.8,3.2,45.5,0.0,15.6,12.5,75.0,39.3,0.0,52.1,55.4,98.0,46.7
BKN,BKN @ TOR,12/14/2019,,L,12,67.9,71.4,-3.6,75.0,0.86,16.2,18.8,83.3,52.9,25.0,37.0,38.4,112.0,53.2
PHX,PHX vs. SAS,12/14/2019,,L,12,120.8,124.0,-3.2,60.0,3.0,18.2,25.0,87.5,60.7,8.3,52.3,58.8,98.0,53.3
CHI,CHI vs. LAC,12/14/2019,,W,12,113.6,122.7,-9.1,33.3,0.5,10.0,41.7,50.0,46.2,27.3,55.0,57.4,88.0,38.4
TOR,TOR vs. BKN,12/14/2019,,W,12,71.4,67.9,3.6,37.5,0.75,8.8,16.7,81.3,47.1,14.3,35.4,38.2,112.0,46.8
MIA,MIA @ DAL,12/14/2019,,W,12,91.3,140.9,-49.6,42.9,1.0,10.7,16.7,88.9,47.6,13.0,44.1,50.1,90.0,19.5
MEM,MEM vs. MIL,12/13/2019,,L,12,86.4,160.9,-74.5,83.3,0.83,16.7,23.1,56.3,41.4,27.3,38.9,46.0,90.0,20.9
IND,IND @ ATL,12/13/2019,,W,12,88.9,63.0,25.9,55.6,1.67,14.7,14.3,86.7,51.7,11.1,43.5,47.6,108.0,84.6
LAC,LAC @ MIN,12/13/2019,,W,12,78.6,128.6,-50.0,57.1,0.44,11.8,18.2,90.0,52.4,32.1,47.1,54.8,112.0,14.1
CHI,CHI vs. CHA,12/13/2019,,L,12,100.0,100.0,0.0,75.0,1.5,17.6,35.7,100.0,62.5,17.4,40.9,47.5,94.0,46.2
MIN,MIN vs. LAC,12/13/2019,,L,12,128.6,78.6,50.0,54.5,1.5,17.1,10.0,81.8,47.6,14.3,65.0,71.2,112.0,85.9
UTA,UTA vs. GSW,12/13/2019,,W,12,107.7,88.0,19.7,57.1,1.33,12.5,15.4,76.5,50.0,11.5,50.0,58.7,102.0,63.6
HOU,HOU @ ORL,12/13/2019,,W,12,154.5,131.8,22.7,35.7,0.0,15.6,38.5,50.0,44.0,0.0,59.3,61.0,88.0,54.9
MIL,MIL @ MEM,12/13/2019,,W,12,160.9,86.4,74.5,30.8,0.0,11.8,43.8,76.9,58.6,0.0,60.0,62.0,90.0,79.1
GSW,GSW @ UTA,12/13/2019,,L,12,88.0,107.7,-19.7,57.1,2.0,12.1,23.5,84.6,50.0,8.0,34.8,41.5,102.0,36.4
SAC,SAC vs. NYK,12/13/2019,,L,12,95.5,147.6,-52.2,37.5,1.5,10.7,20.0,63.6,38.5,9.1,45.5,45.9,86.0,20.5
NOP,NOP @ PHI,12/13/2019,,L,12,103.8,92.3,11.5,50.0,1.5,9.4,25.0,76.9,52.0,7.7,37.5,52.6,104.0,56.7
PHI,PHI vs. NOP,12/13/2019,,W,12,92.3,103.8,-11.5,60.0,0.75,9.4,23.1,75.0,48.0,15.4,35.7,50.7,104.0,43.3
CHA,CHA @ CHI,12/13/2019,,W,12,100.0,100.0,0.0,80.0,2.0,25.0,0.0,64.3,37.5,16.7,63.2,61.7,94.0,53.8
MIA,MIA vs. LAL,12/13/2019,,L,12,104.2,108.7,-4.5,66.7,1.5,18.8,18.2,56.3,40.7,16.7,57.9,60.2,94.0,48.1
ORL,ORL vs. HOU,12/13/2019,,L,12,131.8,154.5,-22.7,62.5,2.5,15.2,50.0,61.5,56.0,9.1,50.0,58.7,88.0,45.1
ATL,ATL vs. IND,12/13/2019,,L,12,63.0,88.9,-25.9,33.3,0.33,6.5,13.3,85.7,48.3,22.2,31.0,37.3,108.0,15.4
LAL,LAL @ MIA,12/13/2019,,W,12,108.7,104.2,4.5,66.7,1.5,16.7,43.8,81.8,59.3,17.4,47.8,48.8,94.0,51.9
NYK,NYK @ SAC,12/13/2019,,W,12,147.6,95.5,52.2,66.7,8.0,24.2,36.4,80.0,61.5,4.8,60.9,63.7,86.0,79.5
DEN,DEN vs. POR,12/12/2019,,W,12,113.6,95.5,18.2,44.4,2.0,13.3,33.3,71.4,53.8,9.1,52.4,54.9,88.0,59.7
SAS,SAS vs. CLE,12/12/2019,,L,12,140.0,104.2,35.8,30.8,4.0,13.3,22.2,63.6,45.0,4.0,71.1,72.1,98.0,79.0
CLE,CLE @ SAS,12/12/2019,,W,12,104.2,140.0,-35.8,22.2,0.33,6.7,36.4,77.8,55.0,25.0,50.0,55.2,98.0,21.0
POR,POR @ DEN,12/12/2019,,L,12,95.5,113.6,-18.2,62.5,1.67,16.1,28.6,66.7,46.2,13.6,40.5,45.3,88.0,40.3
DET,DET vs. DAL,12/12/2019,,L,12,100.0,103.8,-3.8,62.5,1.67,15.2,15.4,80.0,43.5,11.5,50.0,52.6,104.0,39.7
PHI,PHI @ BOS,12/12/2019,,W,12,130.8,116.0,14.8,50.0,2.5,15.6,12.5,75.0,50.0,7.7,64.7,73.4,102.0,62.8
DAL,DAL @ DET,12/12/2019,,W,12,103.8,100.0,3.8,44.4,0.67,12.5,20.0,84.6,56.5,23.1,58.3,64.0,104.0,60.3
BOS,BOS vs. PHI,12/12/2019,,L,12,116.0,130.8,-14.8,72.7,2.67,22.2,25.0,87.5,50.0,12.0,52.2,57.5,102.0,37.2
UTA,UTA @ MIN,12/11/2019,,W,12,120.0,132.0,-12.0,40.0,1.0,12.1,36.4,42.9,40.0,16.0,52.4,61.2,100.0,44.0
CLE,CLE vs. HOU,12/11/2019,,L,12,127.3,121.7,5.5,72.7,1.33,22.9,50.0,75.0,61.1,27.3,66.7,66.7,90.0,46.5
CHA,CHA @ BKN,12/11/2019,,W,12,131.8,100.0,31.8,25.0,2.0,8.3,0.0,58.8,41.7,4.5,63.3,71.5,88.0,76.8
CHI,CHI vs. ATL,12/11/2019,,W,12,115.4,57.7,57.7,83.3,5.0,25.6,23.1,78.6,51.9,7.7,52.1,56.3,104.0,98.6
GSW,GSW vs. NYK,12/11/2019,,L,12,128.0,100.0,28.0,75.0,4.5,26.5,0.0,75.0,42.9,8.0,64.3,67.7,100.0,58.8
BOS,BOS @ IND,12/11/2019,,L,12,82.1,140.7,-58.6,25.0,0.29,6.3,25.0,83.3,54.2,25.0,42.5,50.8,110.0,16.7
MIL,MIL vs. NOP,12/11/2019,,W,12,78.6,92.9,-14.3,50.0,0.56,15.2,0.0,78.6,47.8,32.1,55.3,56.6,112.0,44.4
SAC,SAC vs. OKC,12/11/2019,,W,12,100.0,88.0,12.0,50.0,0.83,16.7,0.0,90.9,55.6,24.0,67.6,69.9,100.0,55.2
BKN,BKN vs. CHA,12/11/2019,,L,12,100.0,131.8,-31.8,37.5,1.5,9.7,41.2,100.0,58.3,9.1,37.5,41.3,88.0,23.2
TOR,TOR vs. LAC,12/11/2019,,L,12,95.5,104.3,-8.9,62.5,2.5,15.6,31.3,61.5,44.8,9.1,37.0,41.7,90.0,36.5
ORL,ORL vs. LAL,12/11/2019,,L,12,104.8,122.7,-18.0,75.0,3.0,21.4,9.1,75.0,43.5,9.5,50.0,54.1,86.0,42.1
LAL,LAL @ ORL,12/11/2019,,W,12,122.7,104.8,18.0,60.0,6.0,19.4,25.0,90.9,56.5,4.5,62.5,59.6,86.0,57.9
OKC,OKC @ SAC,12/11/2019,,L,12,88.0,100.0,-12.0,75.0,1.2,18.8,9.1,100.0,44.4,20.0,50.0,53.0,100.0,44.8
NYK,NYK @ GSW,12/11/2019,,W,12,100.0,128.0,-28.0,66.7,2.0,17.6,25.0,100.0,57.1,12.0,47.6,52.9,100.0,41.2
MEM,MEM @ PHX,12/11/2019,,W,12,124.0,120.8,3.2,44.4,2.0,13.3,11.1,78.6,52.2,8.0,52.9,66.9,98.0,54.8
NOP,NOP @ MIL,12/11/2019,,L,12,92.9,78.6,14.3,66.7,1.2,16.2,21.4,100.0,52.2,17.9,45.7,50.7,112.0,55.6
HOU,HOU @ CLE,12/11/2019,,W,12,121.7,127.3,-5.5,40.0,0.8,13.8,25.0,50.0,38.9,21.7,72.2,74.2,90.0,53.5
PHX,PHX vs. MEM,12/11/2019,,L,12,120.8,124.0,-3.2,77.8,3.5,20.6,21.4,88.9,47.8,8.3,50.0,57.4,98.0,45.2
IND,IND vs. BOS,12/11/2019,,W,12,140.7,82.1,58.6,50.0,0.0,17.1,16.7,75.0,45.8,0.0,56.5,66.2,110.0,83.3
MIN,MIN vs. UTA,12/11/2019,,L,12,132.0,120.0,12.0,40.0,1.33,10.8,57.1,63.6,60.0,12.0,52.3,58.6,100.0,56.0
ATL,ATL @ CHI,12/11/2019,,L,12,57.7,115.4,-57.7,100.0,0.22,6.5,21.4,76.9,48.1,34.6,21.4,38.9,104.0,1.4
LAC,LAC @ TOR,12/11/2019,,W,12,104.3,95.5,8.9,85.7,1.5,17.6,38.5,68.8,55.2,17.4,42.5,52.0,90.0,63.5
WAS,WAS @ CHA,12/10/2019,,L,12,133.3,133.3,0.0,80.0,4.0,21.1,43.8,60.0,51.6,8.3,48.1,55.0,96.0,56.4
MIA,MIA vs. ATL,12/10/2019,,W,12,109.1,95.5,13.6,77.8,3.5,19.4,43.8,91.7,64.3,9.1,45.8,45.8,88.0,53.2
CHA,CHA vs. WAS,12/10/2019,,W,12,133.3,133.3,0.0,44.4,1.33,11.8,40.0,56.3,48.4,12.5,50.0,58.7,96.0,43.6
POR,POR vs. NYK,12/10/2019,,W,12,116.0,112.0,4.0,70.0,3.5,19.4,33.3,81.8,56.5,8.0,52.3,56.8,100.0,54.6
PHI,PHI vs. DEN,12/10/2019,,W,12,63.6,72.7,-9.1,40.0,0.5,7.4,21.4,91.7,53.8,18.2,31.6,35.2,88.0,41.7
DEN,DEN @ PHI,12/10/2019,,L,12,72.7,63.6,9.1,33.3,0.67,8.0,8.3,78.6,46.2,13.6,33.3,39.6,88.0,58.3
ATL,ATL @ MIA,12/10/2019,,L,12,95.5,109.1,-13.6,66.7,3.0,20.7,8.3,56.3,35.7,9.1,50.0,50.3,88.0,46.8
NYK,NYK @ POR,12/10/2019,,L,12,112.0,116.0,-4.0,60.0,2.0,18.2,18.2,66.7,43.5,12.0,54.8,57.1,100.0,45.4
PHX,PHX vs. MIN,12/09/2019,,W,12,147.6,114.3,33.3,72.7,8.0,23.5,41.7,46.2,44.0,4.8,64.3,64.4,84.0,74.7
MIL,MIL vs. ORL,12/09/2019,,W,12,111.1,107.7,3.4,58.3,1.75,20.6,0.0,85.7,54.5,14.8,67.5,67.6,106.0,55.6
DET,DET @ NOP,12/09/2019,,W,12,114.3,138.1,-23.8,30.0,3.0,11.5,18.2,40.0,28.6,4.8,52.4,54.8,84.0,37.9
MIN,MIN @ PHX,12/09/2019,,L,12,114.3,147.6,-33.3,14.3,0.25,3.4,53.8,58.3,56.0,19.0,37.5,50.1,84.0,25.3
UTA,UTA vs. OKC,12/09/2019,,L,12,100.0,82.6,17.4,60.0,2.0,18.2,35.7,84.6,59.3,13.6,45.8,45.8,90.0,50.6
CHI,CHI vs. TOR,12/09/2019,,L,12,87.5,95.7,-8.2,77.8,1.0,20.6,36.4,46.7,42.3,29.2,52.5,52.5,94.0,47.3
GSW,GSW vs. MEM,12/09/2019,,L,12,92.0,84.6,7.4,77.8,3.5,18.4,33.3,85.7,48.0,8.0,35.2,40.0,102.0,45.1
MEM,MEM @ GSW,12/09/2019,,W,12,84.6,92.0,-7.4,44.4,0.5,12.9,14.3,66.7,52.0,30.8,60.0,62.4,102.0,54.9
NOP,NOP vs. DET,12/09/2019,,L,12,138.1,114.3,23.8,61.5,2.67,22.9,60.0,81.8,71.4,14.3,60.9,61.9,84.0,62.1
OKC,OKC @ UTA,12/09/2019,,W,12,82.6,100.0,-17.4,62.5,2.5,16.7,15.4,64.3,40.7,8.7,38.1,42.6,90.0,49.4
ORL,ORL @ MIL,12/09/2019,,L,12,107.7,111.1,-3.4,77.8,7.0,20.0,14.3,100.0,45.5,3.8,45.5,51.3,106.0,44.4
SAC,SAC @ HOU,12/09/2019,,W,12,104.2,104.2,0.0,44.4,4.0,12.5,22.2,50.0,32.1,4.2,46.2,46.5,96.0,42.6
IND,IND vs. LAC,12/09/2019,,L,12,108.3,82.6,25.7,44.4,4.0,11.8,35.3,80.0,56.3,4.2,42.3,46.1,94.0,51.9
HOU,HOU vs. SAC,12/09/2019,,L,12,104.2,104.2,0.0,70.0,1.0,19.4,50.0,77.8,67.9,29.2,55.0,57.4,96.0,57.4
BOS,BOS vs. CLE,12/09/2019,,W,12,117.4,91.7,25.7,10.0,0.17,3.7,33.3,62.5,52.0,26.1,69.4,68.3,94.0,53.2
CLE,CLE @ BOS,12/09/2019,,L,12,91.7,117.4,-25.7,60.0,2.0,17.1,37.5,66.7,48.0,12.5,42.0,42.5,94.0,46.8
TOR,TOR @ CHI,12/09/2019,,W,12,95.7,87.5,8.2,28.6,0.4,6.1,53.3,63.6,57.7,21.7,31.8,42.4,94.0,52.7
LAC,LAC @ IND,12/09/2019,,W,12,82.6,108.3,-25.7,62.5,5.0,16.1,20.0,64.7,43.8,4.3,37.0,38.4,94.0,48.1
LAC,LAC @ WAS,12/08/2019,,W,12,145.8,104.0,41.8,46.2,1.5,18.2,30.0,76.9,56.5,16.7,68.2,71.0,98.0,63.5
PHI,PHI vs. TOR,12/08/2019,,W,12,88.9,133.3,-44.4,100.0,0.64,17.9,41.7,70.0,54.5,40.7,52.8,58.1,108.0,22.8
CHI,CHI @ MIA,12/08/2019,,L,12,100.0,95.8,4.2,100.0,1.0,17.2,0.0,85.7,40.0,20.8,50.0,65.6,96.0,56.3
ATL,ATL @ CHA,12/08/2019,,W,12,147.8,104.3,43.5,58.3,1.75,19.4,54.5,57.1,56.0,17.4,60.9,66.3,92.0,73.1
SAC,SAC @ DAL,12/08/2019,,W,12,81.8,127.3,-45.5,50.0,0.43,10.3,36.4,60.0,47.6,31.8,41.2,48.0,88.0,18.2
DAL,DAL vs. SAC,12/08/2019,,L,12,127.3,81.8,45.5,50.0,2.0,18.8,40.0,63.6,52.4,13.6,61.4,62.4,88.0,81.8
MIN,MIN @ LAL,12/08/2019,,L,12,91.7,133.3,-41.7,87.5,1.4,21.9,10.0,88.9,47.4,20.8,55.6,58.3,96.0,31.2
LAL,LAL vs. MIN,12/08/2019,,W,12,133.3,91.7,41.7,54.5,3.0,19.4,11.1,90.0,52.6,8.3,65.0,70.7,96.0,68.8
BKN,BKN vs. DEN,12/08/2019,,W,12,100.0,108.7,-8.7,66.7,1.0,19.4,22.2,62.5,48.0,26.1,58.3,60.9,92.0,53.1
MIA,MIA vs. CHI,12/08/2019,,W,12,95.8,100.0,-4.2,100.0,0.71,16.7,14.3,100.0,60.0,29.2,50.0,67.0,96.0,43.8
DEN,DEN @ BKN,12/08/2019,,L,12,108.7,100.0,8.7,88.9,2.67,21.6,37.5,77.8,52.0,13.0,50.0,50.0,92.0,46.9
OKC,OKC @ POR,12/08/2019,,W,12,118.2,85.7,32.5,28.6,2.0,7.4,25.0,61.1,46.7,4.5,50.0,58.3,86.0,76.4
TOR,TOR @ PHI,12/08/2019,,L,12,133.3,88.9,44.4,33.3,1.33,11.8,30.0,58.3,45.5,11.1,61.4,68.2,108.0,77.2
WAS,WAS vs. LAC,12/08/2019,,L,12,104.0,145.8,-41.8,62.5,1.25,15.2,23.1,70.0,43.5,16.0,47.5,55.3,98.0,36.5
POR,POR vs. OKC,12/08/2019,,L,12,85.7,118.2,-32.5,42.9,3.0,9.7,38.9,75.0,53.3,4.8,29.2,33.8,86.0,23.6
CHA,CHA vs. ATL,12/08/2019,,L,12,104.3,147.8,-43.5,37.5,1.5,9.4,42.9,45.5,44.0,8.7,36.4,46.2,92.0,26.9
IND,IND @ NYK,12/07/2019,,W,12,65.2,100.0,-34.8,83.3,0.63,15.6,30.8,55.0,45.5,34.8,38.9,39.7,90.0,21.8
HOU,HOU vs. PHX,12/07/2019,,W,12,106.7,106.9,-0.2,22.2,1.0,6.1,6.7,71.4,37.9,6.7,45.5,56.8,118.0,51.6
DAL,DAL vs. NOP,12/07/2019,,W,12,104.0,72.0,32.0,44.4,1.0,13.3,9.1,85.7,52.0,16.0,55.0,58.6,100.0,77.3
PHI,PHI vs. CLE,12/07/2019,,W,12,122.2,123.1,-0.9,71.4,5.0,25.6,18.2,62.5,44.4,7.4,63.0,63.3,106.0,62.2
CLE,CLE @ PHI,12/07/2019,,L,12,123.1,122.2,0.9,38.5,1.67,13.5,37.5,81.8,55.6,11.5,53.4,54.3,106.0,37.8
NYK,NYK vs. IND,12/07/2019,,L,12,100.0,65.2,34.8,62.5,5.0,13.9,45.0,69.2,54.5,4.5,35.2,37.1,90.0,78.2
PHX,PHX @ HOU,12/07/2019,,L,12,106.9,106.7,0.2,80.0,1.33,19.5,28.6,93.3,62.1,20.7,47.8,54.8,118.0,48.4
NOP,NOP @ DAL,12/07/2019,,L,12,72.0,104.0,-32.0,57.1,1.0,12.9,14.3,90.9,48.0,16.0,37.5,41.4,100.0,22.7
MEM,MEM @ UTA,12/07/2019,,L,12,103.7,107.4,-3.7,50.0,1.67,15.6,0.0,60.0,30.0,11.1,55.3,58.7,108.0,52.8
UTA,UTA vs. MEM,12/07/2019,,W,12,107.4,103.7,3.7,70.0,0.88,18.4,40.0,100.0,70.0,29.6,60.0,65.3,108.0,47.2
DET,DET vs. IND,12/06/2019,,W,12,148.0,108.3,39.7,33.3,1.67,13.5,58.3,90.0,72.7,12.0,66.0,65.9,98.0,63.3
ORL,ORL @ CLE,12/06/2019,,W,12,100.0,70.8,29.2,75.0,1.5,17.6,25.0,70.6,51.7,16.0,47.5,54.2,98.0,77.9
SAC,SAC @ SAS,12/06/2019,,L,12,103.7,119.2,-15.5,50.0,1.5,18.2,11.1,66.7,42.9,14.8,59.5,61.5,106.0,46.5
MIA,MIA vs. WAS,12/06/2019,,W,12,118.2,78.3,39.9,50.0,1.25,15.6,38.5,75.0,58.6,18.2,54.5,55.7,90.0,76.4
LAC,LAC @ MIL,12/06/2019,,L,12,103.6,114.3,-10.7,54.5,1.5,14.6,41.2,70.0,51.9,14.3,41.1,47.3,112.0,44.6
BKN,BKN @ CHA,12/06/2019,,W,12,108.7,90.9,17.8,77.8,3.5,18.9,46.7,84.6,64.3,8.7,41.7,46.2,90.0,78.3
