index,Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,Court,Opponent,OppPTS,OppFGM,OppFGA,OppFG%,Opp3PM,Opp3PA,Opp3P%,OppFTM,OppFTA,OppFT%,OppOREB,OppDREB,OppREB,OppAST,OppTOV,OppSTL,OppBLK,OppPF,Pos,OppPos,Pace,OFFRTG,DEFRTG,Margin,formatted_date,week_of_season,PTS/Q
1450,MIN,MIN @ ATL,2019-11-25,W,36,93,30,68,0.4411764705882353,11,29,0.3793103448275862,22,29,0.7586206896551724,12,22,34,20,9,6,4,17,3,0,ATL,90,35,72,0.4861111111111111,9,22,0.4090909090909091,11,13,0.8461538461538461,5,23,28,21,13,4,3,20,78.76397354497354,78.76397354497354,105.01863139329805,118.07428677642552,114.26543881589568,12,2019-11-25,6,31.0
1451,MIL,MIL vs. UTA,2019-11-25,W,36,90,32,68,0.4705882352941176,10,31,0.3225806451612903,16,21,0.7619047619047619,7,28,35,17,8,5,4,13,7,1,UTA,83,29,63,0.4603174603174603,16,35,0.4571428571428571,9,9,1.0,4,27,31,23,15,4,5,17,76.76095588235293,76.76095588235293,102.34794117647057,117.24710689890026,108.12788747343023,4,2019-11-25,6,30.0
1452,MIA,MIA vs. CHA,2019-11-25,W,36,98,33,64,0.515625,13,28,0.4642857142857143,19,23,0.8260869565217391,8,26,34,23,10,7,2,16,16,1,CHA,82,29,60,0.4833333333333333,8,25,0.32,16,19,0.8421052631578947,5,20,25,20,11,6,0,20,73.48642857142858,73.48642857142858,97.98190476190476,133.35795725158192,111.58522953703793,17,2019-11-25,6,32.666666666666664
1454,LAL,LAL @ SAS,2019-11-25,W,36,86,34,68,0.5,9,23,0.39130434782608703,9,13,0.6923076923076923,10,21,31,20,8,6,3,12,4,0,SAS,82,33,66,0.5,9,19,0.4736842105263158,7,8,0.875,7,22,29,20,10,3,4,16,70.101875,70.101875,93.46916666666667,122.67860167791515,116.97262020452376,10,2019-11-25,6,28.666666666666668
1456,GSW,GSW vs. OKC,2019-11-25,L,36,83,32,67,0.4776119402985074,5,11,0.4545454545454545,14,16,0.875,7,24,31,22,8,8,5,11,9,1,OKC,74,30,63,0.4761904761904762,8,21,0.3809523809523809,6,7,0.8571428571428571,7,24,31,19,13,3,8,15,71.88516129032259,71.88516129032259,95.8468817204301,115.46193749887811,102.94196837249376,-3,2019-11-25,6,27.666666666666668
1457,DET,DET vs. ORL,2019-11-25,W,36,78,26,59,0.4406779661016949,10,26,0.38461538461538464,16,19,0.8421052631578947,5,29,34,17,11,5,3,15,8,1,ORL,70,26,66,0.3939393939393939,7,20,0.35,11,16,0.6875,7,27,34,11,8,7,6,16,72.08029513888889,72.08029513888889,96.10706018518518,108.21265347166609,97.11391978226443,15,2019-11-25,6,26.0
1458,CLE,CLE vs. BKN,2019-11-25,L,36,75,28,69,0.4057971014492754,9,23,0.39130434782608703,10,15,0.6666666666666666,9,26,35,18,9,4,3,12,-6,1,BKN,81,32,71,0.4507042253521127,8,28,0.2857142857142857,9,11,0.8181818181818182,9,31,40,21,8,8,5,14,73.39933928571429,73.39933928571429,97.86578571428572,102.18075629816636,110.35521680201967,-2,2019-11-25,6,25.0
1459,CHI,CHI vs. POR,2019-11-25,L,36,72,28,66,0.42424242424242425,8,32,0.25,8,12,0.6666666666666666,5,21,26,17,12,6,3,16,-20,1,POR,92,35,66,0.5303030303030303,6,22,0.2727272727272727,16,19,0.8421052631578947,10,32,42,20,11,5,4,13,75.60270270270269,75.60270270270269,100.80360360360358,95.23469059450186,121.68877131519682,-23,2019-11-25,6,24.0
1460,CHA,CHA @ MIA,2019-11-25,L,36,82,29,60,0.4833333333333333,8,25,0.32,16,19,0.8421052631578947,5,20,25,20,11,6,0,20,-16,0,MIA,98,33,64,0.515625,13,28,0.4642857142857143,19,23,0.8260869565217391,8,26,34,23,10,7,2,16,73.48642857142858,73.48642857142858,97.98190476190476,111.58522953703793,133.35795725158192,-17,2019-11-25,6,27.333333333333332
1461,BOS,BOS vs. SAC,2019-11-25,W,36,75,30,67,0.4477611940298508,5,23,0.21739130434782608,10,12,0.8333333333333334,10,19,29,18,9,8,2,10,0,1,SAC,75,28,58,0.4827586206896552,11,34,0.3235294117647059,8,11,0.7272727272727273,7,21,28,22,13,2,6,11,67.39336228287841,67.39336228287841,89.85781637717122,111.28692420062573,111.28692420062573,1,2019-11-25,6,25.0
1462,BKN,BKN @ CLE,2019-11-25,W,36,81,32,71,0.4507042253521127,8,28,0.2857142857142857,9,11,0.8181818181818182,9,31,40,21,8,8,5,14,6,0,CLE,75,28,69,0.4057971014492754,9,23,0.39130434782608703,10,15,0.6666666666666666,9,26,35,18,9,4,3,12,73.39933928571429,73.39933928571429,97.86578571428572,110.35521680201967,102.18075629816636,2,2019-11-25,6,27.0
1463,ATL,ATL vs. MIN,2019-11-25,L,36,90,35,72,0.4861111111111111,9,22,0.4090909090909091,11,13,0.8461538461538461,5,23,28,21,13,4,3,20,-3,1,MIN,93,30,68,0.4411764705882353,11,29,0.3793103448275862,22,29,0.7586206896551724,12,22,34,20,9,6,4,17,78.76397354497354,78.76397354497354,105.01863139329805,114.26543881589568,118.07428677642552,-12,2019-11-25,6,30.0
1464,WAS,WAS vs. SAC,2019-11-24,L,36,85,33,69,0.4782608695652174,10,22,0.4545454545454545,9,10,0.9,9,24,33,24,13,5,1,18,-5,1,SAC,90,32,64,0.5,7,23,0.3043478260869565,19,22,0.8636363636363636,6,26,32,17,12,7,5,15,77.02342857142857,77.02342857142857,102.69790476190475,110.35603267280456,116.84756400649896,-7,2019-11-24,5,28.333333333333332
1465,SAC,SAC @ WAS,2019-11-24,W,36,90,32,64,0.5,7,23,0.3043478260869565,19,22,0.8636363636363636,6,26,32,17,12,7,5,15,5,0,WAS,85,33,69,0.4782608695652174,10,22,0.4545454545454545,9,10,0.9,9,24,33,24,13,5,1,18,77.02342857142857,77.02342857142857,102.69790476190475,116.84756400649896,110.35603267280456,7,2019-11-24,5,30.0
1466,PHX,PHX @ DEN,2019-11-24,L,36,77,29,64,0.453125,11,32,0.34375,8,10,0.8,6,26,32,19,9,4,1,14,-2,0,DEN,79,29,69,0.42028985507246375,7,23,0.3043478260869565,14,18,0.7777777777777778,15,28,43,16,8,3,1,12,69.4663199426112,69.4663199426112,92.62175992348159,110.84508300369542,113.72417606872646,-12,2019-11-24,5,25.666666666666668
1467,NYK,NYK vs. BKN,2019-11-24,L,36,72,27,60,0.45,14,27,0.5185185185185185,4,9,0.4444444444444444,6,27,33,19,16,4,3,20,-10,1,BKN,82,26,62,0.41935483870967744,13,33,0.3939393939393939,17,18,0.9444444444444444,4,23,27,17,7,5,0,10,71.76208008898777,71.76208008898777,95.68277345198369,100.3315398755404,114.26647596936546,-2,2019-11-24,5,24.0
1468,NOP,NOP @ LAC,2019-11-24,L,36,87,35,78,0.4487179487179487,11,30,0.36666666666666653,6,7,0.8571428571428571,10,26,36,19,8,1,3,19,-13,0,LAC,100,35,76,0.4605263157894737,14,36,0.3888888888888889,16,23,0.6956521739130435,13,29,42,21,7,4,4,15,77.28961538461539,77.28961538461539,103.05282051282052,112.56363428264319,129.38348768119909,-25,2019-11-24,5,29.0
1469,LAC,LAC vs. NOP,2019-11-24,W,36,100,35,76,0.4605263157894737,14,36,0.3888888888888889,16,23,0.6956521739130435,13,29,42,21,7,4,4,15,13,1,NOP,87,35,78,0.4487179487179487,11,30,0.36666666666666653,6,7,0.8571428571428571,10,26,36,19,8,1,3,19,77.28961538461539,77.28961538461539,103.05282051282052,129.38348768119909,112.56363428264319,25,2019-11-24,5,33.333333333333336
1470,HOU,HOU vs. DAL,2019-11-24,L,36,95,33,73,0.4520547945205479,8,35,0.22857142857142854,21,26,0.8076923076923077,12,26,38,19,8,4,2,17,-10,1,DAL,105,38,79,0.4810126582278481,14,34,0.4117647058823529,15,19,0.7894736842105263,11,26,37,21,11,6,3,18,81.22088904694168,81.22088904694168,108.29451872925557,116.96498414969906,129.27708774440424,-14,2019-11-24,5,31.666666666666668
1471,DEN,DEN vs. PHX,2019-11-24,W,36,79,29,69,0.42028985507246375,7,23,0.3043478260869565,14,18,0.7777777777777778,15,28,43,16,8,3,1,12,2,1,PHX,77,29,64,0.453125,11,32,0.34375,8,10,0.8,6,26,32,19,9,4,1,14,69.4663199426112,69.4663199426112,92.62175992348159,113.72417606872646,110.84508300369542,12,2019-11-24,5,26.333333333333332
1472,DAL,DAL @ HOU,2019-11-24,W,36,105,38,79,0.4810126582278481,14,34,0.4117647058823529,15,19,0.7894736842105263,11,26,37,21,11,6,3,18,10,0,HOU,95,33,73,0.4520547945205479,8,35,0.22857142857142854,21,26,0.8076923076923077,12,26,38,19,8,4,2,17,81.22088904694168,81.22088904694168,108.29451872925557,129.27708774440424,116.96498414969906,14,2019-11-24,5,35.0
1473,BKN,BKN @ NYK,2019-11-24,W,36,82,26,62,0.41935483870967744,13,33,0.3939393939393939,17,18,0.9444444444444444,4,23,27,17,7,5,0,10,10,0,NYK,72,27,60,0.45,14,27,0.5185185185185185,4,9,0.4444444444444444,6,27,33,19,16,4,3,20,71.76208008898777,71.76208008898777,95.68277345198369,114.26647596936546,100.3315398755404,2,2019-11-24,5,27.333333333333332
1474,UTA,UTA vs. NOP,2019-11-23,W,36,98,34,64,0.53125,12,29,0.4137931034482759,18,20,0.9,5,31,36,24,12,2,3,14,10,1,NOP,88,31,74,0.4189189189189189,12,26,0.4615384615384616,14,14,1.0,8,23,31,17,8,4,3,14,78.21495421245422,78.21495421245422,104.28660561660561,125.29573274926933,112.51045389730305,8,2019-11-23,5,32.666666666666664
1475,TOR,TOR @ ATL,2019-11-23,W,36,87,31,67,0.4626865671641791,12,30,0.4,13,14,0.9285714285714286,7,19,26,17,13,5,3,12,-3,0,ATL,90,37,65,0.5692307692307692,9,19,0.4736842105263158,7,10,0.7,5,24,29,25,11,7,6,15,75.33013440860215,75.33013440860215,100.44017921146953,115.49162985439364,119.47409984937272,3,2019-11-23,5,29.0
1476,SAS,SAS @ NYK,2019-11-23,W,36,89,32,59,0.5423728813559322,10,18,0.5555555555555556,15,20,0.75,7,29,36,21,15,7,2,13,18,0,NYK,71,29,68,0.4264705882352941,9,27,0.3333333333333333,4,9,0.4444444444444444,8,19,27,21,11,8,3,16,73.89961018711018,73.89961018711018,98.53281358281357,120.43365286319694,96.07628486839306,7,2019-11-23,5,29.666666666666668
1477,POR,POR @ CLE,2019-11-23,L,36,69,26,65,0.4,10,30,0.3333333333333333,7,9,0.7777777777777778,4,26,30,17,9,5,6,12,-7,0,CLE,76,27,69,0.39130434782608703,6,21,0.2857142857142857,16,17,0.9411764705882352,6,35,41,12,11,8,2,9,75.846875,75.846875,101.12916666666666,90.97276585225165,100.2018870256685,-6,2019-11-23,5,23.0
1478,PHX,PHX @ MIN,2019-11-23,W,36,82,27,70,0.3857142857142857,9,27,0.3333333333333333,19,21,0.9047619047619048,9,32,41,19,7,7,3,11,9,0,MIN,73,29,71,0.4084507042253521,10,35,0.2857142857142857,5,5,1.0,6,32,38,21,12,2,5,19,76.60222721437742,76.60222721437742,102.13630295250323,107.04649588127052,95.29749023576521,2,2019-11-23,5,27.333333333333332
1480,ORL,ORL @ IND,2019-11-23,L,36,85,34,71,0.4788732394366197,12,23,0.5217391304347826,5,6,0.8333333333333334,5,20,25,21,9,7,3,11,2,0,IND,83,33,61,0.5409836065573771,7,20,0.35,10,11,0.9090909090909092,5,27,32,19,13,4,6,10,74.31103125000001,74.31103125000001,99.08137500000001,114.38409421885123,111.69270376664298,-5,2019-11-23,5,28.333333333333332
1481,NYK,NYK vs. SAS,2019-11-23,L,36,71,29,68,0.4264705882352941,9,27,0.3333333333333333,4,9,0.4444444444444444,8,19,27,21,11,8,3,16,-18,1,SAS,89,32,59,0.5423728813559322,10,18,0.5555555555555556,15,20,0.75,7,29,36,21,15,7,2,13,73.89961018711018,73.89961018711018,98.53281358281357,96.07628486839306,120.43365286319694,-7,2019-11-23,5,23.666666666666668
1482,NOP,NOP @ UTA,2019-11-23,L,36,88,31,74,0.4189189189189189,12,26,0.4615384615384616,14,14,1.0,8,23,31,17,8,4,3,14,-10,0,UTA,98,34,64,0.53125,12,29,0.4137931034482759,18,20,0.9,5,31,36,24,12,2,3,14,78.21495421245422,78.21495421245422,104.28660561660561,112.51045389730305,125.29573274926933,-8,2019-11-23,5,29.333333333333332
1483,MIN,MIN vs. PHX,2019-11-23,L,36,73,29,71,0.4084507042253521,10,35,0.2857142857142857,5,5,1.0,6,32,38,21,12,2,5,19,-9,1,PHX,82,27,70,0.3857142857142857,9,27,0.3333333333333333,19,21,0.9047619047619048,9,32,41,19,7,7,3,11,76.60222721437742,76.60222721437742,102.13630295250323,95.29749023576521,107.04649588127052,-2,2019-11-23,5,24.333333333333332
1484,MIL,MIL vs. DET,2019-11-23,W,36,77,30,58,0.5172413793103449,8,21,0.3809523809523809,9,18,0.5,4,32,36,18,17,6,6,10,8,1,DET,69,29,71,0.4084507042253521,7,24,0.2916666666666667,4,8,0.5,6,25,31,16,10,7,3,14,77.58589836660617,77.58589836660617,103.44786448880822,99.24483910228415,88.93368698776112,14,2019-11-23,5,25.666666666666668
1486,MEM,MEM vs. LAL,2019-11-23,L,36,84,33,69,0.4782608695652174,12,23,0.5217391304347826,6,11,0.5454545454545454,9,26,35,24,14,9,1,15,-1,1,LAL,85,29,60,0.4833333333333333,11,29,0.3793103448275862,16,22,0.7272727272727273,5,24,29,16,13,9,6,8,76.67227272727273,76.67227272727273,102.22969696969696,109.55720629123957,110.86145874708765,-1,2019-11-23,5,28.0
1487,LAL,LAL @ MEM,2019-11-23,W,36,85,29,60,0.4833333333333333,11,29,0.3793103448275862,16,22,0.7272727272727273,5,24,29,16,13,9,6,8,1,0,MEM,84,33,69,0.4782608695652174,12,23,0.5217391304347826,6,11,0.5454545454545454,9,26,35,24,14,9,1,15,76.67227272727273,76.67227272727273,102.22969696969696,110.86145874708765,109.55720629123957,1,2019-11-23,5,28.333333333333332
1488,IND,IND vs. ORL,2019-11-23,W,36,83,33,61,0.5409836065573771,7,20,0.35,10,11,0.9090909090909092,5,27,32,19,13,4,6,10,-2,1,ORL,85,34,71,0.4788732394366197,12,23,0.5217391304347826,5,6,0.8333333333333334,5,20,25,21,9,7,3,11,74.31103125000001,74.31103125000001,99.08137500000001,111.69270376664298,114.38409421885123,5,2019-11-23,5,27.666666666666668
1489,DET,DET @ MIL,2019-11-23,L,36,69,29,71,0.4084507042253521,7,24,0.2916666666666667,4,8,0.5,6,25,31,16,10,7,3,14,-8,0,MIL,77,30,58,0.5172413793103449,8,21,0.3809523809523809,9,18,0.5,4,32,36,18,17,6,6,10,77.58589836660617,77.58589836660617,103.44786448880822,88.93368698776112,99.24483910228415,-14,2019-11-23,5,23.0
1490,CLE,CLE vs. POR,2019-11-23,W,36,76,27,69,0.39130434782608703,6,21,0.2857142857142857,16,17,0.9411764705882352,6,35,41,12,11,8,2,9,7,1,POR,69,26,65,0.4,10,30,0.3333333333333333,7,9,0.7777777777777778,4,26,30,17,9,5,6,12,75.846875,75.846875,101.12916666666666,100.2018870256685,90.97276585225165,6,2019-11-23,5,25.333333333333332
1491,CHI,CHI @ CHA,2019-11-23,W,36,69,25,66,0.3787878787878788,12,30,0.4,7,10,0.7,8,24,32,21,11,9,3,13,-5,0,CHA,74,29,62,0.4677419354838709,9,22,0.4090909090909091,7,12,0.5833333333333334,9,29,38,17,16,4,4,14,72.3422972972973,72.3422972972973,96.4563963963964,95.37988504351496,102.29147091623344,1,2019-11-23,5,23.0
1492,CHA,CHA vs. CHI,2019-11-23,L,36,74,29,62,0.4677419354838709,9,22,0.4090909090909091,7,12,0.5833333333333334,9,29,38,17,16,4,4,14,5,1,CHI,69,25,66,0.3787878787878788,12,30,0.4,7,10,0.7,8,24,32,21,11,9,3,13,72.3422972972973,72.3422972972973,96.4563963963964,102.29147091623344,95.37988504351496,-1,2019-11-23,5,24.666666666666668
1493,ATL,ATL vs. TOR,2019-11-23,L,36,90,37,65,0.5692307692307692,9,19,0.4736842105263158,7,10,0.7,5,24,29,25,11,7,6,15,3,1,TOR,87,31,67,0.4626865671641791,12,30,0.4,13,14,0.9285714285714286,7,19,26,17,13,5,3,12,75.33013440860215,75.33013440860215,100.44017921146953,119.47409984937272,115.49162985439364,-3,2019-11-23,5,30.0
1494,WAS,WAS vs. CHA,2019-11-22,W,36,90,36,70,0.5142857142857142,11,25,0.44,7,10,0.7,5,25,30,25,9,5,3,11,-6,1,CHA,96,39,73,0.5342465753424658,10,22,0.4545454545454545,8,8,1.0,7,30,37,20,8,7,3,9,77.02236607142856,77.02236607142856,102.69648809523808,116.84917588293291,124.6391209417951,7,2019-11-22,5,30.0
1495,UTA,UTA vs. GSW,2019-11-22,W,36,90,35,62,0.5645161290322581,12,24,0.5,8,9,0.8888888888888888,4,32,36,19,15,3,8,11,18,1,GSW,72,28,69,0.4057971014492754,6,19,0.3157894736842105,10,11,0.9090909090909092,6,19,25,19,7,6,3,12,74.52440503432493,74.52440503432493,99.3658733790999,120.76580813835041,96.61264651068034,4,2019-11-22,5,30.0
1496,SAS,SAS @ PHI,2019-11-22,L,36,80,32,65,0.4923076923076923,5,15,0.3333333333333333,11,13,0.8461538461538461,3,24,27,17,8,4,3,8,-7,0,PHI,87,37,71,0.5211267605633803,7,18,0.3888888888888889,6,9,0.6666666666666666,8,29,37,25,9,5,2,14,74.69734375,74.69734375,99.59645833333333,107.09885517180791,116.47000499934109,-11,2019-11-22,5,26.666666666666668
1497,SAC,SAC @ BKN,2019-11-22,L,36,70,29,64,0.453125,3,19,0.15789473684210525,9,12,0.75,6,22,28,19,13,5,1,17,-16,0,BKN,86,31,64,0.484375,10,29,0.3448275862068966,14,20,0.7,10,26,36,19,11,7,2,11,73.37187499999999,73.37187499999999,97.82916666666665,95.40440393543167,117.21112483495892,-19,2019-11-22,5,23.333333333333332
1498,PHI,PHI vs. SAS,2019-11-22,W,36,87,37,71,0.5211267605633803,7,18,0.3888888888888889,6,9,0.6666666666666666,8,29,37,25,9,5,2,14,7,1,SAS,80,32,65,0.4923076923076923,5,15,0.3333333333333333,11,13,0.8461538461538461,3,24,27,17,8,4,3,8,74.69734375,74.69734375,99.59645833333333,116.47000499934109,107.09885517180791,11,2019-11-22,5,29.0
1499,OKC,OKC vs. LAL,2019-11-22,L,36,103,39,71,0.5492957746478874,10,25,0.4,15,17,0.8823529411764706,5,25,30,26,8,6,3,16,-3,1,LAL,106,39,73,0.5342465753424658,14,24,0.5833333333333334,14,19,0.7368421052631579,8,25,33,29,9,5,4,15,80.4369696969697,80.4369696969697,107.24929292929292,128.05057225307223,131.78020057112286,-3,2019-11-22,5,34.333333333333336
1500,MIA,MIA @ CHI,2019-11-22,W,36,85,32,61,0.5245901639344263,11,28,0.3928571428571429,10,11,0.9090909090909092,5,27,32,27,15,9,3,10,18,0,CHI,67,26,60,0.43333333333333335,4,18,0.2222222222222222,11,15,0.7333333333333333,7,20,27,16,12,9,2,14,72.352,72.352,96.46933333333334,117.48120300751879,92.60283060592658,8,2019-11-22,5,28.333333333333332
1501,LAL,LAL @ OKC,2019-11-22,W,36,106,39,73,0.5342465753424658,14,24,0.5833333333333334,14,19,0.7368421052631579,8,25,33,29,9,5,4,15,3,0,OKC,103,39,71,0.5492957746478874,10,25,0.4,15,17,0.8823529411764706,5,25,30,26,8,6,3,16,80.4369696969697,80.4369696969697,107.24929292929292,131.78020057112286,128.05057225307223,3,2019-11-22,5,35.333333333333336
1502,LAC,LAC vs. HOU,2019-11-22,W,36,80,31,67,0.4626865671641791,10,26,0.38461538461538464,8,8,1.0,8,28,36,21,17,7,3,24,-4,1,HOU,84,28,58,0.4827586206896552,11,32,0.34375,17,28,0.6071428571428571,6,26,32,16,13,11,2,16,77.33588235294118,77.33588235294118,103.11450980392158,103.44486616820438,108.6171094766146,3,2019-11-22,5,26.666666666666668
1503,HOU,HOU @ LAC,2019-11-22,L,36,84,28,58,0.4827586206896552,11,32,0.34375,17,28,0.6071428571428571,6,26,32,16,13,11,2,16,4,0,LAC,80,31,67,0.4626865671641791,10,26,0.38461538461538464,8,8,1.0,8,28,36,21,17,7,3,24,77.33588235294118,77.33588235294118,103.11450980392158,108.6171094766146,103.44486616820438,-3,2019-11-22,5,28.0
1504,GSW,GSW @ UTA,2019-11-22,L,36,72,28,69,0.4057971014492754,6,19,0.3157894736842105,10,11,0.9090909090909092,6,19,25,19,7,6,3,12,-18,0,UTA,90,35,62,0.5645161290322581,12,24,0.5,8,9,0.8888888888888888,4,32,36,19,15,3,8,11,74.52440503432493,74.52440503432493,99.3658733790999,96.61264651068034,120.76580813835041,-4,2019-11-22,5,24.0
1506,DEN,DEN vs. BOS,2019-11-22,W,36,70,31,67,0.4626865671641791,6,21,0.2857142857142857,2,2,1.0,8,33,41,17,13,3,4,12,13,1,BOS,57,20,63,0.31746031746031744,5,22,0.2272727272727273,12,15,0.8,4,25,29,14,8,9,4,10,71.74388206388207,71.74388206388207,95.65850941850942,97.56929509009662,79.44928314479297,4,2019-11-22,5,23.333333333333332
1509,CHI,CHI vs. MIA,2019-11-22,L,36,67,26,60,0.43333333333333335,4,18,0.2222222222222222,11,15,0.7333333333333333,7,20,27,16,12,9,2,14,-18,1,MIA,85,32,61,0.5245901639344263,11,28,0.3928571428571429,10,11,0.9090909090909092,5,27,32,27,15,9,3,10,72.352,72.352,96.46933333333334,92.60283060592658,117.48120300751879,-8,2019-11-22,5,22.333333333333332
1510,CHA,CHA @ WAS,2019-11-22,L,36,96,39,73,0.5342465753424658,10,22,0.4545454545454545,8,8,1.0,7,30,37,20,8,7,3,9,6,0,WAS,90,36,70,0.5142857142857142,11,25,0.44,7,10,0.7,5,25,30,25,9,5,3,11,77.02236607142856,77.02236607142856,102.69648809523808,124.6391209417951,116.84917588293291,-7,2019-11-22,5,32.0
1511,BOS,BOS @ DEN,2019-11-22,L,36,57,20,63,0.31746031746031744,5,22,0.2272727272727273,12,15,0.8,4,25,29,14,8,9,4,10,-13,0,DEN,70,31,67,0.4626865671641791,6,21,0.2857142857142857,2,2,1.0,8,33,41,17,13,3,4,12,71.74388206388207,71.74388206388207,95.65850941850942,79.44928314479297,97.56929509009662,-4,2019-11-22,5,19.0
1512,BKN,BKN vs. SAC,2019-11-22,W,36,86,31,64,0.484375,10,29,0.3448275862068966,14,20,0.7,10,26,36,19,11,7,2,11,16,1,SAC,70,29,64,0.453125,3,19,0.15789473684210525,9,12,0.75,6,22,28,19,13,5,1,17,73.37187499999999,73.37187499999999,97.82916666666665,117.21112483495892,95.40440393543167,19,2019-11-22,5,28.666666666666668
1514,POR,POR @ MIL,2019-11-21,L,36,98,37,77,0.4805194805194805,15,30,0.5,9,10,0.9,7,20,27,25,6,6,9,21,-9,0,MIL,107,39,79,0.4936708860759494,12,30,0.4,17,21,0.8095238095238095,14,30,44,24,9,5,2,12,78.839586645469,78.839586645469,105.11944886062533,124.30303629151787,135.71862125706542,-8,2019-11-21,5,32.666666666666664
1515,PHX,PHX vs. NOP,2019-11-21,L,36,94,30,65,0.4615384615384616,12,26,0.4615384615384616,22,26,0.8461538461538461,8,23,31,23,12,5,2,15,-1,1,NOP,95,35,68,0.5147058823529411,12,27,0.4444444444444444,13,19,0.6842105263157895,7,26,33,19,12,7,4,19,78.97461764705882,78.97461764705882,105.29949019607842,119.02558416944835,120.29181378827225,-3,2019-11-21,5,31.333333333333332
1516,NOP,NOP @ PHX,2019-11-21,W,36,95,35,68,0.5147058823529411,12,27,0.4444444444444444,13,19,0.6842105263157895,7,26,33,19,12,7,4,19,1,0,PHX,94,30,65,0.4615384615384616,12,26,0.4615384615384616,22,26,0.8461538461538461,8,23,31,23,12,5,2,15,78.97461764705882,78.97461764705882,105.29949019607842,120.29181378827225,119.02558416944835,3,2019-11-21,5,31.666666666666668
1517,MIL,MIL vs. POR,2019-11-21,W,36,107,39,79,0.4936708860759494,12,30,0.4,17,21,0.8095238095238095,14,30,44,24,9,5,2,12,9,1,POR,98,37,77,0.4805194805194805,15,30,0.5,9,10,0.9,7,20,27,25,6,6,9,21,78.839586645469,78.839586645469,105.11944886062533,135.71862125706542,124.30303629151787,8,2019-11-21,5,35.666666666666664
1518,WAS,WAS vs. SAS,2019-11-20,W,36,101,41,72,0.5694444444444444,13,23,0.5652173913043478,6,9,0.6666666666666666,5,23,28,27,11,2,2,12,3,1,SAS,98,37,71,0.5211267605633803,9,24,0.375,15,18,0.8333333333333334,9,23,32,22,8,7,8,9,78.32245535714286,78.32245535714286,104.42994047619047,128.95407777941807,125.12375863745517,6,2019-11-20,5,33.666666666666664
1519,UTA,UTA @ MIN,2019-11-20,W,36,73,25,62,0.4032258064516129,7,22,0.3181818181818182,16,24,0.6666666666666666,12,28,40,14,10,6,5,16,5,0,MIN,68,25,66,0.3787878787878788,9,29,0.3103448275862069,9,17,0.5294117647058824,10,28,38,9,12,4,5,15,71.48913157894737,71.48913157894737,95.31884210526314,102.11342393967135,95.11935380681716,8,2019-11-20,5,24.333333333333332
1520,TOR,TOR vs. ORL,2019-11-20,W,36,79,32,59,0.5423728813559322,8,21,0.3809523809523809,7,10,0.7,3,28,31,18,11,4,5,16,11,1,ORL,68,24,71,0.3380281690140845,7,26,0.2692307692307692,13,20,0.65,16,20,36,17,12,8,6,9,71.47223320158103,71.47223320158103,95.29631093544137,110.53243541052868,95.1418431381766,16,2019-11-20,5,26.333333333333332
1521,SAS,SAS @ WAS,2019-11-20,L,36,98,37,71,0.5211267605633803,9,24,0.375,15,18,0.8333333333333334,9,23,32,22,8,7,8,9,-3,0,WAS,101,41,72,0.5694444444444444,13,23,0.5652173913043478,6,9,0.6666666666666666,5,23,28,27,11,2,2,12,78.32245535714286,78.32245535714286,104.42994047619047,125.12375863745517,128.95407777941807,-6,2019-11-20,5,32.666666666666664
1522,PHI,PHI vs. NYK,2019-11-20,W,36,74,28,68,0.4117647058823529,9,23,0.39130434782608703,9,13,0.6923076923076923,7,25,32,23,7,4,4,7,-5,1,NYK,79,32,64,0.5,9,17,0.5294117647058824,6,7,0.8571428571428571,4,28,32,12,9,6,5,14,71.35862068965517,71.35862068965517,95.14482758620689,103.70155600657196,110.70841789890791,5,2019-11-20,5,24.666666666666668
1523,ORL,ORL @ TOR,2019-11-20,L,36,68,24,71,0.3380281690140845,7,26,0.2692307692307692,13,20,0.65,16,20,36,17,12,8,6,9,-11,0,TOR,79,32,59,0.5423728813559322,8,21,0.3809523809523809,7,10,0.7,3,28,31,18,11,4,5,16,71.47223320158103,71.47223320158103,95.29631093544137,95.1418431381766,110.53243541052868,-16,2019-11-20,5,22.666666666666668
1524,NYK,NYK @ PHI,2019-11-20,L,36,79,32,64,0.5,9,17,0.5294117647058824,6,7,0.8571428571428571,4,28,32,12,9,6,5,14,5,0,PHI,74,28,68,0.4117647058823529,9,23,0.39130434782608703,9,13,0.6923076923076923,7,25,32,23,7,4,4,7,71.35862068965517,71.35862068965517,95.14482758620689,110.70841789890791,103.70155600657196,-5,2019-11-20,5,26.333333333333332
1525,MIN,MIN vs. UTA,2019-11-20,L,36,68,25,66,0.3787878787878788,9,29,0.3103448275862069,9,17,0.5294117647058824,10,28,38,9,12,4,5,15,-5,1,UTA,73,25,62,0.4032258064516129,7,22,0.3181818181818182,16,24,0.6666666666666666,12,28,40,14,10,6,5,16,71.48913157894737,71.48913157894737,95.31884210526314,95.11935380681716,102.11342393967135,-8,2019-11-20,5,22.666666666666668
