index,Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,Court,Opponent,OppPTS,OppFGM,OppFGA,OppFG%,Opp3PM,Opp3PA,Opp3P%,OppFTM,OppFTA,OppFT%,OppOREB,OppDREB,OppREB,OppAST,OppTOV,OppSTL,OppBLK,OppPF,Pos,OppPos,Pace,OFFRTG,DEFRTG,Margin,formatted_date,week_of_season,PTS/Q
372,BOS,BOS @ OKC,2020-02-09,W,36,84,28,63,0.4444444444444444,13,31,0.41935483870967744,15,17,0.8823529411764706,9,28,37,15,7,4,2,18,0,0,OKC,84,30,64,0.46875,8,18,0.4444444444444444,16,21,0.7619047619047619,8,24,32,12,7,1,1,15,68.9509595959596,68.9509595959596,91.9346127946128,121.82571568579337,121.82571568579337,1,2020-02-09,16,28.0
373,ATL,ATL vs. NYK,2020-02-09,W,36,94,34,71,0.4788732394366197,9,26,0.3461538461538461,17,20,0.85,8,29,37,22,8,6,4,14,11,1,NYK,83,34,74,0.4594594594594595,7,18,0.3888888888888889,8,12,0.6666666666666666,11,25,36,18,11,8,3,17,77.71621212121212,77.71621212121212,103.62161616161616,120.95288413360964,106.79882322435745,0,2020-02-09,16,31.333333333333332
374,TOR,TOR vs. BKN,2020-02-08,W,36,100,39,73,0.5342465753424658,13,30,0.43333333333333335,9,14,0.6428571428571429,11,28,39,19,7,5,4,16,12,1,BKN,88,29,67,0.4328358208955224,14,36,0.3888888888888889,16,19,0.8421052631578947,8,20,28,20,8,5,4,11,73.12770609318996,73.12770609318996,97.50360812425328,136.74707623477954,120.337427086606,1,2020-02-08,16,33.333333333333336
375,SAS,SAS @ SAC,2020-02-08,L,36,78,32,63,0.5079365079365079,7,19,0.3684210526315789,7,10,0.7,4,25,29,18,10,7,3,15,-11,0,SAC,89,35,67,0.5223880597014925,13,23,0.5652173913043478,6,11,0.5454545454545454,6,26,32,17,9,4,2,10,73.1751182795699,73.1751182795699,97.56682437275987,106.59360973219934,121.62604187391976,-20,2020-02-08,16,26.0
376,SAC,SAC vs. SAS,2020-02-08,W,36,89,35,67,0.5223880597014925,13,23,0.5652173913043478,6,11,0.5454545454545454,6,26,32,17,9,4,2,10,11,1,SAS,78,32,63,0.5079365079365079,7,19,0.3684210526315789,7,10,0.7,4,25,29,18,10,7,3,15,73.1751182795699,73.1751182795699,97.56682437275987,121.62604187391976,106.59360973219934,20,2020-02-08,16,29.666666666666668
377,PHX,PHX vs. DEN,2020-02-08,L,36,78,29,67,0.4328358208955224,9,27,0.3333333333333333,11,11,1.0,8,23,31,20,10,6,3,12,-5,1,DEN,83,31,60,0.5166666666666667,10,23,0.43478260869565216,11,13,0.8461538461538461,5,27,32,18,13,3,4,14,72.38260714285715,72.38260714285715,96.51014285714287,107.76069428675889,114.66843110001265,-9,2020-02-08,16,26.0
378,ORL,ORL vs. MIL,2020-02-08,L,36,71,28,79,0.35443037974683544,9,33,0.2727272727272727,6,9,0.6666666666666666,10,30,40,21,7,7,3,9,-12,1,MIL,83,32,73,0.4383561643835616,12,29,0.4137931034482759,7,9,0.7777777777777778,8,43,51,21,13,3,4,7,79.83399205561072,79.83399205561072,106.44532274081429,88.93454801877232,103.96573923321273,-16,2020-02-08,16,23.666666666666668
379,NYK,NYK @ DET,2020-02-08,W,36,67,27,61,0.4426229508196721,7,17,0.4117647058823529,6,11,0.5454545454545454,11,23,34,17,15,4,5,14,0,0,DET,67,26,53,0.490566037735849,9,22,0.4090909090909091,6,8,0.75,1,18,19,18,12,5,5,12,66.79846982758622,66.79846982758622,89.06462643678162,100.30169878581643,100.30169878581643,3,2020-02-08,16,22.333333333333332
380,NOP,NOP @ IND,2020-02-08,W,36,88,32,76,0.42105263157894735,12,31,0.3870967741935484,12,15,0.8,14,30,44,22,12,6,1,23,3,0,IND,85,31,62,0.5,6,21,0.2857142857142857,17,24,0.7083333333333334,1,29,30,20,10,3,9,17,79.60081395348837,79.60081395348837,106.13441860465116,110.55163336824592,106.78282768523752,7,2020-02-08,16,29.333333333333332
382,MIL,MIL @ ORL,2020-02-08,W,36,83,32,73,0.4383561643835616,12,29,0.4137931034482759,7,9,0.7777777777777778,8,43,51,21,13,3,4,7,12,0,ORL,71,28,79,0.35443037974683544,9,33,0.2727272727272727,6,9,0.6666666666666666,10,30,40,21,7,7,3,9,79.83399205561072,79.83399205561072,106.44532274081429,103.96573923321273,88.93454801877232,16,2020-02-08,16,27.666666666666668
383,LAL,LAL @ GSW,2020-02-08,W,36,96,33,65,0.5076923076923077,11,22,0.5,19,26,0.7307692307692307,9,28,37,26,18,9,1,15,12,0,GSW,84,33,69,0.4782608695652174,10,25,0.4,8,12,0.6666666666666666,5,22,27,25,15,12,5,20,83.21149560117303,83.21149560117303,110.94866080156403,115.3686750928278,100.94759070622432,5,2020-02-08,16,32.0
385,IND,IND vs. NOP,2020-02-08,L,36,85,31,62,0.5,6,21,0.2857142857142857,17,24,0.7083333333333334,1,29,30,20,10,3,9,17,-3,1,NOP,88,32,76,0.42105263157894735,12,31,0.3870967741935484,12,15,0.8,14,30,44,22,12,6,1,23,79.60081395348837,79.60081395348837,106.13441860465116,106.78282768523752,110.55163336824592,-7,2020-02-08,16,28.333333333333332
386,GSW,GSW vs. LAL,2020-02-08,L,36,84,33,69,0.4782608695652174,10,25,0.4,8,12,0.6666666666666666,5,22,27,25,15,12,5,20,-12,1,LAL,96,33,65,0.5076923076923077,11,22,0.5,19,26,0.7307692307692307,9,28,37,26,18,9,1,15,83.21149560117303,83.21149560117303,110.94866080156403,100.94759070622432,115.3686750928278,-5,2020-02-08,16,28.0
387,DET,DET vs. NYK,2020-02-08,L,36,67,26,53,0.490566037735849,9,22,0.4090909090909091,6,8,0.75,1,18,19,18,12,5,5,12,0,1,NYK,67,27,61,0.4426229508196721,7,17,0.4117647058823529,6,11,0.5454545454545454,11,23,34,17,15,4,5,14,66.79846982758622,66.79846982758622,89.06462643678162,100.30169878581643,100.30169878581643,-3,2020-02-08,16,22.333333333333332
388,DEN,DEN @ PHX,2020-02-08,W,36,83,31,60,0.5166666666666667,10,23,0.43478260869565216,11,13,0.8461538461538461,5,27,32,18,13,3,4,14,5,0,PHX,78,29,67,0.4328358208955224,9,27,0.3333333333333333,11,11,1.0,8,23,31,20,10,6,3,12,72.38260714285715,72.38260714285715,96.51014285714287,114.66843110001265,107.76069428675889,9,2020-02-08,16,27.666666666666668
391,BKN,BKN @ TOR,2020-02-08,L,36,88,29,67,0.4328358208955224,14,36,0.3888888888888889,16,19,0.8421052631578947,8,20,28,20,8,5,4,11,-12,0,TOR,100,39,73,0.5342465753424658,13,30,0.43333333333333335,9,14,0.6428571428571429,11,28,39,19,7,5,4,16,73.12770609318996,73.12770609318996,97.50360812425328,120.337427086606,136.74707623477954,-1,2020-02-08,16,29.333333333333332
392,WAS,WAS vs. DAL,2020-02-07,W,36,92,36,65,0.5538461538461539,12,23,0.5217391304347826,8,11,0.7272727272727273,5,25,30,21,9,4,2,12,-1,1,DAL,93,35,76,0.4605263157894737,13,34,0.38235294117647056,10,11,0.9090909090909092,14,23,37,25,7,5,1,15,72.25536172161173,72.25536172161173,96.3404822954823,127.32619117521158,128.71017151407256,1,2020-02-07,16,30.666666666666668
393,UTA,UTA vs. POR,2020-02-07,W,36,88,33,65,0.5076923076923077,8,21,0.3809523809523809,14,19,0.7368421052631579,4,32,36,16,12,6,1,16,-1,1,POR,89,34,72,0.4722222222222222,12,28,0.42857142857142855,9,14,0.6428571428571429,7,26,33,9,9,7,4,13,79.66835897435897,79.66835897435897,106.22447863247862,110.45790465989458,111.71310812193884,3,2020-02-07,16,29.333333333333332
394,TOR,TOR @ IND,2020-02-07,W,36,87,31,69,0.4492753623188406,13,32,0.40625,12,14,0.8571428571428571,7,20,27,20,11,10,1,15,4,0,IND,83,31,63,0.492063492063492,7,22,0.3181818181818182,14,17,0.8235294117647058,9,28,37,20,16,5,2,14,76.32089655172413,76.32089655172413,101.76119540229884,113.99237159254076,108.75134301357336,9,2020-02-07,16,29.0
395,SAC,SAC vs. MIA,2020-02-07,W,36,83,32,63,0.5079365079365079,15,33,0.4545454545454545,4,8,0.5,6,23,29,23,14,5,1,19,7,1,MIA,76,27,59,0.4576271186440678,9,29,0.3103448275862069,13,18,0.7222222222222222,6,23,29,16,15,7,5,14,73.72655172413793,73.72655172413793,98.30206896551724,112.57816629015889,103.08362214520572,8,2020-02-07,16,27.666666666666668
396,POR,POR @ UTA,2020-02-07,L,36,89,34,72,0.4722222222222222,12,28,0.42857142857142855,9,14,0.6428571428571429,7,26,33,9,9,7,4,13,1,0,UTA,88,33,65,0.5076923076923077,8,21,0.3809523809523809,14,19,0.7368421052631579,4,32,36,16,12,6,1,16,79.66835897435897,79.66835897435897,106.22447863247862,111.71310812193884,110.45790465989458,-3,2020-02-07,16,29.666666666666668
399,OKC,OKC vs. DET,2020-02-07,W,36,78,30,55,0.5454545454545454,5,17,0.29411764705882354,13,16,0.8125,5,27,32,17,10,3,3,16,10,1,DET,68,26,67,0.3880597014925373,7,27,0.25925925925925924,9,11,0.8181818181818182,12,17,29,15,7,5,1,14,65.1109965034965,65.1109965034965,86.81466200466198,119.79543270515198,104.43704389679915,7,2020-02-07,16,26.0
400,MIA,MIA @ SAC,2020-02-07,L,36,76,27,59,0.4576271186440678,9,29,0.3103448275862069,13,18,0.7222222222222222,6,23,29,16,15,7,5,14,-7,0,SAC,83,32,63,0.5079365079365079,15,33,0.4545454545454545,4,8,0.5,6,23,29,23,14,5,1,19,73.72655172413793,73.72655172413793,98.30206896551724,103.08362214520572,112.57816629015889,-8,2020-02-07,16,25.333333333333332
402,IND,IND vs. TOR,2020-02-07,L,36,83,31,63,0.492063492063492,7,22,0.3181818181818182,14,17,0.8235294117647058,9,28,37,20,16,5,2,14,-4,1,TOR,87,31,69,0.4492753623188406,13,32,0.40625,12,14,0.8571428571428571,7,20,27,20,11,10,1,15,76.32089655172413,76.32089655172413,101.76119540229884,108.75134301357336,113.99237159254076,-9,2020-02-07,16,27.666666666666668
404,DET,DET @ OKC,2020-02-07,L,36,68,26,67,0.3880597014925373,7,27,0.25925925925925924,9,11,0.8181818181818182,12,17,29,15,7,5,1,14,-10,0,OKC,78,30,55,0.5454545454545454,5,17,0.29411764705882354,13,16,0.8125,5,27,32,17,10,3,3,16,65.1109965034965,65.1109965034965,86.81466200466198,104.43704389679915,119.79543270515198,-7,2020-02-07,16,22.666666666666668
405,DAL,DAL @ WAS,2020-02-07,L,36,93,35,76,0.4605263157894737,13,34,0.38235294117647056,10,11,0.9090909090909092,14,23,37,25,7,5,1,15,1,0,WAS,92,36,65,0.5538461538461539,12,23,0.5217391304347826,8,11,0.7272727272727273,5,25,30,21,9,4,2,12,72.25536172161173,72.25536172161173,96.3404822954823,128.71017151407256,127.32619117521158,-1,2020-02-07,16,31.0
406,BOS,BOS vs. ATL,2020-02-07,W,36,87,30,68,0.4411764705882353,13,30,0.43333333333333335,14,19,0.7368421052631579,9,28,37,18,8,3,8,12,14,1,ATL,73,24,62,0.3870967741935484,8,24,0.3333333333333333,17,19,0.8947368421052632,9,27,36,15,11,5,6,15,72.07236486486485,72.07236486486485,96.09648648648647,120.712009607461,101.28708852120289,5,2020-02-07,16,29.0
407,ATL,ATL @ BOS,2020-02-07,L,36,73,24,62,0.3870967741935484,8,24,0.3333333333333333,17,19,0.8947368421052632,9,27,36,15,11,5,6,15,-14,0,BOS,87,30,68,0.4411764705882353,13,30,0.43333333333333335,14,19,0.7368421052631579,9,28,37,18,8,3,8,12,72.07236486486485,72.07236486486485,96.09648648648647,101.28708852120289,120.712009607461,-5,2020-02-07,16,24.333333333333332
408,SAS,SAS @ POR,2020-02-06,L,36,92,33,72,0.4583333333333333,9,22,0.4090909090909091,17,19,0.8947368421052632,6,26,32,20,4,8,2,8,6,0,POR,86,35,70,0.5,9,27,0.3333333333333333,7,10,0.7,7,31,38,17,11,2,5,14,76.9445167895168,76.9445167895168,102.59268905268905,119.56667458406136,111.768847980753,-8,2020-02-06,16,30.666666666666668
409,POR,POR vs. SAS,2020-02-06,W,36,86,35,70,0.5,9,27,0.3333333333333333,7,10,0.7,7,31,38,17,11,2,5,14,-6,1,SAS,92,33,72,0.4583333333333333,9,22,0.4090909090909091,17,19,0.8947368421052632,6,26,32,20,4,8,2,8,76.9445167895168,76.9445167895168,102.59268905268905,111.768847980753,119.56667458406136,8,2020-02-06,16,28.666666666666668
410,PHI,PHI @ MIL,2020-02-06,L,36,74,27,76,0.35526315789473684,13,32,0.40625,7,11,0.6363636363636364,7,29,36,18,8,6,4,10,-12,0,MIL,86,34,74,0.4594594594594595,10,29,0.3448275862068966,8,11,0.7272727272727273,7,41,48,15,12,2,7,14,81.41586805555556,81.41586805555556,108.55449074074075,90.8913726124062,105.63051411712073,-11,2020-02-06,16,24.666666666666668
411,ORL,ORL @ NYK,2020-02-06,L,36,83,28,60,0.4666666666666667,7,23,0.3043478260869565,20,24,0.8333333333333334,6,27,33,19,17,7,8,16,7,0,NYK,76,31,69,0.4492753623188406,2,12,0.16666666666666666,12,17,0.7058823529411765,5,22,27,18,12,9,3,18,80.35486607142857,80.35486607142857,107.13982142857142,103.29181549032778,94.58045755740856,-2,2020-02-06,16,27.666666666666668
412,NYK,NYK vs. ORL,2020-02-06,W,36,76,31,69,0.4492753623188406,2,12,0.16666666666666666,12,17,0.7058823529411765,5,22,27,18,12,9,3,18,-7,1,ORL,83,28,60,0.4666666666666667,7,23,0.3043478260869565,20,24,0.8333333333333334,6,27,33,19,17,7,8,16,80.35486607142857,80.35486607142857,107.13982142857142,94.58045755740856,103.29181549032778,2,2020-02-06,16,25.333333333333332
414,MIL,MIL vs. PHI,2020-02-06,W,36,86,34,74,0.4594594594594595,10,29,0.3448275862068966,8,11,0.7272727272727273,7,41,48,15,12,2,7,14,12,1,PHI,74,27,76,0.35526315789473684,13,32,0.40625,7,11,0.6363636363636364,7,29,36,18,8,6,4,10,81.41586805555556,81.41586805555556,108.55449074074075,105.63051411712073,90.8913726124062,11,2020-02-06,16,28.666666666666668
415,LAL,LAL vs. HOU,2020-02-06,L,36,93,37,68,0.5441176470588235,8,20,0.4,11,14,0.7857142857142857,5,24,29,29,10,7,3,12,-4,1,HOU,97,36,67,0.5373134328358209,15,29,0.5172413793103449,10,10,1.0,5,18,23,15,9,5,3,14,75.33508245877061,75.33508245877061,100.44677661169415,123.44846114809398,128.75807238027005,-10,2020-02-06,16,31.0
416,HOU,HOU @ LAL,2020-02-06,W,36,97,36,67,0.5373134328358209,15,29,0.5172413793103449,10,10,1.0,5,18,23,15,9,5,3,14,4,0,LAL,93,37,68,0.5441176470588235,8,20,0.4,11,14,0.7857142857142857,5,24,29,29,10,7,3,12,75.33508245877061,75.33508245877061,100.44677661169415,128.75807238027005,123.44846114809398,10,2020-02-06,16,32.333333333333336
418,UTA,UTA vs. DEN,2020-02-05,L,36,75,29,68,0.4264705882352941,13,34,0.38235294117647056,4,8,0.5,6,26,32,17,7,4,1,8,3,1,DEN,72,30,68,0.4411764705882353,6,23,0.2608695652173913,6,6,1.0,9,30,39,18,9,5,3,12,70.09478571428572,70.09478571428572,93.45971428571428,106.99797315267998,102.71805422657279,-3,2020-02-05,16,25.0
419,TOR,TOR vs. IND,2020-02-05,W,36,82,30,64,0.46875,9,23,0.39130434782608703,13,15,0.8666666666666667,4,23,27,18,8,10,0,12,-4,1,IND,86,34,64,0.53125,13,29,0.4482758620689655,5,8,0.625,6,28,34,22,15,4,5,11,74.50556034482759,74.50556034482759,99.34074712643678,110.05889979282964,115.42762661199204,1,2020-02-05,16,27.333333333333332
420,PHX,PHX @ DET,2020-02-05,L,36,86,33,59,0.559322033898305,10,21,0.4761904761904762,10,13,0.7692307692307693,6,23,29,24,11,1,3,16,-3,0,DET,89,35,71,0.4929577464788733,9,21,0.42857142857142855,10,14,0.7142857142857143,10,21,31,23,4,6,1,14,68.97252525252526,68.97252525252526,91.96336700336701,124.6873297521484,129.03688776675824,-8,2020-02-05,16,28.666666666666668
421,ORL,ORL @ BOS,2020-02-05,L,36,80,26,53,0.490566037735849,9,19,0.4736842105263158,19,26,0.7307692307692307,4,23,27,16,13,7,6,10,-7,0,BOS,87,35,66,0.5303030303030303,8,16,0.5,9,14,0.6428571428571429,4,26,30,18,10,7,4,16,74.61696296296296,74.61696296296296,99.48928395061728,107.21422693082401,116.5954717872711,-16,2020-02-05,16,26.666666666666668
422,OKC,OKC vs. CLE,2020-02-05,W,36,84,31,62,0.5,7,20,0.35,15,18,0.8333333333333334,4,24,28,18,9,8,4,11,3,1,CLE,81,32,66,0.4848484848484849,12,27,0.4444444444444444,5,9,0.5555555555555556,7,24,31,24,16,2,2,15,75.42329493087557,75.42329493087557,100.56439324116742,111.37142719233478,107.39387622117995,6,2020-02-05,16,28.0
423,MIN,MIN vs. ATL,2020-02-05,L,36,77,31,67,0.4626865671641791,4,23,0.17391304347826084,11,15,0.7333333333333333,5,19,24,9,16,10,5,16,-19,1,ATL,96,32,62,0.5161290322580645,8,22,0.3636363636363637,24,26,0.9230769230769232,7,27,34,17,16,7,3,14,81.36947115384615,81.36947115384615,108.4926282051282,94.63008534787606,117.98036614800131,-7,2020-02-05,16,25.666666666666668
424,MIA,MIA @ LAC,2020-02-05,L,36,80,27,68,0.3970588235294117,12,33,0.3636363636363637,14,18,0.7777777777777778,7,28,35,18,8,5,0,11,-12,0,LAC,92,32,68,0.4705882352941176,17,43,0.3953488372093023,11,13,0.8461538461538461,7,33,40,23,11,6,4,16,76.009375,76.009375,101.34583333333333,105.25017473173538,121.03770094149569,-17,2020-02-05,16,26.666666666666668
426,LAC,LAC vs. MIA,2020-02-05,W,36,92,32,68,0.4705882352941176,17,43,0.3953488372093023,11,13,0.8461538461538461,7,33,40,23,11,6,4,16,12,1,MIA,80,27,68,0.3970588235294117,12,33,0.3636363636363637,14,18,0.7777777777777778,7,28,35,18,8,5,0,11,76.009375,76.009375,101.34583333333333,121.03770094149569,105.25017473173538,17,2020-02-05,16,30.666666666666668
427,IND,IND @ TOR,2020-02-05,L,36,86,34,64,0.53125,13,29,0.4482758620689655,5,8,0.625,6,28,34,22,15,4,5,11,4,0,TOR,82,30,64,0.46875,9,23,0.39130434782608703,13,15,0.8666666666666667,4,23,27,18,8,10,0,12,74.50556034482759,74.50556034482759,99.34074712643678,115.42762661199204,110.05889979282964,-1,2020-02-05,16,28.666666666666668
429,DET,DET vs. PHX,2020-02-05,W,36,89,35,71,0.4929577464788733,9,21,0.42857142857142855,10,14,0.7142857142857143,10,21,31,23,4,6,1,14,3,1,PHX,86,33,59,0.559322033898305,10,21,0.4761904761904762,10,13,0.7692307692307693,6,23,29,24,11,1,3,16,68.97252525252526,68.97252525252526,91.96336700336701,129.03688776675824,124.6873297521484,8,2020-02-05,16,29.666666666666668
430,DEN,DEN @ UTA,2020-02-05,W,36,72,30,68,0.4411764705882353,6,23,0.2608695652173913,6,6,1.0,9,30,39,18,9,5,3,12,-3,0,UTA,75,29,68,0.4264705882352941,13,34,0.38235294117647056,4,8,0.5,6,26,32,17,7,4,1,8,70.09478571428572,70.09478571428572,93.45971428571428,102.71805422657279,106.99797315267998,3,2020-02-05,16,24.0
432,CLE,CLE @ OKC,2020-02-05,L,36,81,32,66,0.4848484848484849,12,27,0.4444444444444444,5,9,0.5555555555555556,7,24,31,24,16,2,2,15,-3,0,OKC,84,31,62,0.5,7,20,0.35,15,18,0.8333333333333334,4,24,28,18,9,8,4,11,75.42329493087557,75.42329493087557,100.56439324116742,107.39387622117995,111.37142719233478,-6,2020-02-05,16,27.0
433,BOS,BOS vs. ORL,2020-02-05,W,36,87,35,66,0.5303030303030303,8,16,0.5,9,14,0.6428571428571429,4,26,30,18,10,7,4,16,7,1,ORL,80,26,53,0.490566037735849,9,19,0.4736842105263158,19,26,0.7307692307692307,4,23,27,16,13,7,6,10,74.61696296296296,74.61696296296296,99.48928395061728,116.5954717872711,107.21422693082401,16,2020-02-05,16,29.0
435,ATL,ATL @ MIN,2020-02-05,W,36,96,32,62,0.5161290322580645,8,22,0.3636363636363637,24,26,0.9230769230769232,7,27,34,17,16,7,3,14,19,0,MIN,77,31,67,0.4626865671641791,4,23,0.17391304347826084,11,15,0.7333333333333333,5,19,24,9,16,10,5,16,81.36947115384615,81.36947115384615,108.4926282051282,117.98036614800131,94.63008534787606,7,2020-02-05,16,32.0
436,SAS,SAS @ LAL,2020-02-04,L,36,74,29,71,0.4084507042253521,8,21,0.3809523809523809,8,13,0.6153846153846154,6,18,24,14,3,5,1,13,-13,0,LAL,87,34,61,0.5573770491803278,4,15,0.26666666666666666,15,23,0.6521739130434783,9,37,46,20,11,3,4,13,72.2496511627907,72.2496511627907,96.33286821705425,102.42263984536821,120.41580630468964,-27,2020-02-04,16,24.666666666666668
438,NOP,NOP vs. MIL,2020-02-04,L,36,85,30,78,0.38461538461538464,13,39,0.3333333333333333,12,15,0.8,7,29,36,21,14,7,5,15,-15,1,MIL,100,39,78,0.5,9,30,0.3,13,16,0.8125,6,34,40,26,11,9,6,13,88.73875261324042,88.73875261324042,118.31833681765389,95.78678705397694,112.69033771056112,-12,2020-02-04,16,28.333333333333332
439,MIL,MIL @ NOP,2020-02-04,W,36,100,39,78,0.5,9,30,0.3,13,16,0.8125,6,34,40,26,11,9,6,13,15,0,NOP,85,30,78,0.38461538461538464,13,39,0.3333333333333333,12,15,0.8,7,29,36,21,14,7,5,15,88.73875261324042,88.73875261324042,118.31833681765389,112.69033771056112,95.78678705397694,12,2020-02-04,16,33.333333333333336
440,LAL,LAL vs. SAS,2020-02-04,W,36,87,34,61,0.5573770491803278,4,15,0.26666666666666666,15,23,0.6521739130434783,9,37,46,20,11,3,4,13,13,1,SAS,74,29,71,0.4084507042253521,8,21,0.3809523809523809,8,13,0.6153846153846154,6,18,24,14,3,5,1,13,72.2496511627907,72.2496511627907,96.33286821705425,120.41580630468964,102.42263984536821,27,2020-02-04,16,29.0
441,HOU,HOU vs. CHA,2020-02-04,W,36,92,30,70,0.42857142857142855,14,42,0.3333333333333333,18,22,0.8181818181818182,5,23,28,18,4,8,3,15,4,1,CHA,88,33,66,0.5,9,25,0.36,13,17,0.7647058823529411,11,33,44,19,12,2,2,14,75.2722987616099,75.2722987616099,100.36306501547986,122.222918010472,116.90887809697321,15,2020-02-04,16,30.666666666666668
443,CHA,CHA @ HOU,2020-02-04,L,36,88,33,66,0.5,9,25,0.36,13,17,0.7647058823529411,11,33,44,19,12,2,2,14,-4,0,HOU,92,30,70,0.42857142857142855,14,42,0.3333333333333333,18,22,0.8181818181818182,5,23,28,18,4,8,3,15,75.2722987616099,75.2722987616099,100.36306501547986,116.90887809697321,122.222918010472,-15,2020-02-04,16,29.333333333333332
444,WAS,WAS vs. GSW,2020-02-03,L,36,86,30,65,0.4615384615384616,5,16,0.3125,21,26,0.8076923076923077,2,27,29,21,6,4,3,18,-13,1,GSW,99,34,67,0.5074626865671642,13,23,0.5652173913043478,18,24,0.75,7,26,33,26,9,4,6,19,78.52764705882353,78.52764705882353,104.7035294117647,109.51556963826903,126.07024876963526,-8,2020-02-03,16,28.666666666666668
445,SAS,SAS @ LAC,2020-02-03,L,36,82,31,72,0.4305555555555556,9,28,0.32142857142857145,11,14,0.7857142857142857,6,29,35,16,7,5,7,16,-3,0,LAC,85,30,64,0.46875,10,19,0.5263157894736842,15,19,0.7894736842105263,5,34,39,23,11,3,1,13,77.63475,77.63475,103.51299999999999,105.62280422104793,109.48705315596432,-3,2020-02-03,16,27.333333333333332
446,SAC,SAC vs. MIN,2020-02-03,W,36,93,34,60,0.5666666666666667,13,23,0.5652173913043478,12,18,0.6666666666666666,4,20,24,24,11,4,5,16,9,1,MIN,84,29,64,0.453125,9,29,0.3103448275862069,17,19,0.8947368421052632,9,22,31,21,11,8,5,15,72.44879310344828,72.44879310344828,96.5983908045977,128.36652760689475,115.94396041913075,4,2020-02-03,16,31.0
447,PHX,PHX @ BKN,2020-02-03,L,36,73,30,71,0.4225352112676056,4,13,0.3076923076923077,9,13,0.6923076923076923,11,22,33,17,10,5,3,17,-17,0,BKN,90,33,67,0.4925373134328358,10,22,0.4545454545454545,14,17,0.8235294117647058,6,28,34,21,13,6,5,19,76.41534798534798,76.41534798534798,101.88713064713063,95.53054710160734,117.77738683759809,-22,2020-02-03,16,24.333333333333332
448,PHI,PHI @ MIA,2020-02-03,L,36,77,24,60,0.4,10,30,0.3333333333333333,19,22,0.8636363636363636,8,28,36,17,11,1,1,18,-20,0,MIA,97,34,67,0.5074626865671642,9,21,0.42857142857142855,20,25,0.8,5,26,31,16,1,8,0,14,71.69323529411764,71.69323529411764,95.59098039215685,107.40204383874105,135.29867860205042,-31,2020-02-03,16,25.666666666666668
449,ORL,ORL @ CHA,2020-02-03,W,36,85,35,65,0.5384615384615384,10,25,0.4,5,10,0.5,7,19,26,29,8,7,2,10,8,0,CHA,77,32,63,0.5079365079365079,6,18,0.3333333333333333,7,11,0.6363636363636364,9,23,32,20,12,7,2,11,69.12410714285714,69.12410714285714,92.16547619047618,122.96723026647204,111.39384388845114,12,2020-02-03,16,28.333333333333332
450,NYK,NYK @ CLE,2020-02-03,W,36,95,40,69,0.5797101449275363,6,16,0.375,9,14,0.6428571428571429,6,20,26,24,10,9,1,13,-5,0,CLE,100,38,63,0.6031746031746031,14,27,0.5185185185185185,10,12,0.8333333333333334,4,20,24,24,12,5,1,12,76.39044871794871,76.39044871794871,101.85393162393162,124.3610969622159,130.90641785496408,0,2020-02-03,16,31.666666666666668
451,MIN,MIN @ SAC,2020-02-03,L,36,84,29,64,0.453125,9,29,0.3103448275862069,17,19,0.8947368421052632,9,22,31,21,11,8,5,15,-9,0,SAC,93,34,60,0.5666666666666667,13,23,0.5652173913043478,12,18,0.6666666666666666,4,20,24,24,11,4,5,16,72.44879310344828,72.44879310344828,96.5983908045977,115.94396041913075,128.36652760689475,-4,2020-02-03,16,28.0
452,MIA,MIA vs. PHI,2020-02-03,W,36,97,34,67,0.5074626865671642,9,21,0.42857142857142855,20,25,0.8,5,26,31,16,1,8,0,14,20,1,PHI,77,24,60,0.4,10,30,0.3333333333333333,19,22,0.8636363636363636,8,28,36,17,11,1,1,18,71.69323529411764,71.69323529411764,95.59098039215685,135.29867860205042,107.40204383874105,31,2020-02-03,16,32.333333333333336
453,MEM,MEM vs. DET,2020-02-03,W,36,72,31,67,0.4626865671641791,2,13,0.15384615384615385,8,10,0.8,4,32,36,19,8,5,11,14,9,1,DET,63,26,79,0.3291139240506329,6,19,0.3157894736842105,5,7,0.7142857142857143,14,29,43,16,11,4,0,11,74.9356719367589,74.9356719367589,99.91422924901185,96.08241060514354,84.0721092795006,14,2020-02-03,16,24.0
454,LAC,LAC vs. SAS,2020-02-03,W,36,85,30,64,0.46875,10,19,0.5263157894736842,15,19,0.7894736842105263,5,34,39,23,11,3,1,13,3,1,SAS,82,31,72,0.4305555555555556,9,28,0.32142857142857145,11,14,0.7857142857142857,6,29,35,16,7,5,7,16,77.63475,77.63475,103.51299999999999,109.48705315596432,105.62280422104793,3,2020-02-03,16,28.333333333333332
455,IND,IND vs. DAL,2020-02-03,L,36,77,34,72,0.4722222222222222,6,26,0.2307692307692308,3,5,0.6,6,25,31,22,4,6,5,13,-5,1,DAL,82,27,63,0.42857142857142855,14,32,0.4375,14,15,0.9333333333333332,6,28,34,16,10,3,2,10,71.1846110056926,71.1846110056926,94.9128146742568,108.1694468961028,115.19343695429127,-9,2020-02-03,16,25.666666666666668
