Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,Court
ORL,ORL vs. PHX,2019-12-04,W,12,25,9,16,56.3,3,5,60.0,4,5,80.0,2,7,9,5,9,5,1,8,-3,1
OKC,OKC vs. IND,2019-12-04,L,12,22,9,22,40.9,1,6,16.7,3,3,100.0,4,7,11,3,6,0,3,8,-6,1
MIN,MIN @ DAL,2019-12-04,L,12,30,11,19,57.9,5,8,62.5,3,4,75.0,2,5,7,7,4,1,4,5,-11,0
MIL,MIL @ DET,2019-12-04,W,12,35,12,23,52.2,6,10,60.0,5,5,100.0,2,9,11,7,3,0,1,7,4,0
MIA,MIA @ BOS,2019-12-04,L,12,24,7,16,43.8,4,11,36.4,6,9,66.7,1,6,7,5,4,1,0,6,-6,0
MEM,MEM @ CHI,2019-12-04,L,12,35,14,28,50.0,4,10,40.0,3,4,75.0,3,10,13,9,2,2,1,12,7,0
LAL,LAL @ UTA,2019-12-04,W,12,27,11,21,52.4,5,8,62.5,0,6,0.0,0,8,8,6,1,6,5,3,6,0
IND,IND @ OKC,2019-12-04,W,12,28,8,20,40.0,2,5,40.0,10,12,83.3,4,6,10,3,2,3,0,7,6,0
GSW,GSW @ CHA,2019-12-04,L,12,15,7,18,38.9,1,4,25.0,0,1,0.0,0,9,9,4,3,3,1,4,-5,0
DET,DET vs. MIL,2019-12-04,L,12,31,12,25,48.0,2,8,25.0,5,6,83.3,4,8,12,8,2,0,1,3,-4,1
DAL,DAL vs. MIN,2019-12-04,W,12,41,14,23,60.9,7,11,63.6,6,7,85.7,4,3,7,6,2,1,1,2,11,1
CHI,CHI vs. MEM,2019-12-04,W,12,28,6,17,35.3,3,6,50.0,13,18,72.2,2,9,11,3,4,1,3,5,-7,1
CHA,CHA vs. GSW,2019-12-04,W,12,20,7,21,33.3,4,15,26.7,2,2,100.0,4,11,15,6,5,2,1,5,5,1
BOS,BOS vs. MIA,2019-12-04,W,12,30,10,17,58.8,4,9,44.4,6,6,100.0,0,8,8,5,4,1,1,6,6,1
BKN,BKN @ ATL,2019-12-04,W,12,39,16,21,76.2,4,6,66.7,3,5,60.0,0,7,7,10,5,5,3,8,3,0
ATL,ATL vs. BKN,2019-12-04,L,12,36,14,25,56.0,2,8,25.0,6,8,75.0,3,6,9,4,7,3,0,6,-3,1
WAS,WAS vs. ORL,2019-12-03,L,12,32,12,21,57.1,4,10,40.0,4,6,66.7,1,8,9,6,4,3,1,10,2,1
TOR,TOR vs. MIA,2019-12-03,L,12,27,8,18,44.4,3,7,42.9,8,10,80.0,2,8,10,6,2,1,1,6,2,1
SAS,SAS vs. HOU,2019-12-03,W,12,34,13,22,59.1,6,10,60.0,2,2,100.0,0,11,11,11,6,4,2,4,16,1
POR,POR @ LAC,2019-12-03,L,12,21,10,24,41.7,1,6,16.7,0,0,0.0,2,11,13,7,3,2,3,4,-7,0
ORL,ORL @ WAS,2019-12-03,W,12,30,8,20,40.0,4,7,57.1,10,13,76.9,2,9,11,5,4,0,1,6,-2,0
NOP,NOP vs. DAL,2019-12-03,L,12,22,9,24,37.5,2,11,18.2,2,4,50.0,4,6,10,3,2,0,1,4,-12,1
MIA,MIA @ TOR,2019-12-03,W,12,25,9,22,40.9,3,9,33.3,4,7,57.1,3,9,12,5,3,2,2,6,-2,0
LAL,LAL @ DEN,2019-12-03,W,12,21,6,17,35.3,0,4,0.0,9,14,64.3,2,10,12,2,3,1,3,8,1,0
LAC,LAC vs. POR,2019-12-03,W,12,28,11,25,44.0,5,11,45.5,1,2,50.0,3,10,13,7,3,1,0,3,7,1
HOU,HOU @ SAS,2019-12-03,L,12,18,6,22,27.3,2,13,15.4,4,4,100.0,3,6,9,2,6,3,1,5,-16,0
DET,DET @ CLE,2019-12-03,W,12,30,13,24,54.2,4,9,44.4,0,0,0.0,2,8,10,9,2,3,2,5,4,0
DEN,DEN vs. LAL,2019-12-03,L,12,20,8,24,33.3,0,7,0.0,4,4,100.0,3,8,11,5,2,0,2,11,-1,1
DAL,DAL @ NOP,2019-12-03,W,12,34,11,20,55.0,8,12,66.7,4,4,100.0,3,8,11,7,4,1,2,4,12,0
CLE,CLE vs. DET,2019-12-03,L,12,26,10,22,45.5,3,6,50.0,3,4,75.0,3,8,11,4,4,0,1,1,-4,1
UTA,UTA @ PHI,2019-12-02,L,12,28,12,22,54.5,1,5,20.0,3,4,75.0,2,8,10,8,3,2,0,7,10,0
SAC,SAC vs. CHI,2019-12-02,L,12,32,13,25,52.0,2,8,25.0,4,5,80.0,4,4,8,5,3,4,2,10,3,1
PHX,PHX @ CHA,2019-12-02,W,12,29,9,24,37.5,2,11,18.2,9,10,90.0,5,8,13,6,1,0,3,8,-2,0
PHI,PHI vs. UTA,2019-12-02,W,12,18,6,18,33.3,0,2,0.0,6,6,100.0,2,9,11,2,7,2,0,7,-10,1
NYK,NYK @ MIL,2019-12-02,L,12,26,10,21,47.6,5,11,45.5,1,4,25.0,3,4,7,5,3,1,1,4,-6,0
MIL,MIL vs. NYK,2019-12-02,W,12,32,13,19,68.4,3,6,50.0,3,7,42.9,2,8,10,9,5,2,1,4,6,1
MEM,MEM vs. IND,2019-12-02,L,12,31,13,23,56.5,1,4,25.0,4,4,100.0,2,6,8,6,4,1,1,6,-1,1
IND,IND @ MEM,2019-12-02,W,12,32,11,19,57.9,6,10,60.0,4,5,80.0,2,6,8,9,4,2,1,7,1,0
GSW,GSW @ ATL,2019-12-02,L,12,26,11,21,52.4,0,4,0.0,4,5,80.0,4,4,8,3,5,4,2,4,-2,0
CHI,CHI @ SAC,2019-12-02,W,12,29,6,14,42.9,5,10,50.0,12,12,100.0,1,5,6,4,8,1,0,5,-3,0
CHA,CHA vs. PHX,2019-12-02,L,12,31,9,24,37.5,2,5,40.0,11,15,73.3,6,10,16,6,2,1,3,8,2,1
ATL,ATL vs. GSW,2019-12-02,W,12,28,13,20,65.0,1,4,25.0,1,1,100.0,1,6,7,7,6,3,0,4,2,1
WAS,WAS @ LAC,2019-12-01,L,12,27,11,22,50.0,1,3,33.3,4,5,80.0,1,4,5,7,3,4,1,5,-7,0
UTA,UTA @ TOR,2019-12-01,L,12,24,7,18,38.9,1,5,20.0,9,11,81.8,5,11,16,1,6,0,1,3,1,0
TOR,TOR vs. UTA,2019-12-01,W,12,23,8,23,34.8,3,10,30.0,4,6,66.7,4,5,9,8,3,3,2,7,-1,1
SAS,SAS @ DET,2019-12-01,L,12,27,10,23,43.5,3,6,50.0,4,6,66.7,3,4,7,6,2,1,1,3,-9,0
ORL,ORL vs. GSW,2019-12-01,W,12,28,10,22,45.5,3,9,33.3,5,7,71.4,2,14,16,5,3,1,3,9,3,1
OKC,OKC @ NOP,2019-12-01,W,12,25,8,21,38.1,2,9,22.2,7,10,70.0,1,12,13,3,1,0,1,3,-2,0
NYK,NYK vs. BOS,2019-12-01,L,12,19,5,17,29.4,1,7,14.3,8,10,80.0,1,10,11,2,6,1,2,7,-13,1
NOP,NOP vs. OKC,2019-12-01,L,12,27,9,20,45.0,5,10,50.0,4,5,80.0,0,12,12,5,1,1,4,7,2,1
MIN,MIN vs. MEM,2019-12-01,L,12,28,7,18,38.9,3,8,37.5,11,12,91.7,3,9,12,4,5,1,0,8,-1,1
MIA,MIA @ BKN,2019-12-01,W,12,26,6,19,31.6,3,9,33.3,11,13,84.6,3,12,15,3,3,0,1,2,1,0
MEM,MEM @ MIN,2019-12-01,W,12,29,10,19,52.6,3,9,33.3,6,7,85.7,0,7,7,5,3,3,1,9,1,0
LAL,LAL vs. DAL,2019-12-01,L,12,21,8,20,40.0,1,9,11.1,4,6,66.7,3,9,12,3,5,2,0,2,1,1
LAC,LAC vs. WAS,2019-12-01,W,12,34,14,22,63.6,3,7,42.9,3,3,100.0,3,10,13,5,7,2,1,7,7,1
GSW,GSW @ ORL,2019-12-01,L,12,25,7,23,30.4,3,9,33.3,8,10,80.0,2,8,10,5,2,1,1,7,-3,0
DET,DET vs. SAS,2019-12-01,W,12,36,16,20,80.0,2,4,50.0,2,3,66.7,1,10,11,8,5,2,1,4,9,1
DAL,DAL @ LAL,2019-12-01,W,12,20,8,24,33.3,3,11,27.3,1,2,50.0,6,9,15,4,5,4,0,7,-1,0
BOS,BOS @ NYK,2019-12-01,W,12,32,11,22,50.0,5,10,50.0,5,8,62.5,3,8,11,6,2,1,1,7,13,0
BKN,BKN vs. MIA,2019-12-01,L,12,25,9,24,37.5,5,12,41.7,2,2,100.0,1,9,10,6,1,1,1,9,-1,1
SAC,SAC vs. DEN,2019-11-30,W,12,23,10,25,40.0,3,12,25.0,0,0,0.0,3,10,13,8,1,3,2,6,8,1
PHI,PHI vs. IND,2019-11-30,W,12,26,6,16,37.5,1,4,25.0,13,14,92.9,0,7,7,4,5,7,1,6,3,1
MIL,MIL vs. CHA,2019-11-30,W,12,36,14,26,53.8,7,14,50.0,1,2,50.0,1,9,10,12,0,3,1,5,15,1
IND,IND @ PHI,2019-11-30,L,12,23,6,14,42.9,4,7,57.1,7,7,100.0,0,6,6,4,9,2,1,9,-3,0
HOU,HOU vs. ATL,2019-11-30,W,12,31,12,27,44.4,6,19,31.6,1,2,50.0,6,10,16,7,3,1,1,6,-7,1
DEN,DEN @ SAC,2019-11-30,L,12,15,5,19,26.3,0,6,0.0,5,7,71.4,2,10,12,1,3,1,0,1,-8,0
CHA,CHA @ MIL,2019-11-30,L,12,21,7,24,29.2,1,8,12.5,6,7,85.7,7,11,18,1,6,0,0,4,-15,0
ATL,ATL @ HOU,2019-11-30,L,12,38,12,22,54.5,8,16,50.0,6,7,85.7,1,9,10,6,1,0,1,4,7,0
WAS,WAS @ LAL,2019-11-29,L,12,24,10,27,37.0,2,9,22.2,2,3,66.7,6,7,13,4,4,2,1,5,4,0
UTA,UTA @ MEM,2019-11-29,W,12,28,11,23,47.8,4,8,50.0,2,3,66.7,3,11,14,5,2,0,1,5,7,0
TOR,TOR @ ORL,2019-11-29,W,12,24,7,13,53.8,2,4,50.0,8,11,72.7,0,10,10,5,7,4,1,6,0,0
SAS,SAS vs. LAC,2019-11-29,W,12,25,9,22,40.9,5,10,50.0,2,2,100.0,2,9,11,7,2,2,1,5,-1,1
POR,POR vs. CHI,2019-11-29,W,12,26,8,19,42.1,4,7,57.1,6,7,85.7,3,10,13,5,4,0,4,5,1,1
PHX,PHX vs. DAL,2019-11-29,L,12,24,8,24,33.3,2,12,16.7,6,7,85.7,4,10,14,5,3,0,0,11,-7,1
PHI,PHI @ NYK,2019-11-29,W,12,31,8,15,53.3,1,2,50.0,14,16,87.5,1,7,8,5,3,1,1,6,4,0
ORL,ORL vs. TOR,2019-11-29,L,12,24,9,21,42.9,1,7,14.3,5,7,71.4,2,6,8,4,5,6,2,7,0,1
OKC,OKC vs. NOP,2019-11-29,W,12,30,12,23,52.2,4,8,50.0,2,4,50.0,1,10,11,8,0,2,3,3,10,1
NYK,NYK vs. PHI,2019-11-29,L,12,27,11,17,64.7,0,2,0.0,5,9,55.6,1,6,7,2,4,0,0,12,-4,1
NOP,NOP @ OKC,2019-11-29,L,12,20,8,21,38.1,3,11,27.3,1,2,50.0,1,11,12,4,2,0,2,3,-10,0
MIL,MIL @ CLE,2019-11-29,W,12,20,7,21,33.3,2,8,25.0,4,6,66.7,4,7,11,1,4,5,2,4,-1,0
MIA,MIA vs. GSW,2019-11-29,W,12,27,11,20,55.0,2,3,66.7,3,4,75.0,1,9,10,6,4,2,1,9,1,1
MEM,MEM vs. UTA,2019-11-29,L,12,21,8,23,34.8,3,11,27.3,2,4,50.0,4,7,11,3,1,0,2,4,-7,1
LAL,LAL vs. WAS,2019-11-29,W,12,20,7,16,43.8,1,7,14.3,5,6,83.3,1,9,10,4,7,4,1,7,-4,1
LAC,LAC @ SAS,2019-11-29,L,12,26,9,21,42.9,6,11,54.5,2,2,100.0,1,10,11,7,3,0,1,2,1,0
IND,IND vs. ATL,2019-11-29,W,12,22,9,19,47.4,2,6,33.3,2,2,100.0,1,5,6,5,5,4,0,6,-7,1
GSW,GSW @ MIA,2019-11-29,L,12,26,6,16,37.5,2,7,28.6,12,14,85.7,1,7,8,5,2,0,0,4,-1,0
DET,DET vs. CHA,2019-11-29,L,12,22,8,18,44.4,3,8,37.5,3,5,60.0,3,8,11,5,5,3,1,7,-3,1
DAL,DAL @ PHX,2019-11-29,W,12,31,6,19,31.6,3,12,25.0,16,17,94.1,3,9,12,4,1,3,2,7,7,0
CLE,CLE vs. MIL,2019-11-29,L,12,21,9,17,52.9,2,7,28.6,1,3,33.3,1,10,11,8,7,2,1,7,1,1
CHI,CHI @ POR,2019-11-29,L,12,25,9,25,36.0,3,8,37.5,4,5,80.0,6,9,15,7,2,3,0,6,-1,0
CHA,CHA @ DET,2019-11-29,W,12,25,8,17,47.1,4,8,50.0,5,6,83.3,2,7,9,6,4,4,1,4,3,0
BOS,BOS @ BKN,2019-11-29,L,12,26,9,22,40.9,1,7,14.3,7,9,77.8,6,7,13,3,7,6,4,4,1,0
BKN,BKN vs. BOS,2019-11-29,W,12,25,10,20,50.0,4,7,57.1,1,2,50.0,3,7,10,8,8,3,1,7,-1,1
ATL,ATL @ IND,2019-11-29,L,12,29,10,18,55.6,3,7,42.9,6,7,85.7,2,7,9,2,5,4,0,5,7,0
WAS,WAS @ PHX,2019-11-27,W,12,32,9,19,47.4,3,7,42.9,11,11,100.0,1,8,9,5,8,1,1,8,-5,0
UTA,UTA @ IND,2019-11-27,L,12,22,7,15,46.7,0,4,0.0,8,10,80.0,1,6,7,2,6,2,1,5,-10,0
TOR,TOR vs. NYK,2019-11-27,W,12,37,14,22,63.6,7,10,70.0,2,3,66.7,2,5,7,10,2,1,0,7,8,1
SAS,SAS vs. MIN,2019-11-27,L,12,23,10,25,40.0,1,7,14.3,2,2,100.0,4,9,13,4,0,0,2,6,-9,1
SAC,SAC @ PHI,2019-11-27,L,12,26,12,26,46.2,2,9,22.2,0,0,0.0,2,10,12,7,1,1,1,3,5,0
POR,POR vs. OKC,2019-11-27,W,12,32,12,25,48.0,2,7,28.6,6,6,100.0,2,7,9,3,3,1,0,12,-10,1
PHX,PHX vs. WAS,2019-11-27,L,12,37,11,26,42.3,5,13,38.5,10,12,83.3,6,7,13,8,3,3,4,8,5,1
PHI,PHI vs. SAC,2019-11-27,W,12,21,7,18,38.9,2,9,22.2,5,6,83.3,1,10,11,5,3,1,2,4,-5,1
ORL,ORL @ CLE,2019-11-27,W,12,29,10,18,55.6,3,8,37.5,6,8,75.0,1,7,8,4,5,4,1,6,-2,0
OKC,OKC @ POR,2019-11-27,L,12,42,13,23,56.5,4,9,44.4,12,14,85.7,3,10,13,5,2,2,0,6,10,0
NYK,NYK @ TOR,2019-11-27,L,12,29,9,18,50.0,3,8,37.5,8,10,80.0,3,5,8,4,5,1,2,3,-8,0
NOP,NOP vs. LAL,2019-11-27,L,12,21,4,20,20.0,2,8,25.0,11,12,91.7,4,4,8,2,5,3,0,7,-14,1
MIN,MIN @ SAS,2019-11-27,W,12,32,10,19,52.6,6,10,60.0,6,7,85.7,0,11,11,8,1,0,2,3,9,0
MIL,MIL vs. ATL,2019-11-27,W,12,30,10,22,45.5,2,7,28.6,8,11,72.7,4,12,16,4,6,3,3,7,10,1
MIA,MIA @ HOU,2019-11-27,L,12,40,15,22,68.2,1,4,25.0,9,13,69.2,5,12,17,8,3,1,2,7,14,0
MEM,MEM vs. LAC,2019-11-27,L,12,31,9,20,45.0,5,8,62.5,8,9,88.9,2,8,10,5,4,2,0,5,2,1
LAL,LAL @ NOP,2019-11-27,W,12,35,12,18,66.7,4,6,66.7,7,8,87.5,1,9,10,6,5,2,3,8,14,0
LAC,LAC @ MEM,2019-11-27,W,12,29,12,25,48.0,4,10,40.0,1,2,50.0,5,8,13,7,5,2,2,9,-2,0
IND,IND vs. UTA,2019-11-27,W,12,32,14,28,50.0,2,5,40.0,2,4,50.0,5,7,12,8,2,2,1,7,10,1
HOU,HOU vs. MIA,2019-11-27,W,12,26,8,23,34.8,6,14,42.9,4,6,66.7,1,3,4,6,2,1,0,8,-14,1
GSW,GSW vs. CHI,2019-11-27,W,12,26,9,17,52.9,5,10,50.0,3,5,60.0,0,10,10,9,4,4,2,5,9,1
DET,DET @ CHA,2019-11-27,L,12,21,9,19,47.4,3,5,60.0,0,0,0.0,1,10,11,5,2,0,0,5,5,0
CLE,CLE vs. ORL,2019-11-27,L,12,31,10,22,45.5,4,9,44.4,7,8,87.5,5,7,12,5,4,3,0,5,2,1
CHI,CHI @ GSW,2019-11-27,L,12,17,6,20,30.0,1,6,16.7,4,7,57.1,4,7,11,3,4,3,0,4,-9,0
CHA,CHA vs. DET,2019-11-27,W,12,16,6,18,33.3,1,5,20.0,3,5,60.0,3,7,10,4,2,1,3,3,-5,1
BOS,BOS vs. BKN,2019-11-27,W,12,30,10,20,50.0,3,10,30.0,7,9,77.8,5,11,16,6,5,2,3,7,6,1
BKN,BKN @ BOS,2019-11-27,L,12,24,8,24,33.3,4,17,23.5,4,10,40.0,5,5,10,7,4,3,2,7,-6,0
ATL,ATL @ MIL,2019-11-27,L,12,20,9,25,36.0,2,5,40.0,0,0,0.0,3,9,12,4,7,2,2,9,-10,0
WAS,WAS @ DEN,2019-11-26,L,12,35,15,25,60.0,5,11,45.5,0,1,0.0,2,7,9,8,3,2,0,7,4,0
LAC,LAC @ DAL,2019-11-26,W,12,21,6,19,31.6,0,6,0.0,9,13,69.2,1,12,13,2,2,3,1,6,-1,0
DEN,DEN vs. WAS,2019-11-26,W,12,31,12,20,60.0,1,5,20.0,6,7,85.7,1,7,8,8,4,3,0,3,-4,1
DAL,DAL vs. LAC,2019-11-26,L,12,22,9,21,42.9,1,7,14.3,3,4,75.0,0,13,13,3,4,1,1,6,1,1
UTA,UTA @ MIL,2019-11-25,L,12,35,14,22,63.6,5,10,50.0,2,3,66.7,0,9,9,6,2,0,1,6,3,0
TOR,TOR vs. PHI,2019-11-25,W,12,20,7,21,33.3,2,8,25.0,4,7,57.1,2,8,10,5,1,2,1,4,4,1
SAS,SAS vs. LAL,2019-11-25,L,12,22,8,22,36.4,1,6,16.7,5,7,71.4,2,10,12,3,3,1,1,6,-6,1
SAC,SAC @ BOS,2019-11-25,L,12,27,9,21,42.9,7,13,53.8,2,4,50.0,1,7,8,6,4,1,2,7,-1,0
POR,POR @ CHI,2019-11-25,W,12,25,11,23,47.8,2,5,40.0,1,3,33.3,3,10,13,3,4,3,1,7,3,0
PHI,PHI @ TOR,2019-11-25,L,12,16,7,19,36.8,2,9,22.2,0,4,0.0,3,12,15,4,5,1,1,8,-4,0
ORL,ORL @ DET,2019-11-25,L,12,18,6,18,33.3,1,5,20.0,5,6,83.3,1,6,7,4,2,1,1,5,-7,0
OKC,OKC @ GSW,2019-11-25,W,12,26,10,22,45.5,3,11,27.3,3,4,75.0,2,10,12,7,3,2,5,1,12,0
MIN,MIN @ ATL,2019-11-25,W,12,32,11,22,50.0,4,6,66.7,6,7,85.7,2,11,13,7,5,4,2,8,9,0
MIL,MIL vs. UTA,2019-11-25,W,12,32,11,29,37.9,3,10,30.0,7,8,87.5,8,6,14,4,1,1,2,2,-3,1
MIA,MIA vs. CHA,2019-11-25,W,12,19,7,13,53.8,0,3,0.0,5,5,100.0,0,15,15,6,9,2,1,7,1,1
MEM,MEM @ IND,2019-11-25,L,12,31,13,24,54.2,3,8,37.5,2,3,66.7,2,13,15,10,2,1,2,5,9,0
LAL,LAL @ SAS,2019-11-25,W,12,28,10,21,47.6,5,10,50.0,3,5,60.0,0,9,9,8,1,1,3,6,6,0
IND,IND vs. MEM,2019-11-25,W,12,22,7,22,31.8,5,11,45.5,3,4,75.0,2,8,10,4,3,1,1,2,-9,1
GSW,GSW vs. OKC,2019-11-25,L,12,14,5,22,22.7,4,9,44.4,0,0,0.0,2,8,10,5,5,2,2,6,-12,1
DET,DET vs. ORL,2019-11-25,W,12,25,8,20,40.0,4,12,33.3,5,6,83.3,4,11,15,6,4,1,2,5,7,1
CLE,CLE vs. BKN,2019-11-25,L,12,31,12,25,48.0,4,9,44.4,3,5,60.0,3,7,10,6,3,1,1,2,4,1
CHI,CHI vs. POR,2019-11-25,L,12,22,8,20,40.0,1,7,14.3,5,8,62.5,3,8,11,7,5,2,1,4,-3,1
CHA,CHA @ MIA,2019-11-25,L,12,18,7,27,25.9,1,8,12.5,3,6,50.0,5,5,10,5,3,5,0,4,-1,0
BOS,BOS vs. SAC,2019-11-25,W,12,28,8,18,44.4,2,7,28.6,10,11,90.9,1,8,9,2,3,2,2,6,1,1
BKN,BKN @ CLE,2019-11-25,W,12,27,12,23,52.2,3,6,50.0,0,0,0.0,3,5,8,8,2,0,5,7,-4,0
ATL,ATL vs. MIN,2019-11-25,L,12,23,6,22,27.3,1,10,10.0,10,13,76.9,4,10,14,5,5,2,1,5,-9,1
WAS,WAS vs. SAC,2019-11-24,L,12,21,9,23,39.1,3,12,25.0,0,2,0.0,3,9,12,5,4,0,1,5,-2,1
SAC,SAC @ WAS,2019-11-24,W,12,23,7,17,41.2,4,8,50.0,5,6,83.3,0,7,7,5,2,2,0,2,2,0
PHX,PHX @ DEN,2019-11-24,L,12,27,12,18,66.7,1,3,33.3,2,2,100.0,1,3,4,6,3,0,1,4,-10,0
NYK,NYK vs. BKN,2019-11-24,L,12,29,10,20,50.0,4,8,50.0,5,7,71.4,3,7,10,3,3,2,1,9,8,1
NOP,NOP @ LAC,2019-11-24,L,12,22,8,20,40.0,2,11,18.2,4,11,36.4,2,7,9,7,1,0,3,7,-12,0
LAC,LAC vs. NOP,2019-11-24,W,12,34,11,22,50.0,2,7,28.6,10,10,100.0,3,11,14,6,1,0,1,6,12,1
HOU,HOU vs. DAL,2019-11-24,L,12,28,12,25,48.0,2,9,22.2,2,5,40.0,3,13,16,7,3,1,0,9,-4,1
DEN,DEN vs. PHX,2019-11-24,W,12,37,14,22,63.6,7,8,87.5,2,5,40.0,4,5,9,8,3,1,1,4,10,1
DAL,DAL @ HOU,2019-11-24,W,12,32,11,23,47.8,3,10,30.0,7,9,77.8,1,8,9,7,1,3,2,4,4,0
BKN,BKN @ NYK,2019-11-24,W,12,21,5,15,33.3,1,5,20.0,10,16,62.5,3,5,8,1,5,1,1,6,-8,0
UTA,UTA vs. NOP,2019-11-23,W,12,30,8,18,44.4,3,7,42.9,11,13,84.6,2,11,13,5,6,0,1,7,-2,1
TOR,TOR @ ATL,2019-11-23,W,12,32,9,21,42.9,1,7,14.3,13,16,81.3,5,11,16,5,4,0,2,4,6,0
SAS,SAS @ NYK,2019-11-23,W,12,22,8,16,50.0,2,5,40.0,4,8,50.0,2,9,11,5,7,0,1,4,-11,0
POR,POR @ CLE,2019-11-23,L,12,35,13,22,59.1,4,10,40.0,5,7,71.4,2,6,8,4,1,1,0,8,1,0
PHX,PHX @ MIN,2019-11-23,W,12,18,6,26,23.1,1,8,12.5,5,5,100.0,3,12,15,3,0,2,0,6,-7,0
PHI,PHI vs. MIA,2019-11-23,W,12,21,7,18,38.9,3,7,42.9,4,4,100.0,0,5,5,7,6,1,0,6,-6,1
ORL,ORL @ IND,2019-11-23,L,12,21,9,21,42.9,1,8,12.5,2,3,66.7,2,6,8,3,5,4,2,5,-7,0
NYK,NYK vs. SAS,2019-11-23,L,12,33,11,25,44.0,6,13,46.2,5,6,83.3,2,8,10,9,0,4,0,6,11,1
NOP,NOP @ UTA,2019-11-23,L,12,32,11,27,40.7,5,15,33.3,5,6,83.3,1,6,7,4,2,3,3,10,2,0
MIN,MIN vs. PHX,2019-11-23,L,12,25,9,20,45.0,2,7,28.6,5,12,41.7,3,16,19,5,2,0,5,4,7,1
MIL,MIL vs. DET,2019-11-23,W,12,27,11,26,42.3,5,16,31.3,0,0,0.0,5,8,13,7,4,4,2,4,6,1
MIA,MIA @ PHI,2019-11-23,L,12,27,11,19,57.9,1,7,14.3,4,4,100.0,2,7,9,6,3,1,2,2,6,0
MEM,MEM vs. LAL,2019-11-23,L,12,24,10,20,50.0,2,7,28.6,2,2,100.0,3,9,12,4,8,3,2,4,0,1
LAL,LAL @ MEM,2019-11-23,W,12,24,9,24,37.5,2,10,20.0,4,7,57.1,6,5,11,3,3,3,1,6,0,0
IND,IND vs. ORL,2019-11-23,W,12,28,10,18,55.6,3,4,75.0,5,5,100.0,2,8,10,7,6,2,0,4,7,1
DET,DET @ MIL,2019-11-23,L,12,21,8,20,40.0,3,11,27.3,2,2,100.0,0,9,9,6,6,0,0,4,-6,0
CLE,CLE vs. POR,2019-11-23,W,12,34,10,18,55.6,4,10,40.0,10,15,66.7,3,8,11,7,2,1,0,5,-1,1
CHI,CHI @ CHA,2019-11-23,W,12,47,18,29,62.1,10,17,58.8,1,2,50.0,5,2,7,6,2,3,0,7,6,0
CHA,CHA vs. CHI,2019-11-23,L,12,41,15,18,83.3,3,6,50.0,8,10,80.0,1,4,5,9,4,1,3,3,-6,1
ATL,ATL vs. TOR,2019-11-23,L,12,26,10,25,40.0,5,15,33.3,1,1,100.0,3,6,9,7,4,2,1,12,-6,1
WAS,WAS vs. CHA,2019-11-22,W,12,35,12,21,57.1,3,9,33.3,8,10,80.0,1,10,11,9,2,5,0,2,13,1
UTA,UTA vs. GSW,2019-11-22,W,12,23,8,23,34.8,2,8,25.0,5,7,71.4,4,8,12,4,6,1,2,3,-14,1
SAS,SAS @ PHI,2019-11-22,L,12,24,11,20,55.0,1,3,33.3,1,3,33.3,0,5,5,4,3,2,0,7,-4,0
SAC,SAC @ BKN,2019-11-22,L,12,27,10,22,45.5,1,7,14.3,6,7,85.7,1,4,5,7,3,3,1,8,-3,0
PHI,PHI vs. SAS,2019-11-22,W,12,28,9,18,50.0,3,8,37.5,7,10,70.0,5,9,14,7,6,3,2,7,4,1
OKC,OKC vs. LAL,2019-11-22,L,12,24,10,22,45.5,1,6,16.7,3,3,100.0,1,6,7,2,4,2,0,7,0,1
MIA,MIA @ CHI,2019-11-22,W,12,31,7,18,38.9,3,10,30.0,14,17,82.4,4,8,12,6,4,1,0,7,-10,0
LAL,LAL @ OKC,2019-11-22,W,12,24,6,15,40.0,3,7,42.9,9,10,90.0,3,9,12,3,7,2,2,5,0,0
LAC,LAC vs. HOU,2019-11-22,W,12,42,14,20,70.0,3,7,42.9,11,16,68.8,2,9,11,6,2,2,1,8,7,1
HOU,HOU @ LAC,2019-11-22,L,12,35,11,26,42.3,4,11,36.4,9,10,90.0,5,6,11,6,2,0,0,11,-7,0
GSW,GSW @ UTA,2019-11-22,L,12,37,15,25,60.0,6,9,66.7,1,1,100.0,0,12,12,9,2,5,0,6,14,0
DET,DET vs. ATL,2019-11-22,W,12,21,9,14,64.3,1,4,25.0,2,6,33.3,1,9,10,5,8,3,6,3,2,1
DEN,DEN vs. BOS,2019-11-22,W,12,26,8,21,38.1,1,7,14.3,9,11,81.8,3,4,7,7,5,4,1,5,-9,1
DAL,DAL vs. CLE,2019-11-22,W,12,32,14,26,53.8,4,8,50.0,0,0,0.0,2,10,12,6,2,2,1,5,2,1
CLE,CLE @ DAL,2019-11-22,L,12,30,12,25,48.0,2,5,40.0,4,4,100.0,2,8,10,8,2,2,1,3,-2,0
CHI,CHI vs. MIA,2019-11-22,L,12,41,15,30,50.0,6,12,50.0,5,5,100.0,7,7,14,7,1,2,1,10,10,1
CHA,CHA @ WAS,2019-11-22,L,12,22,9,20,45.0,4,12,33.3,0,0,0.0,0,7,7,4,8,2,2,9,-13,0
BOS,BOS @ DEN,2019-11-22,L,12,35,13,18,72.2,2,5,40.0,7,8,87.5,1,10,11,7,5,3,2,9,9,0
