index,Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,Court,Opponent,OppPTS,OppFGM,OppFGA,OppFG%,Opp3PM,Opp3PA,Opp3P%,OppFTM,OppFTA,OppFT%,OppOREB,OppDREB,OppREB,OppAST,OppTOV,OppSTL,OppBLK,OppPF,Pos,OppPos,Pace,OFFRTG,DEFRTG,Margin,formatted_date,week_of_season
386,GSW,GSW vs. LAL,2020-02-08,L,12,36,13,20,65.0,3,7,42.9,7,11,63.6,3,3,6,6,3,3,1,7,7,1,LAL,29,10,17,58.8,3,7,42.9,6,8,75.0,3,7,10,3,6,2,1,7,23.804,23.804,95.216,151.2350865400773,121.8282641572845,-5,2020-02-08,16
387,DET,DET vs. NYK,2020-02-08,L,12,25,8,16,50.0,4,7,57.1,5,8,62.5,2,7,9,3,4,0,2,7,-3,1,NYK,28,11,24,45.8,1,5,20.0,5,6,83.3,5,8,13,7,0,1,1,7,21.046083333333332,21.046083333333332,84.18433333333333,118.7869476901878,133.04138141301033,-3,2020-02-08,16
388,DEN,DEN @ PHX,2020-02-08,W,12,34,14,22,63.6,1,5,20.0,5,8,62.5,3,5,8,5,1,4,3,8,4,0,PHX,30,9,20,45.0,0,5,0.0,12,12,100.0,3,7,10,5,4,1,1,6,24.009124999999997,24.009124999999997,96.03649999999999,141.61282429076448,124.95249202126277,9,2020-02-08,16
391,BKN,BKN @ TOR,2020-02-08,L,12,30,12,25,48.0,2,8,25.0,4,5,80.0,5,13,18,7,1,0,1,5,11,0,TOR,19,6,22,27.3,1,5,20.0,6,7,85.7,2,7,9,3,0,1,1,6,22.36075,22.36075,89.443,134.16365730129803,84.97031629082208,-1,2020-02-08,16
392,WAS,WAS vs. DAL,2020-02-07,W,12,27,9,25,36.0,7,15,46.7,2,2,100.0,3,6,9,7,4,4,2,7,2,1,DAL,25,7,15,46.7,3,6,50.0,8,10,80.0,1,11,12,2,7,2,1,6,25.454285714285714,25.454285714285714,101.81714285714285,106.07251094398922,98.21528791110113,1,2020-02-07,16
393,UTA,UTA vs. POR,2020-02-07,W,12,29,12,26,46.2,2,9,22.2,3,5,60.0,9,11,20,5,3,0,1,3,4,1,POR,25,10,25,40.0,5,12,41.7,0,0,0.0,3,7,10,5,0,2,0,5,22.067232142857144,22.067232142857144,88.26892857142857,131.41657192103676,113.29014820779031,3,2020-02-07,16
394,TOR,TOR @ IND,2020-02-07,W,12,28,11,19,57.9,4,6,66.7,2,3,66.7,1,11,12,8,5,2,2,7,5,0,IND,23,8,23,34.8,3,12,25.0,4,5,80.0,2,8,10,6,4,0,3,4,25.38982905982906,25.38982905982906,101.55931623931625,110.28038012394761,90.5874551018141,9,2020-02-07,16
395,SAC,SAC vs. MIA,2020-02-07,W,12,22,8,19,42.1,4,11,36.4,2,4,50.0,0,7,7,6,0,3,2,5,1,1,MIA,21,7,18,38.9,3,11,27.3,4,7,57.1,1,12,13,5,5,0,0,2,22.464375,22.464375,89.8575,97.932838104777,93.48134546365078,8,2020-02-07,16
396,POR,POR @ UTA,2020-02-07,L,12,25,10,25,40.0,5,12,41.7,0,0,0.0,3,7,10,5,0,2,0,5,-4,0,UTA,29,12,26,46.2,2,9,22.2,3,5,60.0,9,11,20,5,3,0,1,3,22.067232142857144,22.067232142857144,88.26892857142857,113.29014820779031,131.41657192103676,-3,2020-02-07,16
399,OKC,OKC vs. DET,2020-02-07,W,12,30,9,21,42.9,0,6,0.0,12,14,85.7,4,6,10,4,2,1,3,7,-3,1,DET,33,12,22,54.5,4,11,36.4,5,8,62.5,2,6,8,4,4,2,0,9,24.9945,24.9945,99.978,120.02640580927806,132.02904639020585,7,2020-02-07,16
400,MIA,MIA @ SAC,2020-02-07,L,12,21,7,18,38.9,3,11,27.3,4,7,57.1,1,12,13,5,5,0,0,2,-1,0,SAC,22,8,19,42.1,4,11,36.4,2,4,50.0,0,7,7,6,0,3,2,5,22.464375,22.464375,89.8575,93.48134546365078,97.932838104777,-8,2020-02-07,16
402,IND,IND vs. TOR,2020-02-07,L,12,23,8,23,34.8,3,12,25.0,4,5,80.0,2,8,10,6,4,0,3,4,-5,1,TOR,28,11,19,57.9,4,6,66.7,2,3,66.7,1,11,12,8,5,2,2,7,25.38982905982906,25.38982905982906,101.55931623931625,90.5874551018141,110.28038012394761,-9,2020-02-07,16
404,DET,DET @ OKC,2020-02-07,L,12,33,12,22,54.5,4,11,36.4,5,8,62.5,2,6,8,4,4,2,0,9,3,0,OKC,30,9,21,42.9,0,6,0.0,12,14,85.7,4,6,10,4,2,1,3,7,24.9945,24.9945,99.978,132.02904639020585,120.02640580927806,-7,2020-02-07,16
405,DAL,DAL @ WAS,2020-02-07,L,12,25,7,15,46.7,3,6,50.0,8,10,80.0,1,11,12,2,7,2,1,6,-2,0,WAS,27,9,25,36.0,7,15,46.7,2,2,100.0,3,6,9,7,4,4,2,7,25.454285714285714,25.454285714285714,101.81714285714285,98.21528791110113,106.07251094398922,-1,2020-02-07,16
406,BOS,BOS vs. ATL,2020-02-07,W,12,25,7,18,38.9,3,7,42.9,8,8,100.0,2,8,10,5,5,2,0,6,-9,1,ATL,34,11,24,45.8,5,15,33.3,7,7,100.0,3,7,10,6,3,2,2,6,24.79540404040404,24.79540404040404,99.18161616161616,100.82513662315232,137.12218580748714,5,2020-02-07,16
407,ATL,ATL @ BOS,2020-02-07,L,12,34,11,24,45.8,5,15,33.3,7,7,100.0,3,7,10,6,3,2,2,6,9,0,BOS,25,7,18,38.9,3,7,42.9,8,8,100.0,2,8,10,5,5,2,0,6,24.79540404040404,24.79540404040404,99.18161616161616,137.12218580748714,100.82513662315232,-5,2020-02-07,16
408,SAS,SAS @ POR,2020-02-06,L,12,25,8,20,40.0,1,6,16.7,8,9,88.9,2,5,7,5,0,1,1,2,-14,0,POR,39,14,22,63.6,9,10,90.0,2,2,100.0,2,10,12,11,1,0,1,5,21.40714285714286,21.40714285714286,85.62857142857143,116.78345011678344,182.18218218218217,-8,2020-02-06,16
409,POR,POR vs. SAS,2020-02-06,W,12,39,14,22,63.6,9,10,90.0,2,2,100.0,2,10,12,11,1,0,1,5,14,1,SAS,25,8,20,40.0,1,6,16.7,8,9,88.9,2,5,7,5,0,1,1,2,21.40714285714286,21.40714285714286,85.62857142857143,182.18218218218217,116.78345011678344,8,2020-02-06,16
410,PHI,PHI @ MIL,2020-02-06,L,12,27,10,23,43.5,6,13,46.2,1,3,33.3,4,10,14,6,3,1,0,4,1,0,MIL,26,10,20,50.0,2,8,25.0,4,7,57.1,2,10,12,4,2,1,1,4,23.121190476190478,23.121190476190478,92.48476190476191,116.77599398613927,112.45095717183781,-11,2020-02-06,16
411,ORL,ORL @ NYK,2020-02-06,L,12,20,6,15,40.0,2,8,25.0,6,6,100.0,1,5,6,3,4,1,1,4,-9,0,NYK,29,12,23,52.2,4,8,50.0,1,2,50.0,5,7,12,9,2,3,2,5,20.055625,20.055625,80.2225,99.72264638972858,144.59783726510642,-2,2020-02-06,16
412,NYK,NYK vs. ORL,2020-02-06,W,12,29,12,23,52.2,4,8,50.0,1,2,50.0,5,7,12,9,2,3,2,5,9,1,ORL,20,6,15,40.0,2,8,25.0,6,6,100.0,1,5,6,3,4,1,1,4,20.055625,20.055625,80.2225,144.59783726510642,99.72264638972858,2,2020-02-06,16
414,MIL,MIL vs. PHI,2020-02-06,W,12,26,10,20,50.0,2,8,25.0,4,7,57.1,2,10,12,4,2,1,1,4,-1,1,PHI,27,10,23,43.5,6,13,46.2,1,3,33.3,4,10,14,6,3,1,0,4,23.121190476190478,23.121190476190478,92.48476190476191,112.45095717183781,116.77599398613927,11,2020-02-06,16
415,LAL,LAL vs. HOU,2020-02-06,L,12,18,8,23,34.8,1,11,9.1,1,2,50.0,1,8,9,4,6,3,1,6,-6,1,HOU,24,7,18,38.9,4,13,30.8,6,8,75.0,1,13,14,5,7,3,1,8,27.772896825396828,27.772896825396828,111.09158730158731,64.81138828679896,86.4151843823986,-10,2020-02-06,16
416,HOU,HOU @ LAL,2020-02-06,W,12,24,7,18,38.9,4,13,30.8,6,8,75.0,1,13,14,5,7,3,1,8,6,0,LAL,18,8,23,34.8,1,11,9.1,1,2,50.0,1,8,9,4,6,3,1,6,27.772896825396828,27.772896825396828,111.09158730158731,86.4151843823986,64.81138828679896,10,2020-02-06,16
418,UTA,UTA vs. DEN,2020-02-05,L,12,20,7,18,38.9,1,5,20.0,5,6,83.3,1,13,14,3,7,1,0,8,-6,1,DEN,26,9,22,40.9,1,7,14.3,7,12,58.3,4,9,13,5,2,3,2,5,25.875029411764707,25.875029411764707,103.50011764705883,77.29459813060741,100.48297756978964,-3,2020-02-05,16
419,TOR,TOR vs. IND,2020-02-05,W,12,37,13,22,59.1,3,9,33.3,8,9,88.9,3,7,10,9,2,2,0,5,5,1,IND,32,9,18,50.0,6,10,60.0,8,8,100.0,2,6,8,7,4,2,0,7,23.725,23.725,94.9,155.9536354056902,134.87881981032666,1,2020-02-05,16
420,PHX,PHX @ DET,2020-02-05,L,12,22,9,18,50.0,2,5,40.0,2,2,100.0,1,7,8,5,5,3,2,5,-5,0,DET,27,11,24,45.8,3,7,42.9,2,2,100.0,4,7,11,8,5,3,1,1,23.669034090909093,23.669034090909093,94.67613636363637,92.9484486587049,114.07309608113785,-8,2020-02-05,16
421,ORL,ORL @ BOS,2020-02-05,L,12,20,6,22,27.3,4,12,33.3,4,4,100.0,5,7,12,4,4,3,0,3,-9,0,BOS,29,11,20,55.0,5,7,71.4,2,2,100.0,2,9,11,5,3,3,2,3,21.572857142857146,21.572857142857146,86.29142857142858,92.70909211310509,134.42818356400238,-16,2020-02-05,16
422,OKC,OKC vs. CLE,2020-02-05,W,12,25,7,19,36.8,2,6,33.3,9,12,75.0,1,11,12,3,3,1,2,4,3,1,CLE,22,9,23,39.1,3,11,27.3,1,2,50.0,2,12,14,7,4,2,0,9,25.653846153846153,25.653846153846153,102.61538461538461,97.4512743628186,85.75712143928035,6,2020-02-05,16
423,MIN,MIN vs. ATL,2020-02-05,L,12,43,14,24,58.3,5,12,41.7,10,13,76.9,1,8,9,9,1,3,2,5,12,1,ATL,31,11,20,55.0,5,10,50.0,4,4,100.0,0,10,10,6,5,0,1,8,27.913636363636364,27.913636363636364,111.65454545454546,154.04657221950822,111.0568311349943,-7,2020-02-05,16
424,MIA,MIA @ LAC,2020-02-05,L,12,31,13,25,52.0,4,9,44.4,1,3,33.3,3,8,11,11,1,2,2,5,-5,0,LAC,36,13,21,61.9,7,11,63.6,3,6,50.0,1,10,11,12,3,0,1,5,24.842905982905982,24.842905982905982,99.37162393162393,124.7841135064095,144.91058342679815,-17,2020-02-05,16
426,LAC,LAC vs. MIA,2020-02-05,W,12,36,13,21,61.9,7,11,63.6,3,6,50.0,1,10,11,12,3,0,1,5,5,1,MIA,31,13,25,52.0,4,9,44.4,1,3,33.3,3,8,11,11,1,2,2,5,24.842905982905982,24.842905982905982,99.37162393162393,144.91058342679815,124.7841135064095,17,2020-02-05,16
427,IND,IND @ TOR,2020-02-05,L,12,32,9,18,50.0,6,10,60.0,8,8,100.0,2,6,8,7,4,2,0,7,-5,0,TOR,37,13,22,59.1,3,9,33.3,8,9,88.9,3,7,10,9,2,2,0,5,23.725,23.725,94.9,134.87881981032666,155.9536354056902,-1,2020-02-05,16
429,DET,DET vs. PHX,2020-02-05,W,12,27,11,24,45.8,3,7,42.9,2,2,100.0,4,7,11,8,5,3,1,1,5,1,PHX,22,9,18,50.0,2,5,40.0,2,2,100.0,1,7,8,5,5,3,2,5,23.669034090909093,23.669034090909093,94.67613636363637,114.07309608113785,92.9484486587049,8,2020-02-05,16
430,DEN,DEN @ UTA,2020-02-05,W,12,26,9,22,40.9,1,7,14.3,7,12,58.3,4,9,13,5,2,3,2,5,6,0,UTA,20,7,18,38.9,1,5,20.0,5,6,83.3,1,13,14,3,7,1,0,8,25.875029411764707,25.875029411764707,103.50011764705883,100.48297756978964,77.29459813060741,3,2020-02-05,16
432,CLE,CLE @ OKC,2020-02-05,L,12,22,9,23,39.1,3,11,27.3,1,2,50.0,2,12,14,7,4,2,0,9,-3,0,OKC,25,7,19,36.8,2,6,33.3,9,12,75.0,1,11,12,3,3,1,2,4,25.653846153846153,25.653846153846153,102.61538461538461,85.75712143928035,97.4512743628186,-6,2020-02-05,16
433,BOS,BOS vs. ORL,2020-02-05,W,12,29,11,20,55.0,5,7,71.4,2,2,100.0,2,9,11,5,3,3,2,3,9,1,ORL,20,6,22,27.3,4,12,33.3,4,4,100.0,5,7,12,4,4,3,0,3,21.572857142857146,21.572857142857146,86.29142857142858,134.42818356400238,92.70909211310509,16,2020-02-05,16
435,ATL,ATL @ MIN,2020-02-05,W,12,31,11,20,55.0,5,10,50.0,4,4,100.0,0,10,10,6,5,0,1,8,-12,0,MIN,43,14,24,58.3,5,12,41.7,10,13,76.9,1,8,9,9,1,3,2,5,27.913636363636364,27.913636363636364,111.65454545454546,111.0568311349943,154.04657221950822,7,2020-02-05,16
436,SAS,SAS @ LAL,2020-02-04,L,12,28,11,20,55.0,5,6,83.3,1,2,50.0,1,3,4,7,3,1,1,3,-14,0,LAL,42,16,24,66.7,8,13,61.5,2,2,100.0,3,9,12,8,3,2,0,2,23.1785,23.1785,92.714,120.80160493560842,181.20240740341265,-27,2020-02-04,16
438,NOP,NOP vs. MIL,2020-02-04,L,12,23,8,21,38.1,1,10,10.0,6,9,66.7,1,12,13,5,3,3,1,2,3,1,MIL,20,9,24,37.5,2,6,33.3,0,1,0.0,2,11,13,8,6,2,1,6,27.273988095238096,27.273988095238096,109.09595238095238,84.32943477017828,73.3299432784159,-12,2020-02-04,16
439,MIL,MIL @ NOP,2020-02-04,W,12,20,9,24,37.5,2,6,33.3,0,1,0.0,2,11,13,8,6,2,1,6,-3,0,NOP,23,8,21,38.1,1,10,10.0,6,9,66.7,1,12,13,5,3,3,1,2,27.273988095238096,27.273988095238096,109.09595238095238,73.3299432784159,84.32943477017828,12,2020-02-04,16
440,LAL,LAL vs. SAS,2020-02-04,W,12,42,16,24,66.7,8,13,61.5,2,2,100.0,3,9,12,8,3,2,0,2,14,1,SAS,28,11,20,55.0,5,6,83.3,1,2,50.0,1,3,4,7,3,1,1,3,23.1785,23.1785,92.714,181.20240740341265,120.80160493560842,27,2020-02-04,16
441,HOU,HOU vs. CHA,2020-02-04,W,12,33,13,27,48.1,6,18,33.3,1,1,100.0,2,11,13,7,1,3,2,4,11,1,CHA,22,6,17,35.3,4,8,50.0,6,7,85.7,1,8,9,3,5,0,0,4,24.611583333333332,24.611583333333332,98.44633333333333,134.08320607843868,89.38880405229246,15,2020-02-04,16
443,CHA,CHA @ HOU,2020-02-04,L,12,22,6,17,35.3,4,8,50.0,6,7,85.7,1,8,9,3,5,0,0,4,-11,0,HOU,33,13,27,48.1,6,18,33.3,1,1,100.0,2,11,13,7,1,3,2,4,24.611583333333332,24.611583333333332,98.44633333333333,89.38880405229246,134.08320607843868,-15,2020-02-04,16
444,WAS,WAS vs. GSW,2020-02-03,L,12,31,12,18,66.7,4,6,66.7,3,3,100.0,0,6,6,7,5,2,1,6,5,1,GSW,26,9,20,45.0,2,7,28.6,6,7,85.7,5,6,11,5,5,4,0,6,23.325,23.325,93.3,132.90460878885318,111.4683815648446,-8,2020-02-03,16
445,SAS,SAS @ LAC,2020-02-03,L,12,23,9,23,39.1,3,9,33.3,2,2,100.0,0,11,11,5,1,0,2,4,0,0,LAC,23,9,20,45.0,1,8,12.5,4,5,80.0,0,12,12,5,1,0,1,5,23.9,23.9,95.6,96.23430962343097,96.23430962343097,-3,2020-02-03,16
446,SAC,SAC vs. MIN,2020-02-03,W,12,20,4,15,26.7,1,4,25.0,11,13,84.6,3,7,10,2,6,3,2,4,-5,1,MIN,25,8,21,38.1,4,9,44.4,5,9,55.6,5,9,14,4,5,4,1,10,23.530833333333334,23.530833333333334,94.12333333333333,84.99486489357935,106.24358111697418,4,2020-02-03,16
447,PHX,PHX @ BKN,2020-02-03,L,12,24,9,19,47.4,2,4,50.0,4,5,80.0,3,7,10,6,6,2,3,4,-5,0,BKN,29,10,22,45.5,5,12,41.7,4,4,100.0,4,6,10,7,4,2,0,7,23.182121212121213,23.182121212121213,92.72848484848485,103.52805845675219,125.09640396857557,-22,2020-02-03,16
448,PHI,PHI @ MIA,2020-02-03,L,12,29,12,23,52.2,3,8,37.5,2,3,66.7,6,2,8,7,3,2,0,3,-11,0,MIA,40,14,18,77.8,7,11,63.6,5,5,100.0,1,3,4,11,2,0,1,4,19.96333333333333,19.96333333333333,79.85333333333332,145.2663215895809,200.3673401235599,-31,2020-02-03,16
449,ORL,ORL @ CHA,2020-02-03,W,12,27,8,15,53.3,6,9,66.7,5,7,71.4,1,10,11,6,2,0,1,2,4,0,CHA,23,9,26,34.6,3,13,23.1,2,3,66.7,6,8,14,4,0,1,0,5,19.67326388888889,19.67326388888889,78.69305555555556,137.2420974602446,116.90993487354172,12,2020-02-03,16
450,NYK,NYK @ CLE,2020-02-03,W,12,32,12,24,50.0,4,7,57.1,4,5,80.0,5,9,14,7,2,2,0,4,5,0,CLE,27,11,18,61.1,3,4,75.0,2,6,33.3,0,7,7,8,2,1,1,4,22.525,22.525,90.1,142.06437291897893,119.86681465038846,0,2020-02-03,16
451,MIN,MIN @ SAC,2020-02-03,L,12,25,8,21,38.1,4,9,44.4,5,9,55.6,5,9,14,4,5,4,1,10,5,0,SAC,20,4,15,26.7,1,4,25.0,11,13,84.6,3,7,10,2,6,3,2,4,23.530833333333334,23.530833333333334,94.12333333333333,106.24358111697418,84.99486489357935,-4,2020-02-03,16
452,MIA,MIA vs. PHI,2020-02-03,W,12,40,14,18,77.8,7,11,63.6,5,5,100.0,1,3,4,11,2,0,1,4,11,1,PHI,29,12,23,52.2,3,8,37.5,2,3,66.7,6,2,8,7,3,2,0,3,19.96333333333333,19.96333333333333,79.85333333333332,200.3673401235599,145.2663215895809,31,2020-02-03,16
453,MEM,MEM vs. DET,2020-02-03,W,12,24,11,23,47.8,0,4,0.0,2,2,100.0,3,8,11,8,3,1,1,4,5,1,DET,19,8,19,42.1,2,7,28.6,1,2,50.0,2,6,8,5,5,2,2,2,22.483,22.483,89.932,106.74732019748254,84.50829515634034,14,2020-02-03,16
454,LAC,LAC vs. SAS,2020-02-03,W,12,23,9,20,45.0,1,8,12.5,4,5,80.0,0,12,12,5,1,0,1,5,0,1,SAS,23,9,23,39.1,3,9,33.3,2,2,100.0,0,11,11,5,1,0,2,4,23.9,23.9,95.6,96.23430962343097,96.23430962343097,3,2020-02-03,16
455,IND,IND vs. DAL,2020-02-03,L,12,26,10,24,41.7,1,8,12.5,5,6,83.3,2,7,9,6,0,1,1,5,-4,1,DAL,30,9,23,39.1,4,13,30.8,8,8,100.0,6,11,17,4,2,0,0,5,22.690769230769227,22.690769230769227,90.76307692307691,114.58403959590481,132.2123533798902,-9,2020-02-03,16
456,GSW,GSW @ WAS,2020-02-03,W,12,26,9,20,45.0,2,7,28.6,6,7,85.7,5,6,11,5,5,4,0,6,-5,0,WAS,31,12,18,66.7,4,6,66.7,3,3,100.0,0,6,6,7,5,2,1,6,23.325,23.325,93.3,111.4683815648446,132.90460878885318,8,2020-02-03,16
457,DET,DET @ MEM,2020-02-03,L,12,19,8,19,42.1,2,7,28.6,1,2,50.0,2,6,8,5,5,2,2,2,-5,0,MEM,24,11,23,47.8,0,4,0.0,2,2,100.0,3,8,11,8,3,1,1,4,22.483,22.483,89.932,84.50829515634034,106.74732019748254,-14,2020-02-03,16
458,DAL,DAL @ IND,2020-02-03,W,12,30,9,23,39.1,4,13,30.8,8,8,100.0,6,11,17,4,2,0,0,5,4,0,IND,26,10,24,41.7,1,8,12.5,5,6,83.3,2,7,9,6,0,1,1,5,22.690769230769227,22.690769230769227,90.76307692307691,132.2123533798902,114.58403959590481,9,2020-02-03,16
459,CLE,CLE vs. NYK,2020-02-03,L,12,27,11,18,61.1,3,4,75.0,2,6,33.3,0,7,7,8,2,1,1,4,-5,1,NYK,32,12,24,50.0,4,7,57.1,4,5,80.0,5,9,14,7,2,2,0,4,22.525,22.525,90.1,119.86681465038846,142.06437291897893,0,2020-02-03,16
460,CHA,CHA vs. ORL,2020-02-03,L,12,23,9,26,34.6,3,13,23.1,2,3,66.7,6,8,14,4,0,1,0,5,-4,1,ORL,27,8,15,53.3,6,9,66.7,5,7,71.4,1,10,11,6,2,0,1,2,19.67326388888889,19.67326388888889,78.69305555555556,116.90993487354172,137.2420974602446,-12,2020-02-03,16
461,BOS,BOS @ ATL,2020-02-03,W,12,28,10,18,55.6,1,2,50.0,7,7,100.0,3,9,12,5,10,5,2,7,-3,0,ATL,31,11,25,44.0,2,6,33.3,7,7,100.0,2,3,5,6,5,6,1,5,28.298181818181817,28.298181818181817,113.19272727272727,98.94628630172193,109.54767411976356,8,2020-02-03,16
462,BKN,BKN vs. PHX,2020-02-03,W,12,29,10,22,45.5,5,12,41.7,4,4,100.0,4,6,10,7,4,2,0,7,5,1,PHX,24,9,19,47.4,2,4,50.0,4,5,80.0,3,7,10,6,6,2,3,4,23.182121212121213,23.182121212121213,92.72848484848485,125.09640396857557,103.52805845675219,22,2020-02-03,16
463,ATL,ATL vs. BOS,2020-02-03,L,12,31,11,25,44.0,2,6,33.3,7,7,100.0,2,3,5,6,5,6,1,5,3,1,BOS,28,10,18,55.6,1,2,50.0,7,7,100.0,3,9,12,5,10,5,2,7,28.298181818181817,28.298181818181817,113.19272727272727,109.54767411976356,98.94628630172193,-8,2020-02-03,16
464,TOR,TOR vs. CHI,2020-02-02,W,12,34,12,17,70.6,6,9,66.7,4,6,66.7,0,11,11,8,4,2,1,7,17,1,CHI,17,5,20,25.0,1,11,9.1,6,10,60.0,6,5,11,2,4,3,0,6,22.86764705882353,22.86764705882353,91.47058823529412,148.68167202572346,74.34083601286173,27,2020-02-02,15
465,PHX,PHX @ MIL,2020-02-02,L,12,28,10,21,47.6,3,9,33.3,5,6,83.3,0,6,6,4,1,1,1,5,-4,0,MIL,32,12,21,57.1,5,10,50.0,3,5,60.0,3,9,12,7,5,1,2,7,24.595,24.595,98.38,113.84427729213256,130.10774547672293,-21,2020-02-02,15
466,NOP,NOP @ HOU,2020-02-02,L,12,16,5,22,22.7,0,9,0.0,6,9,66.7,3,9,12,1,2,3,3,5,-9,0,HOU,25,9,26,34.6,3,13,23.1,4,4,100.0,7,14,21,5,4,2,0,5,24.0159375,24.0159375,96.06375,66.62242521242405,104.09753939441258,-8,2020-02-02,15
467,MIL,MIL vs. PHX,2020-02-02,W,12,32,12,21,57.1,5,10,50.0,3,5,60.0,3,9,12,7,5,1,2,7,4,1,PHX,28,10,21,47.6,3,9,33.3,5,6,83.3,0,6,6,4,1,1,1,5,24.595,24.595,98.38,130.10774547672293,113.84427729213256,21,2020-02-02,15
468,HOU,HOU vs. NOP,2020-02-02,W,12,25,9,26,34.6,3,13,23.1,4,4,100.0,7,14,21,5,4,2,0,5,9,1,NOP,16,5,22,22.7,0,9,0.0,6,9,66.7,3,9,12,1,2,3,3,5,24.0159375,24.0159375,96.06375,104.09753939441258,66.62242521242405,8,2020-02-02,15
469,DET,DET vs. DEN,2020-02-02,W,12,21,9,19,47.4,1,4,25.0,2,2,100.0,3,10,13,5,3,0,1,5,-1,1,DEN,22,9,22,40.9,2,6,33.3,2,2,100.0,3,6,9,6,0,2,1,3,19.41166666666667,19.41166666666667,77.64666666666668,108.18236455739674,113.33390572679659,0,2020-02-02,15
470,DEN,DEN @ DET,2020-02-02,L,12,22,9,22,40.9,2,6,33.3,2,2,100.0,3,6,9,6,0,2,1,3,1,0,DET,21,9,19,47.4,1,4,25.0,2,2,100.0,3,10,13,5,3,0,1,5,19.41166666666667,19.41166666666667,77.64666666666668,113.33390572679659,108.18236455739674,0,2020-02-02,15
471,CHI,CHI @ TOR,2020-02-02,L,12,17,5,20,25.0,1,11,9.1,6,10,60.0,6,5,11,2,4,3,0,6,-17,0,TOR,34,12,17,70.6,6,9,66.7,4,6,66.7,0,11,11,8,4,2,1,7,22.86764705882353,22.86764705882353,91.47058823529412,74.34083601286173,148.68167202572346,-27,2020-02-02,15
472,WAS,WAS vs. BKN,2020-02-01,W,12,32,11,21,52.4,2,7,28.6,8,14,57.1,5,10,15,6,3,1,1,6,9,1,BKN,23,9,27,33.3,1,11,9.1,4,7,57.1,7,8,15,5,2,2,1,10,24.677013574660634,24.677013574660634,98.70805429864254,129.67533491515726,93.20414697026929,6,2020-02-01,15
473,UTA,UTA @ POR,2020-02-01,L,12,24,11,25,44.0,2,10,20.0,0,0,0.0,4,7,11,4,5,1,1,8,-6,0,POR,30,10,21,47.6,3,6,50.0,7,10,70.0,2,9,11,3,3,2,1,6,25.38760683760684,25.38760683760684,101.55042735042736,94.53431413806453,118.16789267258068,-17,2020-02-01,15
474,SAS,SAS vs. CHA,2020-02-01,W,12,35,14,23,60.9,5,10,50.0,2,3,66.7,3,12,15,9,3,4,1,6,19,1,CHA,16,5,21,23.8,3,13,23.1,3,4,75.0,3,7,10,4,4,2,1,2,23.7435,23.7435,94.974,147.40876450396948,67.3868637732432,24,2020-02-01,15
475,SAC,SAC vs. LAL,2020-02-01,L,12,24,9,21,42.9,2,8,25.0,4,6,66.7,3,9,12,5,5,2,1,5,-1,1,LAL,25,8,18,44.4,3,10,30.0,6,7,85.7,1,11,12,4,6,3,2,7,25.689285714285713,25.689285714285713,102.75714285714285,93.42416238009176,97.31683581259558,-16,2020-02-01,15
476,POR,POR vs. UTA,2020-02-01,W,12,30,10,21,47.6,3,6,50.0,7,10,70.0,2,9,11,3,3,2,1,6,6,1,UTA,24,11,25,44.0,2,10,20.0,0,0,0.0,4,7,11,4,5,1,1,8,25.38760683760684,25.38760683760684,101.55042735042736,118.16789267258068,94.53431413806453,17,2020-02-01,15
477,PHI,PHI @ BOS,2020-02-01,L,12,28,8,20,40.0,3,9,33.3,9,10,90.0,5,7,12,4,3,1,1,8,-2,0,BOS,30,10,19,52.6,3,8,37.5,7,10,70.0,2,5,7,5,2,2,1,6,21.72,21.72,86.88,128.9134438305709,138.12154696132598,-21,2020-02-01,15
478,ORL,ORL vs. MIA,2020-02-01,L,12,22,6,18,33.3,2,10,20.0,8,9,88.9,1,8,9,5,1,0,2,6,-4,1,MIA,26,7,19,36.8,4,11,36.4,8,9,88.9,3,9,12,6,3,1,1,8,21.707090909090912,21.707090909090912,86.82836363636365,101.34937054502507,119.77652882593873,-13,2020-02-01,15
479,NYK,NYK @ IND,2020-02-01,W,12,20,9,21,42.9,0,5,0.0,2,2,100.0,3,14,17,2,2,1,1,4,6,0,IND,14,5,18,27.8,2,9,22.2,2,3,66.7,0,7,7,4,2,0,0,3,20.573999999999998,20.573999999999998,82.29599999999999,97.21007096335181,68.04704967434627,7,2020-02-01,15
480,MIN,MIN @ LAC,2020-02-01,L,12,20,5,19,26.3,1,10,10.0,9,10,90.0,0,14,14,3,5,1,1,3,0,0,LAC,20,8,28,28.6,4,11,36.4,0,0,0.0,5,12,17,5,2,1,3,9,26.184210526315788,26.184210526315788,104.73684210526315,76.3819095477387,76.3819095477387,-12,2020-02-01,15
481,MIA,MIA @ ORL,2020-02-01,W,12,26,7,19,36.8,4,11,36.4,8,9,88.9,3,9,12,6,3,1,1,8,4,0,ORL,22,6,18,33.3,2,10,20.0,8,9,88.9,1,8,9,5,1,0,2,6,21.707090909090912,21.707090909090912,86.82836363636365,119.77652882593873,101.34937054502507,13,2020-02-01,15
