index,Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,Court,Opponent,OppPTS,OppFGM,OppFGA,OppFG%,Opp3PM,Opp3PA,Opp3P%,OppFTM,OppFTA,OppFT%,OppOREB,OppDREB,OppREB,OppAST,OppTOV,OppSTL,OppBLK,OppPF,Pos,OppPos,Pace,OFFRTG,DEFRTG,Margin,formatted_date,week_of_season
1007,GSW,GSW vs. PHX,2019-12-27,W,12,39,12,22,54.5,3,9,33.3,12,14,85.7,4,10,14,7,1,2,0,5,21,1,PHX,18,6,18,33.3,0,9,0.0,6,8,75.0,3,5,8,2,5,0,0,9,23.540683760683763,23.540683760683763,94.16273504273505,165.67063385446542,76.46336947129174,9,2019-12-27,10
1008,CLE,CLE @ BOS,2019-12-27,L,12,36,13,20,65.0,2,4,50.0,8,11,72.7,1,6,7,6,2,3,1,4,-1,0,BOS,37,14,23,60.9,5,10,50.0,4,5,80.0,4,5,9,7,4,0,2,8,25.149833333333333,25.149833333333333,100.59933333333333,143.1421016706539,147.1182711615054,-12,2019-12-27,10
1009,CHA,CHA vs. OKC,2019-12-27,L,12,29,13,25,52.0,3,9,33.3,0,0,0.0,4,8,12,6,4,3,0,5,7,1,OKC,22,8,18,44.4,0,8,0.0,6,7,85.7,1,7,8,2,5,2,1,3,24.4710101010101,24.4710101010101,97.8840404040404,118.50757234905866,89.90229626480313,0,2019-12-27,10
1010,BOS,BOS vs. CLE,2019-12-27,W,12,37,14,23,60.9,5,10,50.0,4,5,80.0,4,5,9,7,4,0,2,8,1,1,CLE,36,13,20,65.0,2,4,50.0,8,11,72.7,1,6,7,6,2,3,1,4,25.149833333333333,25.149833333333333,100.59933333333333,147.1182711615054,143.1421016706539,12,2019-12-27,10
1013,UTA,UTA vs. POR,2019-12-26,W,12,25,8,16,50.0,2,9,22.2,7,10,70.0,2,7,9,5,6,0,1,4,-14,1,POR,39,16,25,64.0,5,9,55.6,2,2,100.0,2,9,11,4,1,3,0,8,24.551818181818184,24.551818181818184,98.20727272727274,101.82545266042136,158.84770615025732,6,2019-12-26,10
1014,SAS,SAS @ DAL,2019-12-26,L,12,24,9,18,50.0,3,9,33.3,3,3,100.0,0,10,10,5,4,3,1,4,1,0,DAL,23,8,19,42.1,7,14,50.0,0,2,0.0,2,9,11,7,5,3,1,2,23.019166666666667,23.019166666666667,92.07666666666667,104.26094196864932,99.91673605328893,-4,2019-12-26,10
1015,SAC,SAC vs. MIN,2019-12-26,L,12,11,4,23,17.4,1,5,20.0,2,2,100.0,4,9,13,1,3,2,2,6,-8,1,MIN,19,5,17,29.4,1,6,16.7,8,8,100.0,2,12,14,2,3,3,2,3,21.29147727272727,21.29147727272727,85.16590909090908,51.663864649214105,89.2375843940971,0,2019-12-26,10
1016,POR,POR @ UTA,2019-12-26,L,12,39,16,25,64.0,5,9,55.6,2,2,100.0,2,9,11,4,1,3,0,8,14,0,UTA,25,8,16,50.0,2,9,22.2,7,10,70.0,2,7,9,5,6,0,1,4,24.551818181818184,24.551818181818184,98.20727272727274,158.84770615025732,101.82545266042136,-6,2019-12-26,10
1017,OKC,OKC vs. MEM,2019-12-26,L,12,23,9,20,45.0,2,9,22.2,3,4,75.0,1,6,7,5,2,1,0,3,-1,1,MEM,24,11,21,52.4,1,4,25.0,1,2,50.0,2,8,10,4,2,0,0,3,21.70861111111111,21.70861111111111,86.83444444444444,105.94874025924173,110.55520722703484,-13,2019-12-26,10
1018,NYK,NYK @ BKN,2019-12-26,W,12,15,6,17,35.3,0,5,0.0,3,4,75.0,3,12,15,3,5,0,0,8,-6,0,BKN,21,5,21,23.8,3,14,21.4,8,11,72.7,5,8,13,4,0,0,0,5,20.37735294117647,20.37735294117647,81.50941176470587,73.61113115771546,103.05558362080166,12,2019-12-26,10
1019,MIN,MIN @ SAC,2019-12-26,W,12,19,5,17,29.4,1,6,16.7,8,8,100.0,2,12,14,2,3,3,2,3,8,0,SAC,11,4,23,17.4,1,5,20.0,2,2,100.0,4,9,13,1,3,2,2,6,21.29147727272727,21.29147727272727,85.16590909090908,89.2375843940971,51.663864649214105,0,2019-12-26,10
1020,MEM,MEM @ OKC,2019-12-26,W,12,24,11,21,52.4,1,4,25.0,1,2,50.0,2,8,10,4,2,0,0,3,1,0,OKC,23,9,20,45.0,2,9,22.2,3,4,75.0,1,6,7,5,2,1,0,3,21.70861111111111,21.70861111111111,86.83444444444444,110.55520722703484,105.94874025924173,13,2019-12-26,10
1022,DAL,DAL vs. SAS,2019-12-26,W,12,23,8,19,42.1,7,14,50.0,0,2,0.0,2,9,11,7,5,3,1,2,-1,1,SAS,24,9,18,50.0,3,9,33.3,3,3,100.0,0,10,10,5,4,3,1,4,23.019166666666667,23.019166666666667,92.07666666666667,99.91673605328893,104.26094196864932,4,2019-12-26,10
1023,BKN,BKN vs. NYK,2019-12-26,L,12,21,5,21,23.8,3,14,21.4,8,11,72.7,5,8,13,4,0,0,0,5,6,1,NYK,15,6,17,35.3,0,5,0.0,3,4,75.0,3,12,15,3,5,0,0,8,20.37735294117647,20.37735294117647,81.50941176470587,103.05558362080166,73.61113115771546,-12,2019-12-26,10
1024,TOR,TOR vs. BOS,2019-12-25,L,12,33,12,24,50.0,2,5,40.0,7,7,100.0,2,8,10,3,2,3,2,3,3,1,BOS,30,12,23,52.2,2,10,20.0,4,5,80.0,2,8,10,5,5,2,2,6,26.939,26.939,107.756,122.49897917517355,111.36270834106685,-16,2019-12-25,10
1026,NOP,NOP @ DEN,2019-12-25,W,12,28,10,27,37.0,6,10,60.0,2,2,100.0,6,11,17,7,1,2,1,2,8,0,DEN,20,7,21,33.3,4,14,28.6,2,2,100.0,3,8,11,5,2,0,2,4,20.79714285714286,20.79714285714286,83.18857142857144,134.6338782799835,96.16705591427393,12,2019-12-25,10
1028,LAL,LAL vs. LAC,2019-12-25,L,12,20,8,22,36.4,3,13,23.1,1,3,33.3,2,8,10,3,3,2,1,7,-5,1,LAC,25,7,20,35.0,1,9,11.1,10,10,100.0,4,9,13,4,2,1,2,5,22.419848484848487,22.419848484848487,89.67939393939395,89.20666887430644,111.50833609288307,-5,2019-12-25,10
1029,LAC,LAC @ LAL,2019-12-25,W,12,25,7,20,35.0,1,9,11.1,10,10,100.0,4,9,13,4,2,1,2,5,5,0,LAL,20,8,22,36.4,3,13,23.1,1,3,33.3,2,8,10,3,3,2,1,7,22.419848484848487,22.419848484848487,89.67939393939395,111.50833609288307,89.20666887430644,5,2019-12-25,10
1030,HOU,HOU @ GSW,2019-12-25,L,12,17,6,20,30.0,2,11,18.2,3,5,60.0,1,10,11,2,3,1,2,10,-7,0,GSW,24,6,16,37.5,4,10,40.0,8,10,80.0,1,12,13,5,4,0,1,4,23.437482517482515,23.437482517482515,93.74993006993006,72.5333874374918,102.40007638234137,-12,2019-12-25,10
1031,GSW,GSW vs. HOU,2019-12-25,W,12,24,6,16,37.5,4,10,40.0,8,10,80.0,1,12,13,5,4,0,1,4,7,1,HOU,17,6,20,30.0,2,11,18.2,3,5,60.0,1,10,11,2,3,1,2,10,23.437482517482515,23.437482517482515,93.74993006993006,102.40007638234137,72.5333874374918,12,2019-12-25,10
1032,DEN,DEN vs. NOP,2019-12-25,L,12,20,7,21,33.3,4,14,28.6,2,2,100.0,3,8,11,5,2,0,2,4,-8,1,NOP,28,10,27,37.0,6,10,60.0,2,2,100.0,6,11,17,7,1,2,1,2,20.79714285714286,20.79714285714286,83.18857142857144,96.16705591427393,134.6338782799835,-12,2019-12-25,10
1033,BOS,BOS @ TOR,2019-12-25,W,12,30,12,23,52.2,2,10,20.0,4,5,80.0,2,8,10,5,5,2,2,6,-3,0,TOR,33,12,24,50.0,2,5,40.0,7,7,100.0,2,8,10,3,2,3,2,3,26.939,26.939,107.756,111.36270834106685,122.49897917517355,16,2019-12-25,10
1034,WAS,WAS @ NYK,2019-12-23,W,12,27,8,20,40.0,2,9,22.2,9,13,69.2,1,8,9,6,2,3,1,3,3,0,NYK,24,10,26,38.5,2,11,18.2,2,2,100.0,6,10,16,5,4,1,1,9,24.74779220779221,24.74779220779221,98.99116883116884,109.10064127457258,96.97834779962005,6,2019-12-23,10
1035,UTA,UTA @ MIA,2019-12-23,L,12,23,9,25,36.0,3,13,23.1,2,2,100.0,4,7,11,4,3,1,0,6,-8,0,MIA,31,11,21,52.4,3,5,60.0,6,6,100.0,3,11,14,3,3,2,1,3,23.712333333333333,23.712333333333333,94.84933333333333,96.99593741653429,130.7336547788071,-3,2019-12-23,10
1036,TOR,TOR @ IND,2019-12-23,L,12,28,9,18,50.0,4,10,40.0,6,10,60.0,3,6,9,6,1,2,2,4,-1,0,IND,29,11,19,57.9,4,7,57.1,3,3,100.0,1,7,8,7,3,0,0,7,21.044071428571428,21.044071428571428,84.17628571428571,133.05410074775048,137.806032917313,0,2019-12-23,10
1037,SAS,SAS @ MEM,2019-12-23,W,12,37,16,22,72.7,3,6,50.0,2,3,66.7,2,11,13,10,5,3,0,4,11,0,MEM,26,10,21,47.6,3,8,37.5,3,5,60.0,1,3,4,6,4,3,0,4,25.825583333333334,25.825583333333334,103.30233333333334,143.2687870877392,100.67536389949242,30,2019-12-23,10
1038,SAC,SAC vs. HOU,2019-12-23,L,12,25,10,18,55.6,1,7,14.3,4,9,44.4,3,12,15,3,4,2,2,8,9,1,HOU,16,3,17,17.6,3,11,27.3,7,8,87.5,2,6,8,1,4,2,1,7,22.403333333333336,22.403333333333336,89.61333333333334,111.59053712245199,71.41794375836929,-9,2019-12-23,10
1039,POR,POR vs. NOP,2019-12-23,L,12,17,6,21,28.6,2,11,18.2,3,4,75.0,2,10,12,3,2,1,0,3,-3,1,NOP,20,8,22,36.4,3,8,37.5,1,2,50.0,3,13,16,4,3,0,0,4,22.401538461538465,22.401538461538465,89.60615384615386,75.88764507932146,89.27958244626055,-8,2019-12-23,10
1040,PHX,PHX vs. DEN,2019-12-23,L,12,30,11,20,55.0,4,9,44.4,4,4,100.0,0,8,8,8,6,2,0,8,-1,1,DEN,31,9,17,52.9,3,5,60.0,10,11,90.9,1,8,9,7,5,3,1,4,26.524444444444445,26.524444444444445,106.09777777777778,113.10321715817695,116.87332439678283,-2,2019-12-23,10
1041,PHI,PHI @ DET,2019-12-23,W,12,31,13,24,54.2,3,9,33.3,2,2,100.0,4,6,10,7,3,3,2,5,8,0,DET,23,9,17,52.9,0,4,0.0,5,7,71.4,2,7,9,4,5,3,0,2,23.09,23.09,92.36,134.2572542226072,99.6102208748376,16,2019-12-23,10
1042,ORL,ORL vs. CHI,2019-12-23,W,12,20,9,19,47.4,2,7,28.6,0,0,0.0,1,13,14,6,5,2,7,4,6,1,CHI,14,6,25,24.0,2,8,25.0,0,0,0.0,5,9,14,1,3,2,0,1,22.64138888888889,22.64138888888889,90.56555555555556,88.3338036290471,61.833662540332966,8,2019-12-23,10
1043,NYK,NYK vs. WAS,2019-12-23,L,12,24,10,26,38.5,2,11,18.2,2,2,100.0,6,10,16,5,4,1,1,9,-3,1,WAS,27,8,20,40.0,2,9,22.2,9,13,69.2,1,8,9,6,2,3,1,3,24.74779220779221,24.74779220779221,98.99116883116884,96.97834779962005,109.10064127457258,-6,2019-12-23,10
1044,NOP,NOP @ POR,2019-12-23,W,12,20,8,22,36.4,3,8,37.5,1,2,50.0,3,13,16,4,3,0,0,4,3,0,POR,17,6,21,28.6,2,11,18.2,3,4,75.0,2,10,12,3,2,1,0,3,22.401538461538465,22.401538461538465,89.60615384615386,89.27958244626055,75.88764507932146,8,2019-12-23,10
1045,MIN,MIN @ GSW,2019-12-23,L,12,37,14,27,51.9,5,10,50.0,4,5,80.0,4,6,10,6,3,4,0,5,8,0,GSW,29,8,15,53.3,4,6,66.7,9,10,90.0,0,8,8,7,8,1,1,8,27.181666666666665,27.181666666666665,108.72666666666666,136.12116009565273,106.6895579128089,-9,2019-12-23,10
1046,MIA,MIA vs. UTA,2019-12-23,W,12,31,11,21,52.4,3,5,60.0,6,6,100.0,3,11,14,3,3,2,1,3,8,1,UTA,23,9,25,36.0,3,13,23.1,2,2,100.0,4,7,11,4,3,1,0,6,23.712333333333333,23.712333333333333,94.84933333333333,130.7336547788071,96.99593741653429,3,2019-12-23,10
1047,MEM,MEM vs. SAS,2019-12-23,L,12,26,10,21,47.6,3,8,37.5,3,5,60.0,1,3,4,6,4,3,0,4,-11,1,SAS,37,16,22,72.7,3,6,50.0,2,3,66.7,2,11,13,10,5,3,0,4,25.825583333333334,25.825583333333334,103.30233333333334,100.67536389949242,143.2687870877392,-30,2019-12-23,10
1048,IND,IND vs. TOR,2019-12-23,W,12,29,11,19,57.9,4,7,57.1,3,3,100.0,1,7,8,7,3,0,0,7,1,1,TOR,28,9,18,50.0,4,10,40.0,6,10,60.0,3,6,9,6,1,2,2,4,21.044071428571428,21.044071428571428,84.17628571428571,137.806032917313,133.05410074775048,0,2019-12-23,10
1049,HOU,HOU @ SAC,2019-12-23,W,12,16,3,17,17.6,3,11,27.3,7,8,87.5,2,6,8,1,4,2,1,7,-9,0,SAC,25,10,18,55.6,1,7,14.3,4,9,44.4,3,12,15,3,4,2,2,8,22.403333333333336,22.403333333333336,89.61333333333334,71.41794375836929,111.59053712245199,9,2019-12-23,10
1050,GSW,GSW vs. MIN,2019-12-23,W,12,29,8,15,53.3,4,6,66.7,9,10,90.0,0,8,8,7,8,1,1,8,-8,1,MIN,37,14,27,51.9,5,10,50.0,4,5,80.0,4,6,10,6,3,4,0,5,27.181666666666665,27.181666666666665,108.72666666666666,106.6895579128089,136.12116009565273,9,2019-12-23,10
1051,DET,DET vs. PHI,2019-12-23,L,12,23,9,17,52.9,0,4,0.0,5,7,71.4,2,7,9,4,5,3,0,2,-8,1,PHI,31,13,24,54.2,3,9,33.3,2,2,100.0,4,6,10,7,3,3,2,5,23.09,23.09,92.36,99.6102208748376,134.2572542226072,-16,2019-12-23,10
1052,DEN,DEN @ PHX,2019-12-23,W,12,31,9,17,52.9,3,5,60.0,10,11,90.9,1,8,9,7,5,3,1,4,1,0,PHX,30,11,20,55.0,4,9,44.4,4,4,100.0,0,8,8,8,6,2,0,8,26.524444444444445,26.524444444444445,106.09777777777778,116.87332439678283,113.10321715817695,2,2019-12-23,10
1053,CLE,CLE vs. ATL,2019-12-23,W,12,27,11,19,57.9,3,8,37.5,2,2,100.0,0,11,11,4,7,3,1,5,3,1,ATL,24,7,19,36.8,6,13,46.2,4,6,66.7,0,7,7,3,5,3,2,4,26.6,26.6,106.4,101.50375939849623,90.22556390977444,3,2019-12-23,10
1054,CHI,CHI @ ORL,2019-12-23,L,12,14,6,25,24.0,2,8,25.0,0,0,0.0,5,9,14,1,3,2,0,1,-6,0,ORL,20,9,19,47.4,2,7,28.6,0,0,0.0,1,13,14,6,5,2,7,4,22.64138888888889,22.64138888888889,90.56555555555556,61.833662540332966,88.3338036290471,-8,2019-12-23,10
1055,ATL,ATL @ CLE,2019-12-23,L,12,24,7,19,36.8,6,13,46.2,4,6,66.7,0,7,7,3,5,3,2,4,-3,0,CLE,27,11,19,57.9,3,8,37.5,2,2,100.0,0,11,11,4,7,3,1,5,26.6,26.6,106.4,90.22556390977444,101.50375939849623,-3,2019-12-23,10
1057,OKC,OKC vs. LAC,2019-12-22,W,12,32,12,24,50.0,2,5,40.0,6,6,100.0,5,7,12,6,2,4,4,4,9,1,LAC,23,9,22,40.9,0,3,0.0,5,5,100.0,4,6,10,2,6,2,1,8,23.75272727272727,23.75272727272727,95.01090909090908,134.72137170851195,96.83098591549297,6,2019-12-22,9
1058,MIL,MIL vs. IND,2019-12-22,W,12,34,14,28,50.0,5,14,35.7,1,2,50.0,5,12,17,12,1,2,1,3,18,1,IND,16,7,23,30.4,1,9,11.1,1,2,50.0,3,7,10,4,3,0,0,3,23.467166666666667,23.467166666666667,93.86866666666667,144.8832766347308,68.18036547516742,28,2019-12-22,9
1059,LAL,LAL vs. DEN,2019-12-22,L,12,26,10,16,62.5,4,6,66.7,2,2,100.0,1,4,5,6,6,2,3,8,-11,1,DEN,37,13,23,56.5,4,11,36.4,7,10,70.0,6,5,11,10,3,4,0,4,22.655,22.655,90.62,114.76495254910614,163.31935555065107,-24,2019-12-22,9
1060,LAC,LAC @ OKC,2019-12-22,L,12,23,9,22,40.9,0,3,0.0,5,5,100.0,4,6,10,2,6,2,1,8,-9,0,OKC,32,12,24,50.0,2,5,40.0,6,6,100.0,5,7,12,6,2,4,4,4,23.75272727272727,23.75272727272727,95.01090909090908,96.83098591549297,134.72137170851195,-6,2019-12-22,9
1061,IND,IND @ MIL,2019-12-22,L,12,16,7,23,30.4,1,9,11.1,1,2,50.0,3,7,10,4,3,0,0,3,-18,0,MIL,34,14,28,50.0,5,14,35.7,1,2,50.0,5,12,17,12,1,2,1,3,23.467166666666667,23.467166666666667,93.86866666666667,68.18036547516742,144.8832766347308,-28,2019-12-22,9
1062,DEN,DEN @ LAL,2019-12-22,W,12,37,13,23,56.5,4,11,36.4,7,10,70.0,6,5,11,10,3,4,0,4,11,0,LAL,26,10,16,62.5,4,6,66.7,2,2,100.0,1,4,5,6,6,2,3,8,22.655,22.655,90.62,163.31935555065107,114.76495254910614,24,2019-12-22,9
1064,CHA,CHA @ BOS,2019-12-22,L,12,16,5,22,22.7,2,11,18.2,4,4,100.0,0,6,6,3,1,0,1,3,-19,0,BOS,35,15,22,68.2,4,8,50.0,1,2,50.0,1,15,16,9,3,1,3,5,24.665,24.665,98.66,64.8692479221569,141.90147982971823,-26,2019-12-22,9
1065,BOS,BOS vs. CHA,2019-12-22,W,12,35,15,22,68.2,4,8,50.0,1,2,50.0,1,15,16,9,3,1,3,5,19,1,CHA,16,5,22,22.7,2,11,18.2,4,4,100.0,0,6,6,3,1,0,1,3,24.665,24.665,98.66,141.90147982971823,64.8692479221569,26,2019-12-22,9
1066,WAS,WAS @ PHI,2019-12-21,L,12,28,10,19,52.6,1,4,25.0,7,9,77.8,0,6,6,4,3,1,0,5,-9,0,PHI,37,14,23,60.9,6,10,60.0,3,4,75.0,3,6,9,8,2,1,1,7,24.495,24.495,97.98,114.3090426617677,151.05123494590734,-17,2019-12-21,9
1067,UTA,UTA @ CHA,2019-12-21,W,12,30,11,21,52.4,4,9,44.4,4,4,100.0,2,11,13,9,6,2,0,8,9,0,CHA,21,7,20,35.0,1,4,25.0,6,8,75.0,3,7,10,2,5,4,2,7,25.72075396825397,25.72075396825397,102.88301587301588,116.6373273389564,81.64612913726947,7,2019-12-21,9
1069,SAC,SAC @ MEM,2019-12-21,L,12,37,13,32,40.6,4,13,30.8,7,9,77.8,8,8,16,5,1,5,1,9,9,0,MEM,28,7,16,43.8,1,5,20.0,13,16,81.3,3,9,12,4,6,1,3,5,26.40328877005348,26.40328877005348,105.61315508021391,140.13405800403652,106.0473952462979,-4,2019-12-21,9
1070,POR,POR vs. MIN,2019-12-21,W,12,30,10,22,45.5,2,8,25.0,8,8,100.0,1,9,10,3,4,2,3,5,4,1,MIN,26,9,24,37.5,6,13,46.2,2,2,100.0,3,8,11,5,5,2,2,6,26.780416666666667,26.780416666666667,107.12166666666667,112.02215549297527,97.08586809391191,7,2019-12-21,9
1071,PHX,PHX vs. HOU,2019-12-21,L,12,30,9,25,36.0,2,6,33.3,10,14,71.4,5,10,15,2,1,2,0,3,-3,1,HOU,33,11,23,47.8,8,17,47.1,3,3,100.0,1,12,13,5,3,0,3,9,26.298716577540105,26.298716577540105,105.19486631016042,114.07400780014072,125.48140858015479,-14,2019-12-21,9
1072,PHI,PHI vs. WAS,2019-12-21,W,12,37,14,23,60.9,6,10,60.0,3,4,75.0,3,6,9,8,2,1,1,7,9,1,WAS,28,10,19,52.6,1,4,25.0,7,9,77.8,0,6,6,4,3,1,0,5,24.495,24.495,97.98,151.05123494590734,114.3090426617677,17,2019-12-21,9
1074,MIN,MIN @ POR,2019-12-21,L,12,26,9,24,37.5,6,13,46.2,2,2,100.0,3,8,11,5,5,2,2,6,-4,0,POR,30,10,22,45.5,2,8,25.0,8,8,100.0,1,9,10,3,4,2,3,5,26.780416666666667,26.780416666666667,107.12166666666667,97.08586809391191,112.02215549297527,-7,2019-12-21,9
1076,MEM,MEM vs. SAC,2019-12-21,W,12,28,7,16,43.8,1,5,20.0,13,16,81.3,3,9,12,4,6,1,3,5,-9,1,SAC,37,13,32,40.6,4,13,30.8,7,9,77.8,8,8,16,5,1,5,1,9,26.40328877005348,26.40328877005348,105.61315508021391,106.0473952462979,140.13405800403652,4,2019-12-21,9
1078,HOU,HOU @ PHX,2019-12-21,W,12,33,11,23,47.8,8,17,47.1,3,3,100.0,1,12,13,5,3,0,3,9,3,0,PHX,30,9,25,36.0,2,6,33.3,10,14,71.4,5,10,15,2,1,2,0,3,26.298716577540105,26.298716577540105,105.19486631016042,125.48140858015479,114.07400780014072,14,2019-12-21,9
1079,DET,DET vs. CHI,2019-12-21,L,12,18,7,19,36.8,4,9,44.4,0,0,0.0,2,5,7,6,5,3,1,9,-8,1,CHI,26,6,18,33.3,4,9,44.4,10,10,100.0,5,8,13,3,5,3,0,3,21.006,21.006,84.024,85.68980291345329,123.77415976387698,-12,2019-12-21,9
1080,CHI,CHI @ DET,2019-12-21,W,12,26,6,18,33.3,4,9,44.4,10,10,100.0,5,8,13,3,5,3,0,3,8,0,DET,18,7,19,36.8,4,9,44.4,0,0,0.0,2,5,7,6,5,3,1,9,21.006,21.006,84.024,123.77415976387698,85.68980291345329,12,2019-12-21,9
1081,CHA,CHA vs. UTA,2019-12-21,L,12,21,7,20,35.0,1,4,25.0,6,8,75.0,3,7,10,2,5,4,2,7,-9,1,UTA,30,11,21,52.4,4,9,44.4,4,4,100.0,2,11,13,9,6,2,0,8,25.72075396825397,25.72075396825397,102.88301587301588,81.64612913726947,116.6373273389564,-7,2019-12-21,9
1082,BKN,BKN vs. ATL,2019-12-21,W,12,37,13,22,59.1,2,6,33.3,9,13,69.2,3,21,24,4,7,3,1,3,23,1,ATL,14,6,26,23.1,0,14,0.0,2,3,66.7,0,6,6,1,3,5,0,9,30.595,30.595,122.38,120.93479326687368,45.759110965844094,10,2019-12-21,9
1083,ATL,ATL @ BKN,2019-12-21,L,12,14,6,26,23.1,0,14,0.0,2,3,66.7,0,6,6,1,3,5,0,9,-23,0,BKN,37,13,22,59.1,2,6,33.3,9,13,69.2,3,21,24,4,7,3,1,3,30.595,30.595,122.38,45.759110965844094,120.93479326687368,-10,2019-12-21,9
1084,WAS,WAS @ TOR,2019-12-20,L,12,33,12,21,57.1,5,12,41.7,4,6,66.7,1,6,7,6,1,3,0,9,7,0,TOR,26,6,13,46.2,2,5,40.0,12,15,80.0,2,8,10,4,6,1,0,6,23.228749999999998,23.228749999999998,92.91499999999999,142.06532852607222,111.93025883872359,-4,2019-12-20,9
1085,TOR,TOR vs. WAS,2019-12-20,W,12,26,6,13,46.2,2,5,40.0,12,15,80.0,2,8,10,4,6,1,0,6,-7,1,WAS,33,12,21,57.1,5,12,41.7,4,6,66.7,1,6,7,6,1,3,0,9,23.228749999999998,23.228749999999998,92.91499999999999,111.93025883872359,142.06532852607222,4,2019-12-20,9
1086,SAC,SAC @ IND,2019-12-20,L,12,26,9,23,39.1,2,8,25.0,6,7,85.7,3,6,9,5,2,1,2,2,-1,0,IND,27,11,23,47.8,4,9,44.4,1,2,50.0,2,11,13,10,2,0,0,5,23.59,23.59,94.36,110.21619330224672,114.45527766002543,-14,2019-12-20,9
1087,POR,POR vs. ORL,2019-12-20,W,12,25,7,18,38.9,4,6,66.7,7,9,77.8,3,7,10,3,4,1,0,5,-3,1,ORL,28,10,22,45.5,2,6,33.3,6,7,85.7,4,9,13,6,4,3,1,6,23.39420454545455,23.39420454545455,93.5768181818182,106.8640737556407,119.68776260631759,15,2019-12-20,9
1088,PHX,PHX @ OKC,2019-12-20,L,12,17,7,28,25.0,1,8,12.5,2,2,100.0,9,6,15,6,5,4,1,5,-8,0,OKC,25,11,21,52.4,1,3,33.3,2,2,100.0,2,8,10,5,4,3,4,3,22.514558823529413,22.514558823529413,90.05823529411765,75.50669828019778,111.03926217676144,-18,2019-12-20,9
1089,PHI,PHI vs. DAL,2019-12-20,L,12,21,9,24,37.5,3,13,23.1,0,0,0.0,7,6,13,6,4,2,1,7,-8,1,DAL,29,10,16,62.5,2,4,50.0,7,8,87.5,1,7,8,4,3,3,2,2,20.628928571428574,20.628928571428574,82.5157142857143,101.79879157216807,140.57928359966064,-19,2019-12-20,9
1090,ORL,ORL @ POR,2019-12-20,L,12,28,10,22,45.5,2,6,33.3,6,7,85.7,4,9,13,6,4,3,1,6,3,0,POR,25,7,18,38.9,4,6,66.7,7,9,77.8,3,7,10,3,4,1,0,5,23.39420454545455,23.39420454545455,93.5768181818182,119.68776260631759,106.8640737556407,-15,2019-12-20,9
1091,OKC,OKC vs. PHX,2019-12-20,W,12,25,11,21,52.4,1,3,33.3,2,2,100.0,2,8,10,5,4,3,4,3,8,1,PHX,17,7,28,25.0,1,8,12.5,2,2,100.0,9,6,15,6,5,4,1,5,22.514558823529413,22.514558823529413,90.05823529411765,111.03926217676144,75.50669828019778,18,2019-12-20,9
1093,NOP,NOP @ GSW,2019-12-20,L,12,21,7,21,33.3,2,9,22.2,5,8,62.5,5,7,12,4,3,3,2,8,-7,0,GSW,28,6,18,33.3,2,7,28.6,14,14,100.0,4,9,13,1,3,1,1,5,21.890454545454546,21.890454545454546,87.56181818181818,95.93222450632281,127.90963267509707,-4,2019-12-20,9
1094,MIN,MIN @ DEN,2019-12-20,L,12,25,10,19,52.6,3,10,30.0,2,2,100.0,1,8,9,6,5,1,3,1,-2,0,DEN,27,11,20,55.0,4,8,50.0,1,2,50.0,1,5,6,6,4,3,1,4,23.4625,23.4625,93.85,106.55301012253598,115.07725093233884,-9,2019-12-20,9
1096,MEM,MEM @ CLE,2019-12-20,L,12,20,8,29,27.6,3,13,23.1,1,2,50.0,5,10,15,6,3,0,2,7,-13,0,CLE,33,10,24,41.7,3,6,50.0,10,15,66.7,6,14,20,5,0,2,6,4,25.63467105263158,25.63467105263158,102.53868421052633,78.0193354497789,128.73190349213516,-7,2019-12-20,9
1097,IND,IND vs. SAC,2019-12-20,W,12,27,11,23,47.8,4,9,44.4,1,2,50.0,2,11,13,10,2,0,0,5,1,1,SAC,26,9,23,39.1,2,8,25.0,6,7,85.7,3,6,9,5,2,1,2,2,23.59,23.59,94.36,114.45527766002543,110.21619330224672,14,2019-12-20,9
1098,GSW,GSW vs. NOP,2019-12-20,W,12,28,6,18,33.3,2,7,28.6,14,14,100.0,4,9,13,1,3,1,1,5,7,1,NOP,21,7,21,33.3,2,9,22.2,5,8,62.5,5,7,12,4,3,3,2,8,21.890454545454546,21.890454545454546,87.56181818181818,127.90963267509707,95.93222450632281,4,2019-12-20,9
1100,DEN,DEN vs. MIN,2019-12-20,W,12,27,11,20,55.0,4,8,50.0,1,2,50.0,1,5,6,6,4,3,1,4,2,1,MIN,25,10,19,52.6,3,10,30.0,2,2,100.0,1,8,9,6,5,1,3,1,23.4625,23.4625,93.85,115.07725093233884,106.55301012253598,9,2019-12-20,9
1101,DAL,DAL @ PHI,2019-12-20,W,12,29,10,16,62.5,2,4,50.0,7,8,87.5,1,7,8,4,3,3,2,2,8,0,PHI,21,9,24,37.5,3,13,23.1,0,0,0.0,7,6,13,6,4,2,1,7,20.628928571428574,20.628928571428574,82.5157142857143,140.57928359966064,101.79879157216807,19,2019-12-20,9
