Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
MEM,MEM @ CHA,11/13/2019,,W,12,31,12,22,54.5,4,7,57.1,3,5,60.0,3,9,12,9,5,2,1,6,-1
POR,POR vs. TOR,11/13/2019,,L,12,25,7,21,33.3,6,13,46.2,5,6,83.3,3,7,10,5,4,1,3,6,-8
BOS,BOS vs. WAS,11/13/2019,,W,12,34,14,23,60.9,5,11,45.5,1,2,50.0,1,6,7,12,3,2,2,4,4
HOU,HOU vs. LAC,11/13/2019,,W,12,25,7,23,30.4,2,9,22.2,9,10,90.0,4,7,11,2,1,2,1,4,-6
CHA,CHA vs. MEM,11/13/2019,,L,12,32,13,24,54.2,5,9,55.6,1,1,100.0,2,8,10,9,4,1,0,4,1
WAS,WAS @ BOS,11/13/2019,,L,12,30,13,21,61.9,2,6,33.3,2,2,100.0,0,6,6,10,3,0,0,4,-4
PHX,PHX vs. LAL,11/12/2019,,L,12,34,14,21,66.7,5,10,50.0,1,1,100.0,1,5,6,11,3,0,0,4,-1
OKC,OKC @ IND,11/12/2019,,L,12,20,7,20,35.0,0,8,0.0,6,6,100.0,2,4,6,5,2,2,0,4,-14
LAL,LAL @ PHX,11/12/2019,,W,12,35,15,24,62.5,0,4,0.0,5,8,62.5,2,5,7,11,0,1,1,2,1
NYK,NYK @ CHI,11/12/2019,,L,12,31,10,21,47.6,3,9,33.3,8,13,61.5,2,6,8,9,1,4,1,5,6
CLE,CLE @ PHI,11/12/2019,,L,12,30,12,26,46.2,1,6,16.7,5,9,55.6,4,10,14,5,1,3,0,2,2
CHI,CHI vs. NYK,11/12/2019,,W,12,25,10,22,45.5,0,8,0.0,5,5,100.0,5,11,16,6,5,0,0,7,-6
DET,DET @ MIA,11/12/2019,,L,12,35,11,17,64.7,6,10,60.0,7,11,63.6,0,7,7,9,4,2,4,8,2
IND,IND vs. OKC,11/12/2019,,W,12,34,15,21,71.4,4,5,80.0,0,0,0.0,1,8,9,8,3,2,0,5,14
DEN,DEN vs. ATL,11/12/2019,,L,12,35,13,21,61.9,5,9,55.6,4,6,66.7,1,5,6,9,2,2,0,5,0
PHI,PHI vs. CLE,11/12/2019,,W,12,28,10,20,50.0,5,9,55.6,3,3,100.0,0,12,12,6,6,1,4,8,-2
ATL,ATL @ DEN,11/12/2019,,W,12,35,15,22,68.2,4,7,57.1,1,5,20.0,2,5,7,11,4,0,0,4,0
MIA,MIA vs. DET,11/12/2019,,W,12,33,12,26,46.2,5,12,41.7,4,6,66.7,5,6,11,9,4,1,0,8,-2
UTA,UTA vs. BKN,11/12/2019,,W,12,31,11,21,52.4,2,6,33.3,7,10,70.0,2,10,12,5,4,3,2,6,7
BKN,BKN @ UTA,11/12/2019,,L,12,24,9,23,39.1,3,11,27.3,3,5,60.0,2,8,10,5,6,2,1,6,-7
SAC,SAC vs. POR,11/12/2019,,W,12,35,11,19,57.9,2,5,40.0,11,13,84.6,3,11,14,8,4,3,2,5,14
POR,POR @ SAC,11/12/2019,,L,12,21,8,20,40.0,2,7,28.6,3,3,100.0,0,3,3,5,5,2,0,7,-14
HOU,HOU @ NOP,11/11/2019,,W,12,32,12,23,52.2,4,13,30.8,4,5,80.0,1,11,12,5,6,0,2,5,2
NOP,NOP vs. HOU,11/11/2019,,L,12,30,11,28,39.3,2,12,16.7,6,7,85.7,3,8,11,6,4,4,1,5,-2
SAS,SAS vs. MEM,11/11/2019,,L,12,26,9,21,42.9,5,11,45.5,3,3,100.0,2,4,6,5,3,2,0,4,-8
BOS,BOS vs. DAL,11/11/2019,,W,12,30,10,21,47.6,6,12,50.0,4,4,100.0,2,9,11,8,1,1,1,5,5
MEM,MEM @ SAS,11/11/2019,,W,12,34,14,22,63.6,4,8,50.0,2,2,100.0,3,9,12,10,2,0,2,4,8
LAC,LAC vs. TOR,11/11/2019,,W,12,22,8,29,27.6,3,12,25.0,3,3,100.0,9,8,17,5,7,2,1,9,-10
MIN,MIN @ DET,11/11/2019,,W,12,26,11,25,44.0,3,12,25.0,1,1,100.0,3,8,11,4,3,1,1,4,-4
UTA,UTA @ GSW,11/11/2019,,W,12,28,11,18,61.1,6,10,60.0,0,3,0.0,1,11,12,10,6,0,1,5,-3
TOR,TOR @ LAC,11/11/2019,,L,12,32,11,19,57.9,4,8,50.0,6,7,85.7,0,10,10,7,5,2,1,4,10
DAL,DAL @ BOS,11/11/2019,,L,12,25,9,23,39.1,5,14,35.7,2,2,100.0,3,9,12,4,2,0,0,6,-5
GSW,GSW vs. UTA,11/11/2019,,L,12,31,13,28,46.4,5,9,55.6,0,2,0.0,4,7,11,5,1,3,0,3,3
DET,DET vs. MIN,11/11/2019,,L,12,30,11,26,42.3,4,8,50.0,4,4,100.0,7,10,17,7,4,2,1,4,4
CHA,CHA @ PHI,11/10/2019,,L,12,23,10,22,45.5,1,6,16.7,2,2,100.0,1,4,5,5,2,1,1,3,-12
LAL,LAL vs. TOR,11/10/2019,,L,12,18,8,26,30.8,2,8,25.0,0,0,0.0,4,11,15,7,3,3,2,4,-8
ATL,ATL @ POR,11/10/2019,,L,12,31,10,16,62.5,3,7,42.9,8,9,88.9,0,9,9,8,5,3,2,3,2
BKN,BKN @ PHX,11/10/2019,,L,12,30,12,26,46.2,1,7,14.3,5,5,100.0,4,8,12,9,3,0,0,6,-8
POR,POR vs. ATL,11/10/2019,,W,12,29,13,28,46.4,3,9,33.3,0,1,0.0,5,7,12,6,3,3,0,7,-2
PHI,PHI vs. CHA,11/10/2019,,W,12,35,15,24,62.5,4,8,50.0,1,1,100.0,2,11,13,9,3,0,0,3,12
OKC,OKC vs. MIL,11/10/2019,,L,12,24,9,22,40.9,3,12,25.0,3,4,75.0,2,7,9,7,4,1,1,7,-13
NYK,NYK vs. CLE,11/10/2019,,L,12,27,6,22,27.3,3,8,37.5,12,14,85.7,8,8,16,3,4,2,1,5,3
PHX,PHX vs. BKN,11/10/2019,,W,12,38,14,24,58.3,6,12,50.0,4,6,66.7,1,8,9,9,2,1,3,6,8
ORL,ORL vs. IND,11/10/2019,,L,12,17,5,16,31.3,4,10,40.0,3,4,75.0,1,4,5,4,4,1,2,3,-13
TOR,TOR @ LAL,11/10/2019,,W,12,26,9,20,45.0,5,11,45.5,3,4,75.0,0,13,13,6,4,1,2,1,8
MIL,MIL @ OKC,11/10/2019,,W,12,37,15,23,65.2,2,5,40.0,5,5,100.0,1,12,13,11,2,2,0,4,13
IND,IND @ ORL,11/10/2019,,W,12,30,13,22,59.1,4,5,80.0,0,0,0.0,5,9,14,8,4,2,1,4,13
DEN,DEN @ MIN,11/10/2019,,W,12,27,9,21,42.9,1,5,20.0,8,10,80.0,4,9,13,5,1,2,1,5,14
CLE,CLE @ NYK,11/10/2019,,W,12,24,8,19,42.1,3,9,33.3,5,5,100.0,2,7,9,6,5,2,1,10,-3
MIN,MIN vs. DEN,11/10/2019,,L,12,13,4,17,23.5,0,10,0.0,5,6,83.3,1,7,8,3,4,1,2,7,-14
SAS,SAS vs. BOS,11/09/2019,,L,12,37,14,24,58.3,6,8,75.0,3,4,75.0,3,8,11,6,4,0,1,7,5
HOU,HOU @ CHI,11/09/2019,,W,12,36,12,27,44.4,7,14,50.0,5,6,83.3,2,13,15,6,3,6,1,5,18
CHA,CHA vs. NOP,11/09/2019,,L,12,25,9,23,39.1,4,9,44.4,3,5,60.0,4,8,12,6,6,0,0,8,-1
DAL,DAL @ MEM,11/09/2019,,W,12,36,13,25,52.0,6,11,54.5,4,4,100.0,5,9,14,5,4,2,1,2,7
MEM,MEM vs. DAL,11/09/2019,,L,12,29,13,25,52.0,3,12,25.0,0,0,0.0,2,6,8,8,3,2,2,3,-7
BOS,BOS @ SAS,11/09/2019,,W,12,32,12,21,57.1,2,8,25.0,6,7,85.7,1,7,8,8,3,1,2,6,-5
NOP,NOP @ CHA,11/09/2019,,W,12,26,9,15,60.0,3,8,37.5,5,10,50.0,1,10,11,3,6,4,1,6,1
CHI,CHI vs. HOU,11/09/2019,,L,12,18,6,23,26.1,1,9,11.1,5,5,100.0,4,12,16,4,7,0,3,6,-18
OKC,OKC vs. GSW,11/09/2019,,W,12,24,7,18,38.9,3,9,33.3,7,8,87.5,1,7,8,5,5,1,2,3,-17
GSW,GSW @ OKC,11/09/2019,,L,12,41,17,26,65.4,4,6,66.7,3,3,100.0,2,10,12,7,2,3,2,6,17
GSW,GSW @ MIN,11/08/2019,,L,12,25,11,27,40.7,3,10,30.0,0,0,0.0,2,14,16,4,3,1,2,7,5
SAC,SAC @ ATL,11/08/2019,,W,12,28,7,20,35.0,4,8,50.0,10,13,76.9,6,7,13,4,5,3,1,7,-8
DAL,DAL vs. NYK,11/08/2019,,L,12,23,8,16,50.0,4,9,44.4,3,3,100.0,1,11,12,3,6,1,1,2,0
MIN,MIN vs. GSW,11/08/2019,,W,12,20,8,26,30.8,1,11,9.1,3,6,50.0,4,12,16,4,3,0,0,2,-5
CLE,CLE @ WAS,11/08/2019,,W,12,21,8,19,42.1,1,6,16.7,4,4,100.0,2,9,11,5,5,2,3,6,-11
NYK,NYK @ DAL,11/08/2019,,W,12,23,8,22,36.4,5,11,45.5,2,4,50.0,2,6,8,6,1,4,0,3,0
POR,POR vs. BKN,11/08/2019,,L,12,37,13,27,48.1,4,9,44.4,7,7,100.0,5,9,14,1,3,0,4,8,2
MIL,MIL @ UTA,11/08/2019,,L,12,39,14,22,63.6,3,7,42.9,8,12,66.7,4,12,16,7,4,1,1,6,13
DEN,DEN vs. PHI,11/08/2019,,W,12,23,9,24,37.5,3,8,37.5,2,2,100.0,2,7,9,6,2,4,1,4,-4
MEM,MEM @ ORL,11/08/2019,,L,12,30,10,23,43.5,4,10,40.0,6,7,85.7,2,8,10,8,2,1,0,6,-3
WAS,WAS vs. CLE,11/08/2019,,L,12,32,13,29,44.8,4,8,50.0,2,3,66.7,8,9,17,9,3,3,1,4,11
ORL,ORL vs. MEM,11/08/2019,,W,12,33,13,22,59.1,4,10,40.0,3,4,75.0,0,11,11,10,2,1,2,7,3
DET,DET @ IND,11/08/2019,,L,12,19,8,20,40.0,2,7,28.6,1,3,33.3,3,8,11,5,6,1,1,9,-9
LAL,LAL vs. MIA,11/08/2019,,W,12,30,12,24,50.0,1,8,12.5,5,6,83.3,3,9,12,9,3,3,0,4,10
BKN,BKN @ POR,11/08/2019,,W,12,35,10,23,43.5,4,8,50.0,11,13,84.6,4,5,9,4,1,1,3,6,-2
IND,IND vs. DET,11/08/2019,,W,12,28,11,23,47.8,0,3,0.0,6,8,75.0,6,7,13,6,2,2,5,4,9
MIA,MIA @ LAL,11/08/2019,,L,12,20,9,21,42.9,1,8,12.5,1,3,33.3,2,6,8,5,3,2,1,4,-10
UTA,UTA vs. MIL,11/08/2019,,W,12,26,9,23,39.1,4,11,36.4,4,5,80.0,1,5,6,3,3,0,0,9,-13
NOP,NOP vs. TOR,11/08/2019,,L,12,22,7,20,35.0,4,13,30.8,4,7,57.1,2,8,10,5,7,1,2,4,0
PHI,PHI @ DEN,11/08/2019,,L,12,27,11,18,61.1,3,6,50.0,2,7,28.6,1,11,12,7,5,2,2,3,4
ATL,ATL vs. SAC,11/08/2019,,L,12,36,14,23,60.9,4,7,57.1,4,5,80.0,3,7,10,7,3,1,3,8,8
TOR,TOR @ NOP,11/08/2019,,W,12,22,9,23,39.1,4,11,36.4,0,0,0.0,4,9,13,7,6,2,2,7,0
CHA,CHA vs. BOS,11/07/2019,,L,12,24,8,22,36.4,0,7,0.0,8,10,80.0,3,7,10,4,4,2,2,1,-9
LAC,LAC vs. POR,11/07/2019,,W,12,23,7,21,33.3,2,7,28.6,7,8,87.5,3,9,12,5,5,1,1,5,-13
OKC,OKC @ SAS,11/07/2019,,L,12,27,10,20,50.0,3,4,75.0,4,4,100.0,0,4,4,5,3,3,1,5,-9
MIA,MIA @ PHX,11/07/2019,,W,12,29,9,19,47.4,4,8,50.0,7,8,87.5,0,9,9,5,3,2,3,7,0
PHX,PHX vs. MIA,11/07/2019,,L,12,29,8,20,40.0,3,8,37.5,10,13,76.9,1,10,11,6,4,3,1,5,0
SAS,SAS vs. OKC,11/07/2019,,W,12,36,14,23,60.9,3,5,60.0,5,5,100.0,4,8,12,8,4,1,0,4,9
POR,POR @ LAC,11/07/2019,,L,12,36,14,28,50.0,2,8,25.0,6,7,85.7,6,11,17,7,2,4,2,7,13
BOS,BOS @ CHA,11/07/2019,,W,12,33,13,23,56.5,7,14,50.0,0,0,0.0,2,10,12,9,5,1,1,7,9
CHI,CHI @ ATL,11/06/2019,,W,12,35,12,20,60.0,3,7,42.9,8,11,72.7,4,5,9,6,7,5,3,10,11
ATL,ATL vs. CHI,11/06/2019,,L,12,24,6,14,42.9,2,3,66.7,10,13,76.9,1,5,6,4,9,3,1,9,-11
MEM,MEM vs. MIN,11/06/2019,,W,12,29,12,23,52.2,1,6,16.7,4,8,50.0,0,11,11,8,4,0,0,9,-3
UTA,UTA vs. PHI,11/06/2019,,W,12,26,9,23,39.1,2,4,50.0,6,9,66.7,4,14,18,5,3,2,2,3,9
MIL,MIL @ LAC,11/06/2019,,W,12,28,9,21,42.9,3,10,30.0,7,10,70.0,2,10,12,5,5,1,2,9,-2
TOR,TOR vs. SAC,11/06/2019,,W,12,29,10,21,47.6,4,8,50.0,5,6,83.3,0,10,10,7,4,4,1,6,-1
PHI,PHI @ UTA,11/06/2019,,L,12,17,5,23,21.7,3,9,33.3,4,4,100.0,0,9,9,3,4,3,1,7,-9
MIN,MIN @ MEM,11/06/2019,,L,12,32,9,19,47.4,4,11,36.4,10,12,83.3,0,11,11,8,3,2,2,7,3
IND,IND vs. WAS,11/06/2019,,W,12,24,10,24,41.7,1,5,20.0,3,3,100.0,2,12,14,9,3,1,2,7,6
LAC,LAC vs. MIL,11/06/2019,,L,12,30,8,20,40.0,2,4,50.0,12,13,92.3,2,9,11,3,5,1,1,8,2
GSW,GSW @ HOU,11/06/2019,,L,12,31,9,24,37.5,3,8,37.5,10,13,76.9,4,11,15,5,5,3,0,3,-4
DET,DET vs. NYK,11/06/2019,,W,12,32,13,20,65.0,5,9,55.6,1,2,50.0,0,7,7,11,3,2,1,3,6
NYK,NYK @ DET,11/06/2019,,L,12,26,9,20,45.0,4,8,50.0,4,5,80.0,2,7,9,8,4,1,0,4,-6
SAC,SAC @ TOR,11/06/2019,,L,12,30,11,25,44.0,3,11,27.3,5,7,71.4,4,10,14,6,4,3,2,6,1
HOU,HOU vs. GSW,11/06/2019,,W,12,35,13,27,48.1,5,12,41.7,4,5,80.0,3,11,14,12,4,4,1,8,4
WAS,WAS @ IND,11/06/2019,,L,12,18,6,26,23.1,2,9,22.2,4,4,100.0,6,10,16,2,5,0,1,6,-6
ORL,ORL @ DAL,11/06/2019,,L,12,23,9,21,42.9,3,9,33.3,2,4,50.0,1,4,5,5,2,3,1,7,-9
DAL,DAL vs. ORL,11/06/2019,,W,12,32,11,20,55.0,2,4,50.0,8,9,88.9,4,11,15,5,3,1,0,6,9
ORL,ORL @ OKC,11/05/2019,,L,12,26,8,20,40.0,0,6,0.0,10,12,83.3,3,12,15,5,2,1,2,5,3
SAS,SAS @ ATL,11/05/2019,,L,12,33,13,25,52.0,2,10,20.0,5,7,71.4,5,3,8,6,3,2,1,4,7
CLE,CLE vs. BOS,11/05/2019,,L,12,31,9,22,40.9,4,6,66.7,9,9,100.0,3,7,10,7,3,0,0,4,3
MIA,MIA @ DEN,11/05/2019,,L,12,21,6,22,27.3,3,9,33.3,6,10,60.0,2,8,10,4,2,3,0,7,-10
CHA,CHA vs. IND,11/05/2019,,W,12,21,6,19,31.6,3,9,33.3,6,8,75.0,2,5,7,5,5,2,0,4,-7
CHI,CHI vs. LAL,11/05/2019,,L,12,28,11,25,44.0,5,8,62.5,1,3,33.3,1,7,8,6,3,3,1,7,-4
BOS,BOS @ CLE,11/05/2019,,W,12,28,13,22,59.1,2,9,22.2,0,0,0.0,1,9,10,7,4,2,4,7,-3
ATL,ATL vs. SAS,11/05/2019,,W,12,26,11,19,57.9,2,6,33.3,2,4,50.0,1,8,9,4,7,2,1,7,-7
IND,IND @ CHA,11/05/2019,,L,12,28,13,22,59.1,2,7,28.6,0,0,0.0,2,11,13,4,5,2,4,6,7
DEN,DEN vs. MIA,11/05/2019,,W,12,31,11,22,50.0,4,9,44.4,5,8,62.5,4,12,16,9,5,2,2,7,10
LAL,LAL @ CHI,11/05/2019,,W,12,32,11,21,52.4,2,7,28.6,8,8,100.0,1,13,14,7,5,2,5,6,4
OKC,OKC vs. ORL,11/05/2019,,W,12,23,8,22,36.4,3,7,42.9,4,4,100.0,1,8,9,5,2,2,1,9,-3
NOP,NOP @ BKN,11/04/2019,,L,12,48,17,26,65.4,8,11,72.7,6,8,75.0,3,9,12,7,7,5,0,10,11
DET,DET @ WAS,11/04/2019,,L,12,17,6,17,35.3,2,7,28.6,3,4,75.0,4,6,10,3,10,1,4,5,-13
GSW,GSW vs. POR,11/04/2019,,W,12,27,11,26,42.3,1,3,33.3,4,4,100.0,6,14,20,7,3,2,0,3,7
MIN,MIN vs. MIL,11/04/2019,,L,12,25,7,24,29.2,1,10,10.0,10,12,83.3,2,7,9,3,3,3,0,5,-13
WAS,WAS vs. DET,11/04/2019,,W,12,30,11,24,45.8,3,9,33.3,5,6,83.3,4,6,10,7,5,5,0,8,13
POR,POR @ GSW,11/04/2019,,L,12,20,9,25,36.0,2,10,20.0,0,1,0.0,3,7,10,3,2,1,1,4,-7
MIL,MIL @ MIN,11/04/2019,,W,12,38,15,25,60.0,5,13,38.5,3,6,50.0,3,15,18,8,5,2,1,9,13
PHI,PHI @ PHX,11/04/2019,,L,12,21,7,19,36.8,2,5,40.0,5,9,55.6,1,8,9,4,7,3,0,11,-5
PHX,PHX vs. PHI,11/04/2019,,W,12,26,8,16,50.0,3,8,37.5,7,12,58.3,1,10,11,5,5,1,0,8,5
BKN,BKN vs. NOP,11/04/2019,,W,12,37,11,21,52.4,4,13,30.8,11,14,78.6,2,4,6,10,5,5,0,7,-11
MEM,MEM vs. HOU,11/04/2019,,L,12,16,8,23,34.8,0,6,0.0,0,0,0.0,3,12,15,4,7,4,0,5,-6
HOU,HOU @ MEM,11/04/2019,,W,12,22,7,21,33.3,5,13,38.5,3,5,60.0,2,10,12,4,5,3,2,2,6
SAS,SAS vs. LAL,11/03/2019,,L,12,29,10,25,40.0,1,3,33.3,8,10,80.0,4,11,15,8,4,2,1,3,8
NYK,NYK vs. SAC,11/03/2019,,L,12,23,8,19,42.1,0,7,0.0,7,10,70.0,3,9,12,4,3,3,0,3,-6
DAL,DAL @ CLE,11/03/2019,,W,12,32,11,22,50.0,5,12,41.7,5,7,71.4,2,10,12,7,3,0,1,7,-1
IND,IND vs. CHI,11/03/2019,,W,12,31,14,25,56.0,3,5,60.0,0,1,0.0,6,8,14,10,6,2,3,5,-1
CHI,CHI @ IND,11/03/2019,,L,12,32,13,22,59.1,3,6,50.0,3,5,60.0,2,6,8,11,3,3,0,1,1
HOU,HOU @ MIA,11/03/2019,,L,12,25,7,18,38.9,3,7,42.9,8,12,66.7,1,10,11,3,6,2,1,6,-3
MIA,MIA vs. HOU,11/03/2019,,W,12,28,11,22,50.0,3,9,33.3,3,5,60.0,1,7,8,7,4,4,4,8,3
LAC,LAC vs. UTA,11/03/2019,,W,12,26,9,25,36.0,1,6,16.7,7,10,70.0,3,9,12,4,2,1,0,6,-2
LAL,LAL @ SAS,11/03/2019,,W,12,21,9,21,42.9,0,5,0.0,3,4,75.0,1,9,10,3,5,2,5,7,-8
UTA,UTA @ LAC,11/03/2019,,L,12,28,10,21,47.6,4,10,40.0,4,6,66.7,1,7,8,4,3,1,4,8,2
SAC,SAC @ NYK,11/03/2019,,W,12,29,11,24,45.8,5,14,35.7,2,2,100.0,4,8,12,8,4,2,0,8,6
CLE,CLE vs. DAL,11/03/2019,,L,12,33,11,26,42.3,6,12,50.0,5,6,83.3,3,8,11,7,1,1,1,7,1
PHX,PHX @ MEM,11/02/2019,,W,12,37,14,27,51.9,6,11,54.5,3,3,100.0,2,5,7,8,4,5,0,3,15
TOR,TOR @ MIL,11/02/2019,,L,12,40,15,21,71.4,6,8,75.0,4,4,100.0,1,8,9,11,4,2,0,8,11
DET,DET vs. BKN,11/02/2019,,W,12,32,13,26,50.0,3,11,27.3,3,3,100.0,2,10,12,6,0,3,2,5,14
CHA,CHA @ GSW,11/02/2019,,W,12,18,6,21,28.6,2,10,20.0,4,4,100.0,5,7,12,4,4,0,0,4,2
PHI,PHI @ POR,11/02/2019,,W,12,35,14,25,56.0,1,4,25.0,6,8,75.0,1,7,8,8,3,6,2,4,1
MIL,MIL vs. TOR,11/02/2019,,W,12,29,10,22,45.5,2,10,20.0,7,9,77.8,3,4,7,7,2,0,2,2,-11
MIN,MIN @ WAS,11/02/2019,,W,12,36,15,26,57.7,4,6,66.7,2,2,100.0,1,14,15,10,7,4,2,4,20
POR,POR vs. PHI,11/02/2019,,L,12,34,14,21,66.7,4,7,57.1,2,3,66.7,0,9,9,4,8,1,0,7,-1
WAS,WAS vs. MIN,11/02/2019,,L,12,16,6,24,25.0,2,8,25.0,2,2,100.0,0,6,6,5,4,4,2,5,-20
NOP,NOP @ OKC,11/02/2019,,L,12,26,10,22,45.5,3,8,37.5,3,4,75.0,2,9,11,7,3,2,0,6,-3
GSW,GSW vs. CHA,11/02/2019,,L,12,16,7,15,46.7,0,6,0.0,2,3,66.7,1,9,10,3,7,2,0,4,-2
DEN,DEN @ ORL,11/02/2019,,W,12,29,8,20,40.0,2,6,33.3,11,15,73.3,4,11,15,3,1,0,2,4,11
ORL,ORL vs. DEN,11/02/2019,,L,12,18,7,25,28.0,1,8,12.5,3,4,75.0,5,7,12,4,1,1,2,7,-11
OKC,OKC vs. NOP,11/02/2019,,W,12,29,11,23,47.8,4,10,40.0,3,4,75.0,3,10,13,8,2,1,3,4,3
BKN,BKN @ DET,11/02/2019,,L,12,18,7,19,36.8,2,7,28.6,2,3,66.7,2,6,8,4,7,0,1,5,-14
MEM,MEM vs. PHX,11/02/2019,,L,12,22,9,17,52.9,3,6,50.0,1,2,50.0,2,8,10,5,11,3,4,7,-15
SAS,SAS @ GSW,11/01/2019,,W,12,40,14,22,63.6,4,7,57.1,8,8,100.0,3,7,10,9,3,1,0,7,9
BKN,BKN vs. HOU,11/01/2019,,W,12,34,12,22,54.5,5,9,55.6,5,5,100.0,0,14,14,9,5,3,1,6,10
UTA,UTA @ SAC,11/01/2019,,L,12,32,11,19,57.9,5,8,62.5,5,5,100.0,1,9,10,5,7,4,1,6,2
BOS,BOS vs. NYK,11/01/2019,,W,12,26,9,21,42.9,5,12,41.7,3,4,75.0,1,8,9,5,2,1,2,2,2
MIL,MIL @ ORL,11/01/2019,,W,12,26,9,22,40.9,1,11,9.1,7,9,77.8,4,8,12,3,2,2,0,3,-4
GSW,GSW vs. SAS,11/01/2019,,L,12,31,11,20,55.0,2,5,40.0,7,8,87.5,2,4,6,8,3,1,1,6,-9
LAL,LAL @ DAL,11/01/2019,,W,12,28,12,21,57.1,4,11,36.4,0,0,0.0,1,7,8,5,5,3,1,4,1
NYK,NYK @ BOS,11/01/2019,,L,12,24,8,19,42.1,5,11,45.5,3,3,100.0,2,10,12,6,5,0,1,5,-2
HOU,HOU @ BKN,11/01/2019,,L,12,24,8,24,33.3,2,12,16.7,6,9,66.7,3,8,11,3,3,2,2,4,-10
CLE,CLE @ IND,11/01/2019,,L,12,24,7,22,31.8,3,10,30.0,7,9,77.8,0,9,9,5,2,4,0,7,-2
CHI,CHI vs. DET,11/01/2019,,W,12,29,12,24,50.0,5,13,38.5,0,2,0.0,0,6,6,10,1,2,0,6,1
ORL,ORL vs. MIL,11/01/2019,,L,12,30,11,22,50.0,7,15,46.7,1,2,50.0,2,8,10,8,3,1,1,6,4
SAC,SAC vs. UTA,11/01/2019,,W,12,30,12,21,57.1,2,7,28.6,4,8,50.0,2,6,8,4,4,5,1,5,-2
IND,IND vs. CLE,11/01/2019,,W,12,26,9,25,36.0,1,9,11.1,7,8,87.5,5,15,20,4,5,2,3,5,2
DAL,DAL vs. LAL,11/01/2019,,L,12,27,10,20,50.0,6,12,50.0,1,3,33.3,1,7,8,7,7,3,1,1,-1
DET,DET @ CHI,11/01/2019,,L,12,28,9,15,60.0,2,4,50.0,8,9,88.9,1,11,12,6,5,0,3,4,-1
MIA,MIA @ ATL,10/31/2019,,W,12,33,12,18,66.7,5,9,55.6,4,6,66.7,1,6,7,8,5,4,5,4,4
SAS,SAS @ LAC,10/31/2019,,L,12,27,8,18,44.4,2,5,40.0,9,12,75.0,4,9,13,4,6,1,3,10,-3
ATL,ATL vs. MIA,10/31/2019,,L,12,29,11,25,44.0,3,8,37.5,4,4,100.0,6,6,12,6,4,2,0,4,-4
LAC,LAC vs. SAS,10/31/2019,,W,12,30,11,26,42.3,1,6,16.7,7,10,70.0,6,7,13,7,1,3,0,9,3
DEN,DEN @ NOP,10/31/2019,,L,12,23,9,22,40.9,1,7,14.3,4,6,66.7,4,9,13,4,4,0,1,5,-7
NOP,NOP vs. DEN,10/31/2019,,W,12,30,12,22,54.5,3,7,42.9,3,4,75.0,0,9,9,9,1,1,3,5,7
ORL,ORL vs. NYK,10/30/2019,,W,12,30,13,20,65.0,4,6,66.7,0,0,0.0,3,7,10,9,4,2,1,5,7
IND,IND @ BKN,10/30/2019,,W,12,30,10,23,43.5,2,5,40.0,8,8,100.0,2,8,10,6,2,5,1,5,10
TOR,TOR vs. DET,10/30/2019,,W,12,37,15,24,62.5,6,9,66.7,1,1,100.0,0,7,7,8,2,4,0,5,10
LAC,LAC @ UTA,10/30/2019,,L,12,20,10,20,50.0,0,4,0.0,0,1,0.0,1,6,7,2,5,0,2,5,-18
HOU,HOU @ WAS,10/30/2019,,W,12,35,13,25,52.0,4,13,30.8,5,5,100.0,2,6,8,6,3,4,1,5,-5
PHX,PHX @ GSW,10/30/2019,,W,12,23,8,24,33.3,2,8,25.0,5,6,83.3,4,9,13,5,3,1,0,5,2
SAC,SAC vs. CHA,10/30/2019,,L,12,18,8,21,38.1,1,9,11.1,1,1,100.0,4,7,11,2,7,1,2,6,-14
DET,DET @ TOR,10/30/2019,,L,12,27,9,19,47.4,4,8,50.0,5,7,71.4,2,8,10,7,7,1,0,4,-10
CHA,CHA @ SAC,10/30/2019,,W,12,32,10,22,45.5,8,12,66.7,4,4,100.0,5,8,13,8,4,3,0,4,14
CLE,CLE vs. CHI,10/30/2019,,W,12,30,10,19,52.6,5,9,55.6,5,5,100.0,2,7,9,7,7,1,1,6,1
BOS,BOS vs. MIL,10/30/2019,,W,12,38,13,24,54.2,6,10,60.0,6,6,100.0,1,13,14,9,2,2,1,2,20
UTA,UTA vs. LAC,10/30/2019,,W,12,38,15,23,65.2,6,8,75.0,2,2,100.0,0,10,10,8,1,2,1,3,18
GSW,GSW vs. PHX,10/30/2019,,L,12,21,8,19,42.1,0,6,0.0,5,10,50.0,4,9,13,6,3,0,2,6,-2
OKC,OKC vs. POR,10/30/2019,,L,12,25,10,22,45.5,2,8,25.0,3,4,75.0,1,13,14,5,4,3,1,6,6
BKN,BKN vs. IND,10/30/2019,,L,12,20,8,20,40.0,1,6,16.7,3,5,60.0,4,8,12,2,8,1,1,6,-10
POR,POR @ OKC,10/30/2019,,W,12,19,6,24,25.0,3,6,50.0,4,6,66.7,4,12,16,4,5,2,2,6,-6
NYK,NYK @ ORL,10/30/2019,,L,12,23,9,20,45.0,2,6,33.3,3,4,75.0,3,2,5,6,2,0,0,1,-7
