Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
NYK,NYK @ TOR,11/27/2019,,L,12,23,9,26,34.6,3,11,27.3,2,2,100.0,6,6,12,6,3,3,2,7,-8
MIL,MIL vs. ATL,11/27/2019,,W,12,21,9,21,42.9,1,7,14.3,2,5,40.0,0,11,11,6,1,1,2,4,-2
BKN,BKN @ BOS,11/27/2019,,L,12,23,7,19,36.8,5,12,41.7,4,6,66.7,2,5,7,7,6,0,1,8,-11
MEM,MEM vs. LAC,11/27/2019,,L,12,28,12,26,46.2,2,5,40.0,2,2,100.0,7,10,17,5,7,2,0,7,0
MIN,MIN @ SAS,11/27/2019,,W,12,24,8,19,42.1,4,12,33.3,4,8,50.0,2,10,12,5,3,0,1,5,-7
LAL,LAL @ NOP,11/27/2019,,W,12,25,10,23,43.5,2,8,25.0,3,6,50.0,3,7,10,4,4,2,0,7,0
MIA,MIA @ HOU,11/27/2019,,L,12,26,7,19,36.8,5,11,45.5,7,8,87.5,1,6,7,5,4,3,0,8,1
LAC,LAC @ DAL,11/26/2019,,W,12,31,12,22,54.5,1,5,20.0,6,6,100.0,3,11,14,6,7,2,1,8,0
DAL,DAL vs. LAC,11/26/2019,,L,12,31,10,23,43.5,4,9,44.4,7,11,63.6,3,5,8,5,3,6,0,5,0
DEN,DEN vs. WAS,11/26/2019,,W,12,22,8,23,34.8,1,6,16.7,5,5,100.0,5,16,21,6,10,1,1,7,0
WAS,WAS @ DEN,11/26/2019,,L,12,22,7,23,30.4,4,13,30.8,4,6,66.7,0,9,9,6,3,3,2,5,0
MIA,MIA vs. CHA,11/25/2019,,W,12,29,10,17,58.8,1,6,16.7,8,12,66.7,2,9,11,8,5,3,1,5,5
SAS,SAS vs. LAL,11/25/2019,,L,12,26,9,21,42.9,2,5,40.0,6,6,100.0,2,7,9,6,4,1,0,5,-6
IND,IND vs. MEM,11/25/2019,,W,12,37,15,23,65.2,6,10,60.0,1,2,50.0,0,9,9,9,3,3,1,3,10
CHA,CHA @ MIA,11/25/2019,,L,12,24,7,19,36.8,2,8,25.0,8,9,88.9,2,6,8,6,3,3,0,9,-5
CLE,CLE vs. BKN,11/25/2019,,L,12,24,9,24,37.5,3,9,33.3,3,4,75.0,4,7,11,4,4,0,2,7,-5
PHI,PHI @ TOR,11/25/2019,,L,12,31,11,20,55.0,6,9,66.7,3,4,75.0,0,6,6,8,3,2,1,2,1
MEM,MEM @ IND,11/25/2019,,L,12,27,10,22,45.5,4,9,44.4,3,4,75.0,2,8,10,7,4,2,2,3,-10
ORL,ORL @ DET,11/25/2019,,L,12,15,5,21,23.8,1,5,20.0,4,6,66.7,1,8,9,2,1,4,0,3,-10
MIN,MIN @ ATL,11/25/2019,,W,12,39,11,26,42.3,3,8,37.5,14,16,87.5,7,10,17,5,1,2,1,4,13
BOS,BOS vs. SAC,11/25/2019,,W,12,22,10,24,41.7,1,7,14.3,1,1,100.0,4,5,9,7,1,0,1,2,-7
UTA,UTA @ MIL,11/25/2019,,L,12,26,9,22,40.9,7,17,41.2,1,1,100.0,0,5,5,5,3,1,1,6,-16
POR,POR @ CHI,11/25/2019,,W,12,30,12,19,63.2,1,6,16.7,5,5,100.0,1,11,12,8,5,3,3,4,12
GSW,GSW vs. OKC,11/25/2019,,L,12,24,9,22,40.9,1,3,33.3,5,5,100.0,2,11,13,6,3,1,2,1,3
DET,DET vs. ORL,11/25/2019,,W,12,25,9,19,47.4,4,10,40.0,3,3,100.0,2,14,16,6,5,1,2,3,10
OKC,OKC @ GSW,11/25/2019,,W,12,21,9,23,39.1,3,6,50.0,0,0,0.0,2,8,10,6,2,2,4,6,-3
CHI,CHI vs. POR,11/25/2019,,L,12,18,7,22,31.8,1,11,9.1,3,3,100.0,1,5,6,4,4,3,0,4,-12
ATL,ATL vs. MIN,11/25/2019,,L,12,26,11,27,40.7,2,9,22.2,2,2,100.0,2,7,9,5,4,1,1,9,-13
BKN,BKN @ CLE,11/25/2019,,W,12,29,9,24,37.5,2,11,18.2,9,11,81.8,6,9,15,6,1,4,1,6,5
SAC,SAC @ BOS,11/25/2019,,L,12,29,10,18,55.6,5,10,50.0,4,4,100.0,2,8,10,8,2,0,2,4,7
MIL,MIL vs. UTA,11/25/2019,,W,12,42,14,23,60.9,7,14,50.0,7,7,100.0,2,11,13,9,1,1,1,2,16
LAL,LAL @ SAS,11/25/2019,,W,12,32,12,20,60.0,4,9,44.4,4,6,66.7,2,9,11,9,2,3,0,5,6
TOR,TOR vs. PHI,11/25/2019,,W,12,30,12,19,63.2,4,6,66.7,2,4,50.0,1,8,9,9,3,2,2,4,-1
WAS,WAS vs. SAC,11/24/2019,,L,12,28,12,22,54.5,3,8,37.5,1,1,100.0,2,7,9,10,3,1,0,6,-5
BKN,BKN @ NYK,11/24/2019,,W,12,30,8,21,38.1,4,8,50.0,10,11,90.9,3,6,9,7,0,0,0,4,4
SAC,SAC @ WAS,11/24/2019,,W,12,33,12,19,63.2,5,10,50.0,4,6,66.7,0,8,8,7,4,3,2,4,5
HOU,HOU vs. DAL,11/24/2019,,L,12,35,12,26,46.2,3,12,25.0,8,8,100.0,6,8,14,6,0,1,2,5,8
LAC,LAC vs. NOP,11/24/2019,,W,12,28,10,24,41.7,2,11,18.2,6,7,85.7,5,6,11,6,3,3,2,7,-3
DEN,DEN vs. PHX,11/24/2019,,W,12,27,9,21,42.9,2,7,28.6,7,9,77.8,4,11,15,5,2,2,1,5,7
PHX,PHX @ DEN,11/24/2019,,L,12,20,7,22,31.8,3,11,27.3,3,5,60.0,3,9,12,5,3,1,0,6,-7
NYK,NYK vs. BKN,11/24/2019,,L,12,26,9,18,50.0,5,8,62.5,3,4,75.0,1,8,9,7,4,0,1,9,-4
NOP,NOP @ LAC,11/24/2019,,L,12,31,13,23,56.5,3,8,37.5,2,3,66.7,4,7,11,5,5,0,1,6,3
DAL,DAL @ HOU,11/24/2019,,W,12,27,9,23,39.1,4,13,30.8,5,5,100.0,1,8,9,5,4,0,2,4,-8
CHA,CHA vs. CHI,11/23/2019,,L,12,25,11,20,55.0,2,6,33.3,1,2,50.0,3,10,13,6,3,0,1,5,12
LAL,LAL @ MEM,11/23/2019,,W,12,30,10,20,50.0,7,14,50.0,3,4,75.0,0,8,8,8,3,3,2,4,9
MEM,MEM vs. LAL,11/23/2019,,L,12,21,8,24,33.3,2,9,22.2,3,4,75.0,6,9,15,5,5,1,1,5,-9
PHI,PHI vs. MIA,11/23/2019,,W,12,37,14,23,60.9,6,11,54.5,3,4,75.0,4,10,14,7,1,3,1,8,13
SAS,SAS @ NYK,11/23/2019,,W,12,21,6,15,40.0,2,3,66.7,7,9,77.8,2,8,10,4,9,4,2,6,-7
NOP,NOP @ UTA,11/23/2019,,L,12,34,13,23,56.5,6,11,54.5,2,2,100.0,4,8,12,6,6,3,3,4,10
ORL,ORL @ IND,11/23/2019,,L,12,40,14,24,58.3,8,13,61.5,4,4,100.0,1,7,8,9,2,3,0,6,12
MIL,MIL vs. DET,11/23/2019,,W,12,23,9,17,52.9,1,5,20.0,4,10,40.0,3,11,14,4,7,3,2,3,1
DET,DET @ MIL,11/23/2019,,L,12,22,9,22,40.9,4,8,50.0,0,0,0.0,0,8,8,5,4,4,0,6,-1
MIN,MIN vs. PHX,11/23/2019,,L,12,28,11,23,47.8,4,13,30.8,2,2,100.0,1,8,9,11,3,1,1,8,-2
NYK,NYK vs. SAS,11/23/2019,,L,12,28,11,25,44.0,5,11,45.5,1,5,20.0,5,7,12,8,4,3,1,7,7
TOR,TOR @ ATL,11/23/2019,,W,12,35,14,22,63.6,5,9,55.6,2,2,100.0,5,6,11,7,6,2,1,5,6
PHX,PHX @ MIN,11/23/2019,,W,12,30,8,18,44.4,1,5,20.0,13,14,92.9,2,10,12,2,3,2,0,4,2
IND,IND vs. ORL,11/23/2019,,W,12,28,10,19,52.6,2,9,22.2,6,7,85.7,1,7,8,5,4,0,4,2,-12
POR,POR @ CLE,11/23/2019,,L,12,27,11,20,55.0,3,8,37.5,2,2,100.0,1,8,9,7,4,2,2,5,0
CLE,CLE vs. POR,11/23/2019,,W,12,27,9,21,42.9,3,7,42.9,6,6,100.0,1,8,9,5,4,4,0,2,0
ATL,ATL vs. TOR,11/23/2019,,L,12,29,11,18,61.1,4,6,66.7,3,4,75.0,0,2,2,7,3,4,2,4,-6
MIA,MIA @ PHI,11/23/2019,,L,12,24,7,16,43.8,4,5,80.0,6,11,54.5,0,5,5,4,4,1,1,3,-13
CHI,CHI @ CHA,11/23/2019,,W,12,13,5,17,29.4,2,8,25.0,1,2,50.0,1,6,7,3,4,2,2,3,-12
UTA,UTA vs. NOP,11/23/2019,,W,12,24,9,19,47.4,3,7,42.9,3,4,75.0,0,6,6,4,6,2,1,5,-10
DET,DET vs. ATL,11/22/2019,,W,12,31,13,23,56.5,4,10,40.0,1,2,50.0,5,7,12,10,4,2,3,5,4
CLE,CLE @ DAL,11/22/2019,,L,12,29,8,18,44.4,4,9,44.4,9,10,90.0,1,3,4,4,1,0,1,5,-16
GSW,GSW @ UTA,11/22/2019,,L,12,21,7,26,26.9,2,9,22.2,5,5,100.0,3,8,11,4,3,3,1,3,-4
BOS,BOS @ DEN,11/22/2019,,L,12,23,8,21,38.1,2,6,33.3,5,7,71.4,1,10,11,6,3,1,2,5,-2
WAS,WAS vs. CHA,11/22/2019,,W,12,28,13,22,59.1,2,6,33.3,0,0,0.0,2,7,9,8,3,1,0,4,0
CHI,CHI vs. MIA,11/22/2019,,L,12,24,10,22,45.5,2,8,25.0,2,2,100.0,4,11,15,4,5,3,0,5,6
HOU,HOU @ LAC,11/22/2019,,L,12,33,11,24,45.8,7,15,46.7,4,9,44.4,3,9,12,7,1,5,0,6,8
SAC,SAC @ BKN,11/22/2019,,L,12,21,9,25,36.0,2,8,25.0,1,1,100.0,3,5,8,7,5,2,0,8,-9
BKN,BKN vs. SAC,11/22/2019,,W,12,30,11,19,57.9,2,6,33.3,6,10,60.0,2,10,12,7,4,3,2,3,9
DAL,DAL vs. CLE,11/22/2019,,W,12,45,16,22,72.7,8,13,61.5,5,6,83.3,1,9,10,10,1,1,3,6,16
CHA,CHA @ WAS,11/22/2019,,L,12,28,12,22,54.5,2,7,28.6,2,2,100.0,2,7,9,6,2,3,1,1,0
LAC,LAC vs. HOU,11/22/2019,,W,12,25,8,22,36.4,3,9,33.3,6,6,100.0,5,11,16,5,6,1,2,7,-8
DEN,DEN vs. BOS,11/22/2019,,W,12,25,11,25,44.0,1,8,12.5,2,2,100.0,3,10,13,8,2,2,0,5,2
OKC,OKC vs. LAL,11/22/2019,,L,12,36,13,25,52.0,5,10,50.0,5,6,83.3,2,7,9,10,1,2,1,7,-4
MIA,MIA @ CHI,11/22/2019,,W,12,18,7,18,38.9,0,5,0.0,4,5,80.0,1,7,8,7,6,4,1,2,-6
PHI,PHI vs. SAS,11/22/2019,,W,12,28,12,25,48.0,2,5,40.0,2,2,100.0,1,10,11,8,1,1,0,4,0
ATL,ATL @ DET,11/22/2019,,L,12,27,9,21,42.9,5,10,50.0,4,4,100.0,3,4,7,6,3,2,0,5,-4
LAL,LAL @ OKC,11/22/2019,,W,12,40,13,24,54.2,6,9,66.7,8,9,88.9,4,10,14,9,3,1,2,6,4
SAS,SAS @ PHI,11/22/2019,,L,12,28,11,22,50.0,2,6,33.3,4,5,80.0,2,11,13,7,3,0,2,2,0
UTA,UTA vs. GSW,11/22/2019,,W,12,25,10,21,47.6,3,7,42.9,2,2,100.0,1,14,15,5,7,2,5,6,4
NOP,NOP @ PHX,11/21/2019,,W,12,36,15,20,75.0,5,6,83.3,1,2,50.0,3,7,10,9,6,3,1,8,8
POR,POR @ MIL,11/21/2019,,L,12,40,15,23,65.2,6,11,54.5,4,4,100.0,1,4,5,10,3,3,2,9,5
PHX,PHX vs. NOP,11/21/2019,,L,12,28,9,20,45.0,4,6,66.7,6,8,75.0,3,1,4,7,5,2,1,3,-8
MIL,MIL vs. POR,11/21/2019,,W,12,35,11,22,50.0,2,6,33.3,11,12,91.7,4,5,9,8,4,3,1,6,-5
SAS,SAS @ WAS,11/20/2019,,L,12,29,11,25,44.0,1,6,16.7,6,6,100.0,3,5,8,5,2,3,5,2,-9
UTA,UTA @ MIN,11/20/2019,,W,12,25,9,20,45.0,2,6,33.3,5,8,62.5,4,8,12,5,2,2,2,4,3
DEN,DEN vs. HOU,11/20/2019,,W,12,28,11,23,47.8,3,9,33.3,3,4,75.0,4,8,12,9,1,4,1,3,6
MIA,MIA vs. CLE,11/20/2019,,W,12,24,5,15,33.3,1,2,50.0,13,18,72.2,4,5,9,1,7,2,2,9,-5
WAS,WAS vs. SAS,11/20/2019,,W,12,38,16,26,61.5,5,6,83.3,1,2,50.0,3,10,13,10,3,0,0,3,9
GSW,GSW @ DAL,11/20/2019,,L,12,26,9,21,42.9,3,9,33.3,5,8,62.5,2,8,10,5,3,1,0,3,-4
HOU,HOU @ DEN,11/20/2019,,L,12,22,8,18,44.4,5,12,41.7,1,1,100.0,1,8,9,5,5,0,0,6,-6
ORL,ORL @ TOR,11/20/2019,,L,12,17,5,20,25.0,1,9,11.1,6,8,75.0,5,5,10,2,4,3,1,2,-1
LAC,LAC vs. BOS,11/20/2019,,W,12,29,11,22,50.0,5,9,55.6,2,2,100.0,2,8,10,6,4,1,3,4,-4
NYK,NYK @ PHI,11/20/2019,,L,12,28,11,19,57.9,3,6,50.0,3,4,75.0,3,9,12,3,4,3,2,4,7
DAL,DAL vs. GSW,11/20/2019,,W,12,30,12,23,52.2,3,8,37.5,3,4,75.0,0,10,10,8,3,2,1,7,4
DET,DET @ CHI,11/20/2019,,L,12,16,3,20,15.0,1,7,14.3,9,10,90.0,3,9,12,2,6,0,3,4,-9
TOR,TOR vs. ORL,11/20/2019,,W,12,18,8,16,50.0,1,3,33.3,1,2,50.0,0,10,10,5,6,1,1,8,1
MIN,MIN vs. UTA,11/20/2019,,L,12,22,9,25,36.0,2,10,20.0,2,5,40.0,7,8,15,3,3,1,2,5,-3
BKN,BKN vs. CHA,11/20/2019,,W,12,26,10,24,41.7,2,11,18.2,4,5,80.0,4,9,13,3,4,2,0,5,4
ATL,ATL vs. MIL,11/20/2019,,L,12,22,8,23,34.8,2,8,25.0,4,5,80.0,2,8,10,5,5,0,1,8,-16
PHI,PHI vs. NYK,11/20/2019,,W,12,21,7,18,38.9,4,8,50.0,3,4,75.0,2,6,8,7,4,2,1,3,-7
CLE,CLE @ MIA,11/20/2019,,L,12,29,10,21,47.6,1,5,20.0,8,9,88.9,3,8,11,2,5,4,1,11,5
CHI,CHI vs. DET,11/20/2019,,W,12,25,11,25,44.0,3,6,50.0,0,0,0.0,3,13,16,6,4,3,3,6,9
MIL,MIL @ ATL,11/20/2019,,W,12,38,13,24,54.2,4,11,36.4,8,11,72.7,2,11,13,6,3,2,3,5,16
CHA,CHA @ BKN,11/20/2019,,L,12,22,7,19,36.8,3,8,37.5,5,6,83.3,1,10,11,4,4,0,0,6,-4
BOS,BOS @ LAC,11/20/2019,,L,12,33,11,23,47.8,7,10,70.0,4,4,100.0,4,7,11,7,3,2,1,5,4
LAL,LAL vs. OKC,11/19/2019,,W,12,30,11,23,47.8,3,8,37.5,5,7,71.4,4,7,11,9,4,2,3,4,-4
GSW,GSW @ MEM,11/19/2019,,W,12,22,8,24,33.3,1,4,25.0,5,5,100.0,1,12,13,7,3,1,1,6,-4
OKC,OKC @ LAL,11/19/2019,,L,12,34,12,20,60.0,4,8,50.0,6,6,100.0,0,9,9,7,2,3,0,6,4
PHX,PHX @ SAC,11/19/2019,,L,12,30,10,18,55.6,1,5,20.0,9,10,90.0,1,8,9,7,2,1,3,5,5
NOP,NOP vs. POR,11/19/2019,,W,12,35,12,25,48.0,5,11,45.5,6,7,85.7,5,10,15,7,2,3,1,2,10
POR,POR @ NOP,11/19/2019,,L,12,25,8,22,36.4,5,10,50.0,4,4,100.0,2,8,10,3,4,1,0,7,-10
MEM,MEM vs. GSW,11/19/2019,,L,12,26,11,22,50.0,2,7,28.6,2,4,50.0,1,12,13,8,4,2,2,5,4
SAC,SAC vs. PHX,11/19/2019,,W,12,25,7,20,35.0,2,7,28.6,9,9,100.0,4,4,8,4,4,0,0,8,-5
POR,POR @ HOU,11/18/2019,,L,12,26,10,22,45.5,3,9,33.3,3,3,100.0,2,8,10,8,6,1,1,2,-9
LAC,LAC vs. OKC,11/18/2019,,W,12,24,7,20,35.0,5,10,50.0,5,6,83.3,3,8,11,5,4,2,1,7,7
UTA,UTA vs. MIN,11/18/2019,,L,12,22,9,27,33.3,3,8,37.5,1,2,50.0,3,13,16,8,3,2,4,4,5
BKN,BKN vs. IND,11/18/2019,,L,12,33,9,21,42.9,6,10,60.0,9,13,69.2,2,10,12,6,2,1,2,5,8
DAL,DAL vs. SAS,11/18/2019,,W,12,34,13,23,56.5,6,12,50.0,2,4,50.0,2,6,8,10,1,1,0,5,4
IND,IND @ BKN,11/18/2019,,W,12,25,10,25,40.0,2,6,33.3,3,4,75.0,2,9,11,6,3,1,1,9,-8
HOU,HOU vs. POR,11/18/2019,,W,12,35,15,30,50.0,4,10,40.0,1,3,33.3,7,8,15,7,3,3,1,4,9
NYK,NYK vs. CLE,11/18/2019,,W,12,30,8,19,42.1,2,6,33.3,12,15,80.0,2,7,9,5,2,2,2,8,10
CLE,CLE @ NYK,11/18/2019,,L,12,20,6,18,33.3,2,8,25.0,6,11,54.5,2,8,10,3,5,1,0,10,-10
CHA,CHA @ TOR,11/18/2019,,L,12,18,7,20,35.0,3,12,25.0,1,4,25.0,4,7,11,4,4,0,2,4,-14
TOR,TOR vs. CHA,11/18/2019,,W,12,32,12,23,52.2,7,12,58.3,1,2,50.0,3,9,12,10,2,3,0,4,14
SAS,SAS @ DAL,11/18/2019,,L,12,30,12,23,52.2,1,3,33.3,5,6,83.3,4,8,12,6,2,1,0,3,-4
OKC,OKC @ LAC,11/18/2019,,L,12,17,4,16,25.0,3,8,37.5,6,6,100.0,3,10,13,2,9,2,2,5,-7
CHI,CHI vs. MIL,11/18/2019,,L,12,25,8,26,30.8,1,11,9.1,8,11,72.7,4,12,16,2,2,1,4,8,1
BOS,BOS @ PHX,11/18/2019,,W,12,23,9,18,50.0,3,8,37.5,2,3,66.7,2,9,11,5,8,1,0,5,0
PHX,PHX vs. BOS,11/18/2019,,L,12,23,9,20,45.0,2,8,25.0,3,4,75.0,2,5,7,6,4,4,1,4,0
MIL,MIL @ CHI,11/18/2019,,W,12,24,6,20,30.0,2,9,22.2,10,14,71.4,1,14,15,6,4,2,2,7,-1
MIN,MIN @ UTA,11/18/2019,,W,12,17,6,20,30.0,3,11,27.3,2,2,100.0,1,11,12,3,7,1,4,7,-5
SAC,SAC vs. BOS,11/17/2019,,W,12,21,8,21,38.1,4,12,33.3,1,2,50.0,0,10,10,5,4,3,1,7,-8
PHI,PHI @ CLE,11/17/2019,,W,12,27,10,23,43.5,1,5,20.0,6,8,75.0,2,12,14,8,4,2,3,9,2
LAL,LAL vs. ATL,11/17/2019,,W,12,27,10,20,50.0,3,8,37.5,4,5,80.0,2,4,6,4,5,2,3,5,-9
NOP,NOP vs. GSW,11/17/2019,,W,12,21,6,20,30.0,3,10,30.0,6,7,85.7,2,9,11,4,4,1,1,4,1
DEN,DEN @ MEM,11/17/2019,,W,12,36,13,21,61.9,6,12,50.0,4,5,80.0,0,6,6,10,1,2,1,5,5
GSW,GSW @ NOP,11/17/2019,,L,12,20,8,24,33.3,2,6,33.3,2,2,100.0,4,9,13,8,4,1,0,5,-1
BOS,BOS @ SAC,11/17/2019,,L,12,29,10,21,47.6,3,8,37.5,6,6,100.0,0,12,12,8,3,2,0,2,8
WAS,WAS @ ORL,11/17/2019,,L,12,25,10,26,38.5,4,8,50.0,1,1,100.0,4,6,10,8,1,1,0,4,-2
ORL,ORL vs. WAS,11/17/2019,,W,12,27,11,21,52.4,3,10,30.0,2,2,100.0,3,12,15,7,4,1,0,4,2
ATL,ATL @ LAL,11/17/2019,,L,12,36,13,24,54.2,3,8,37.5,7,10,70.0,5,6,11,6,3,5,0,5,9
MEM,MEM vs. DEN,11/17/2019,,L,12,31,10,19,52.6,6,13,46.2,5,6,83.3,3,8,11,10,5,0,0,3,-5
CLE,CLE vs. PHI,11/17/2019,,L,12,25,8,24,33.3,1,6,16.7,8,10,80.0,3,8,11,4,5,1,1,7,-2
ATL,ATL @ LAC,11/16/2019,,L,12,20,7,21,33.3,1,4,25.0,5,7,71.4,3,3,6,2,7,3,3,12,-18
SAS,SAS vs. POR,11/16/2019,,L,12,38,14,24,58.3,1,4,25.0,9,9,100.0,2,14,16,7,2,2,3,5,14
NYK,NYK vs. CHA,11/16/2019,,L,12,21,9,20,45.0,2,5,40.0,1,1,100.0,3,8,11,7,5,1,0,6,-7
POR,POR @ SAS,11/16/2019,,W,12,24,7,23,30.4,2,10,20.0,8,8,100.0,0,8,8,2,3,0,0,6,-14
LAC,LAC vs. ATL,11/16/2019,,W,12,38,11,21,52.4,2,6,33.3,14,15,93.3,3,9,12,7,6,2,5,6,18
MIA,MIA vs. NOP,11/16/2019,,W,12,24,9,16,56.3,3,5,60.0,3,4,75.0,2,9,11,5,9,7,0,3,8
IND,IND vs. MIL,11/16/2019,,L,12,27,10,27,37.0,5,12,41.7,2,2,100.0,2,9,11,6,1,4,0,1,5
MIN,MIN vs. HOU,11/16/2019,,L,12,23,8,20,40.0,4,11,36.4,3,4,75.0,1,11,12,6,3,0,1,5,-6
DAL,DAL vs. TOR,11/16/2019,,W,12,25,10,21,47.6,3,8,37.5,2,2,100.0,3,14,17,9,4,0,3,2,8
HOU,HOU @ MIN,11/16/2019,,W,12,29,9,24,37.5,4,14,28.6,7,7,100.0,2,10,12,2,0,1,0,4,6
CHA,CHA @ NYK,11/16/2019,,W,12,28,10,24,41.7,6,15,40.0,2,4,50.0,5,6,11,6,2,3,0,1,7
CHI,CHI vs. BKN,11/16/2019,,L,12,22,6,21,28.6,1,9,11.1,9,10,90.0,1,10,11,4,3,2,1,7,-2
MIL,MIL @ IND,11/16/2019,,W,12,22,9,20,45.0,2,8,25.0,2,2,100.0,2,12,14,5,7,0,2,4,-5
TOR,TOR @ DAL,11/16/2019,,L,12,17,8,24,33.3,1,9,11.1,0,0,0.0,0,8,8,3,0,2,0,2,-8
BKN,BKN @ CHI,11/16/2019,,W,12,24,10,22,45.5,3,12,25.0,1,3,33.3,1,13,14,9,4,1,3,7,2
NOP,NOP @ MIA,11/16/2019,,L,12,16,6,17,35.3,2,5,40.0,2,2,100.0,2,4,6,3,8,3,1,5,-8
UTA,UTA @ MEM,11/15/2019,,L,12,31,6,19,31.6,2,10,20.0,17,19,89.5,3,8,11,3,3,3,1,4,7
GSW,GSW vs. BOS,11/15/2019,,L,12,20,4,16,25.0,0,4,0.0,12,14,85.7,4,12,16,2,9,4,2,3,-4
MIN,MIN vs. WAS,11/15/2019,,L,12,19,6,21,28.6,2,11,18.2,5,7,71.4,2,11,13,2,5,2,2,4,-7
CHA,CHA vs. DET,11/15/2019,,W,12,32,12,25,48.0,6,10,60.0,2,3,66.7,5,7,12,8,4,3,3,4,14
SAC,SAC @ LAL,11/15/2019,,L,12,21,8,20,40.0,5,12,41.7,0,0,0.0,2,10,12,6,7,2,0,7,-4
MEM,MEM vs. UTA,11/15/2019,,W,12,24,9,20,45.0,1,6,16.7,5,5,100.0,1,9,10,7,5,0,1,11,-7
OKC,OKC vs. PHI,11/15/2019,,W,12,26,10,18,55.6,2,7,28.6,4,4,100.0,1,4,5,5,4,1,1,7,-8
BOS,BOS @ GSW,11/15/2019,,W,12,24,10,24,41.7,4,9,44.4,0,1,0.0,3,8,11,7,5,5,0,9,4
DET,DET @ CHA,11/15/2019,,L,12,18,8,20,40.0,1,7,14.3,1,1,100.0,0,7,7,4,7,1,1,4,-14
PHI,PHI @ OKC,11/15/2019,,L,12,34,13,23,56.5,3,7,42.9,5,6,83.3,4,7,11,8,3,2,0,2,8
WAS,WAS @ MIN,11/15/2019,,W,12,26,11,22,50.0,3,5,60.0,1,5,20.0,2,12,14,8,4,2,4,6,7
ORL,ORL vs. SAS,11/15/2019,,W,12,32,10,24,41.7,4,8,50.0,8,11,72.7,5,10,15,3,1,3,1,5,6
LAL,LAL vs. SAC,11/15/2019,,W,12,25,9,22,40.9,1,7,14.3,6,6,100.0,3,10,13,6,4,4,1,3,4
IND,IND @ HOU,11/15/2019,,L,12,30,10,17,58.8,1,6,16.7,9,10,90.0,1,7,8,7,5,1,0,5,4
SAS,SAS @ ORL,11/15/2019,,L,12,26,10,21,47.6,2,4,50.0,4,6,66.7,1,8,9,5,3,1,2,7,-6
HOU,HOU vs. IND,11/15/2019,,W,12,26,10,24,41.7,4,14,28.6,2,3,66.7,3,5,8,3,3,3,0,7,-4
NOP,NOP vs. LAC,11/14/2019,,W,12,24,8,21,38.1,2,4,50.0,6,8,75.0,5,7,12,6,6,1,1,7,-14
PHX,PHX vs. ATL,11/14/2019,,W,12,37,11,21,52.4,3,7,42.9,12,16,75.0,4,7,11,7,6,2,0,6,8
CHI,CHI @ MIL,11/14/2019,,L,12,20,7,21,33.3,3,8,37.5,3,4,75.0,3,9,12,5,8,2,0,9,-12
LAC,LAC @ NOP,11/14/2019,,L,12,38,14,23,60.9,3,6,50.0,7,7,100.0,1,8,9,7,3,2,2,5,14
NYK,NYK vs. DAL,11/14/2019,,W,12,29,12,21,57.1,5,10,50.0,0,0,0.0,3,6,9,6,5,0,1,6,-5
BKN,BKN @ DEN,11/14/2019,,L,12,18,5,23,21.7,0,7,0.0,8,8,100.0,2,7,9,1,3,2,1,4,-12
DEN,DEN vs. BKN,11/14/2019,,W,12,30,13,27,48.1,3,8,37.5,1,1,100.0,6,13,19,6,5,1,1,6,12
CLE,CLE vs. MIA,11/14/2019,,L,12,30,12,18,66.7,4,8,50.0,2,3,66.7,1,5,6,4,4,3,1,2,4
MIL,MIL vs. CHI,11/14/2019,,W,12,32,9,19,47.4,1,9,11.1,13,17,76.5,3,11,14,7,6,2,0,5,12
ATL,ATL @ PHX,11/14/2019,,L,12,29,11,23,47.8,2,8,25.0,5,7,71.4,3,6,9,8,4,5,2,10,-8
DAL,DAL @ NYK,11/14/2019,,L,12,34,13,21,61.9,5,9,55.6,3,4,75.0,2,6,8,7,3,4,1,2,5
MIA,MIA @ CLE,11/14/2019,,W,12,26,12,20,60.0,2,7,28.6,0,0,0.0,1,5,6,6,4,2,0,4,-4
MIN,MIN vs. SAS,11/13/2019,,W,12,40,15,24,62.5,2,4,50.0,8,9,88.9,3,7,10,9,3,4,1,8,4
LAL,LAL vs. GSW,11/13/2019,,W,12,31,11,22,50.0,2,3,66.7,7,7,100.0,2,10,12,8,5,1,1,6,4
GSW,GSW @ LAL,11/13/2019,,L,12,27,10,22,45.5,3,11,27.3,4,5,80.0,3,5,8,8,4,1,3,6,-4
TOR,TOR @ POR,11/13/2019,,W,12,33,11,23,47.8,5,9,55.6,6,7,85.7,5,8,13,3,4,2,4,8,8
LAC,LAC @ HOU,11/13/2019,,L,12,31,13,24,54.2,4,6,66.7,1,4,25.0,2,12,14,7,4,0,2,6,6
PHI,PHI @ ORL,11/13/2019,,L,12,29,10,25,40.0,3,9,33.3,6,9,66.7,4,12,16,4,2,2,0,8,2
ORL,ORL vs. PHI,11/13/2019,,W,12,27,8,22,36.4,2,11,18.2,9,12,75.0,2,9,11,7,4,1,0,9,-2
SAS,SAS @ MIN,11/13/2019,,L,12,36,14,23,60.9,1,3,33.3,7,9,77.8,2,7,9,8,4,2,1,7,-4
