Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
IND,IND vs. CLE,11/01/2019,,W,12,23,11,25,44.0,1,4,25.0,0,0,0.0,4,10,14,7,3,3,3,6,12
NOP,NOP vs. DEN,10/31/2019,,W,12,24,6,19,31.6,2,7,28.6,10,12,83.3,1,8,9,4,4,4,0,5,2
MIA,MIA @ ATL,10/31/2019,,W,12,22,8,21,38.1,2,10,20.0,4,6,66.7,3,8,11,5,4,3,0,6,2
LAC,LAC vs. SAS,10/31/2019,,W,12,27,9,23,39.1,3,5,60.0,6,8,75.0,3,12,15,6,6,2,0,4,3
ATL,ATL vs. MIA,10/31/2019,,L,12,20,8,23,34.8,0,9,0.0,4,10,40.0,7,11,18,3,5,1,1,4,-2
SAS,SAS @ LAC,10/31/2019,,L,12,24,10,23,43.5,2,7,28.6,2,4,50.0,0,11,11,4,4,3,2,5,-3
DEN,DEN @ NOP,10/31/2019,,L,12,22,10,19,52.6,0,4,0.0,2,2,100.0,0,10,10,5,7,1,2,7,-2
MIN,MIN @ PHI,10/30/2019,,L,12,19,7,19,36.8,3,10,30.0,2,2,100.0,1,8,9,4,6,3,0,5,-11
PHX,PHX @ GSW,10/30/2019,,W,12,29,11,26,42.3,4,10,40.0,3,4,75.0,3,8,11,9,4,3,0,3,-3
CHI,CHI @ CLE,10/30/2019,,L,12,27,9,19,47.4,2,9,22.2,7,8,87.5,1,8,9,8,2,2,2,6,2
TOR,TOR vs. DET,10/30/2019,,W,12,27,10,19,52.6,1,5,20.0,6,6,100.0,1,8,9,6,5,2,0,5,-3
GSW,GSW vs. PHX,10/30/2019,,L,12,32,13,23,56.5,2,8,25.0,4,4,100.0,1,12,13,10,4,0,4,5,3
UTA,UTA vs. LAC,10/30/2019,,W,12,19,9,24,37.5,1,6,16.7,0,0,0.0,2,5,7,5,4,5,1,8,-9
NYK,NYK @ ORL,10/30/2019,,L,12,19,6,16,37.5,0,5,0.0,7,9,77.8,1,10,11,3,3,1,4,6,-1
BOS,BOS vs. MIL,10/30/2019,,W,12,23,9,26,34.6,3,14,21.4,2,2,100.0,3,12,15,6,4,0,1,7,-1
POR,POR @ OKC,10/30/2019,,W,12,25,7,20,35.0,4,8,50.0,7,7,100.0,1,7,8,5,3,2,1,7,-2
CLE,CLE vs. CHI,10/30/2019,,W,12,25,9,22,40.9,2,7,28.6,5,7,71.4,5,9,14,4,5,1,1,6,-2
DET,DET @ TOR,10/30/2019,,L,12,30,11,21,52.4,4,8,50.0,4,6,66.7,0,8,8,9,3,2,1,6,3
ORL,ORL vs. NYK,10/30/2019,,W,12,20,7,22,31.8,3,10,30.0,3,4,75.0,4,8,12,5,2,0,1,5,1
OKC,OKC vs. POR,10/30/2019,,L,12,27,9,22,40.9,1,5,20.0,8,9,88.9,5,12,17,4,5,1,1,7,2
IND,IND @ BKN,10/30/2019,,W,12,29,11,25,44.0,3,7,42.9,4,7,57.1,5,6,11,7,2,1,1,4,-3
SAC,SAC vs. CHA,10/30/2019,,L,12,33,13,24,54.2,3,11,27.3,4,6,66.7,1,8,9,8,3,1,2,5,2
CHA,CHA @ SAC,10/30/2019,,W,12,31,13,24,54.2,3,10,30.0,2,3,66.7,2,9,11,9,3,1,1,5,-2
PHI,PHI vs. MIN,10/30/2019,,W,12,30,12,24,50.0,2,5,40.0,4,4,100.0,3,11,14,6,5,3,1,3,11
WAS,WAS vs. HOU,10/30/2019,,L,12,43,18,26,69.2,4,8,50.0,3,3,100.0,4,7,11,9,4,2,1,8,2
LAC,LAC @ UTA,10/30/2019,,L,12,28,9,19,47.4,2,4,50.0,8,9,88.9,3,11,14,3,7,1,1,4,9
HOU,HOU @ WAS,10/30/2019,,W,12,41,15,26,57.7,6,13,46.2,5,8,62.5,5,4,9,13,2,1,1,4,-2
BKN,BKN vs. IND,10/30/2019,,L,12,32,13,24,54.2,3,6,50.0,3,4,75.0,4,9,13,8,3,1,1,4,3
MIL,MIL @ BOS,10/30/2019,,L,12,24,7,21,33.3,4,13,30.8,6,9,66.7,3,12,15,4,6,0,0,4,1
LAL,LAL vs. MEM,10/29/2019,,W,12,22,10,26,38.5,1,7,14.3,1,1,100.0,2,12,14,4,6,3,1,1,7
MIA,MIA vs. ATL,10/29/2019,,W,12,30,10,22,45.5,3,8,37.5,7,12,58.3,7,7,14,6,7,4,2,4,7
ATL,ATL @ MIA,10/29/2019,,L,12,23,9,21,42.9,2,10,20.0,3,4,75.0,1,6,7,6,6,4,2,8,-7
MEM,MEM @ LAL,10/29/2019,,L,12,15,7,23,30.4,0,6,0.0,1,1,100.0,2,11,13,1,7,5,0,5,-7
DAL,DAL @ DEN,10/29/2019,,W,12,33,13,23,56.5,3,9,33.3,4,5,80.0,3,6,9,9,1,2,0,6,3
DEN,DEN vs. DAL,10/29/2019,,L,12,30,12,24,50.0,2,8,25.0,4,6,66.7,4,6,10,7,2,0,1,6,-3
ATL,ATL vs. PHI,10/28/2019,,L,12,25,9,21,42.9,1,4,25.0,6,9,66.7,2,9,11,5,4,2,0,7,-7
NYK,NYK vs. CHI,10/28/2019,,W,12,27,9,21,42.9,2,6,33.3,7,9,77.8,9,10,19,4,7,1,3,5,8
POR,POR @ SAS,10/28/2019,,L,12,18,8,27,29.6,2,9,22.2,0,0,0.0,3,12,15,4,4,1,2,7,-8
CLE,CLE @ MIL,10/28/2019,,L,12,21,9,24,37.5,2,11,18.2,1,2,50.0,4,8,12,3,3,0,2,6,-8
PHI,PHI @ ATL,10/28/2019,,W,12,32,11,25,44.0,4,12,33.3,6,7,85.7,3,10,13,7,4,2,3,8,7
CHA,CHA @ LAC,10/28/2019,,L,12,26,10,21,47.6,2,8,25.0,4,6,66.7,1,10,11,6,5,0,1,10,-2
DET,DET vs. IND,10/28/2019,,W,12,26,10,22,45.5,3,9,33.3,3,3,100.0,4,7,11,5,4,0,2,6,-2
OKC,OKC @ HOU,10/28/2019,,L,12,27,9,22,40.9,3,8,37.5,6,8,75.0,5,8,13,3,3,2,0,8,-3
SAC,SAC vs. DEN,10/28/2019,,L,12,25,10,18,55.6,5,8,62.5,0,0,0.0,1,8,9,9,6,1,1,2,-1
GSW,GSW @ NOP,10/28/2019,,W,12,45,17,28,60.7,5,10,50.0,6,11,54.5,5,11,16,13,2,4,2,3,13
TOR,TOR vs. ORL,10/28/2019,,W,12,20,5,21,23.8,0,10,0.0,10,11,90.9,1,10,11,2,4,2,0,9,-4
UTA,UTA @ PHX,10/28/2019,,W,12,18,4,20,20.0,4,12,33.3,6,8,75.0,2,20,22,2,10,2,2,10,0
PHX,PHX vs. UTA,10/28/2019,,L,12,18,4,24,16.7,1,9,11.1,9,11,81.8,2,13,15,2,4,4,2,6,0
NOP,NOP vs. GSW,10/28/2019,,L,12,32,12,29,41.4,5,16,31.3,3,4,75.0,4,8,12,11,4,1,1,7,-13
DEN,DEN @ SAC,10/28/2019,,W,12,26,10,27,37.0,4,10,40.0,2,2,100.0,6,6,12,6,2,4,1,2,1
IND,IND @ DET,10/28/2019,,L,12,28,11,23,47.8,3,5,60.0,3,4,75.0,4,5,9,8,1,3,2,4,2
CHI,CHI @ NYK,10/28/2019,,L,12,19,7,18,38.9,1,6,16.7,4,5,80.0,1,5,6,3,4,3,3,6,-8
LAC,LAC vs. CHA,10/28/2019,,W,12,28,10,22,45.5,0,9,0.0,8,10,80.0,1,10,11,7,3,3,2,8,2
HOU,HOU vs. OKC,10/28/2019,,W,12,30,11,22,50.0,2,11,18.2,6,9,66.7,2,6,8,7,2,1,1,6,3
ORL,ORL @ TOR,10/28/2019,,L,12,24,7,22,31.8,2,9,22.2,8,10,80.0,4,12,16,4,4,3,1,8,4
SAS,SAS vs. POR,10/28/2019,,W,12,26,9,20,45.0,1,5,20.0,7,9,77.8,1,13,14,4,4,1,5,1,8
MIL,MIL vs. CLE,10/28/2019,,W,12,29,10,22,45.5,3,8,37.5,6,7,85.7,3,10,13,6,3,0,1,3,8
GSW,GSW @ OKC,10/27/2019,,L,12,17,5,18,27.8,1,8,12.5,6,9,66.7,1,4,5,4,6,5,0,3,-18
MIA,MIA @ MIN,10/27/2019,,L,12,34,11,21,52.4,5,12,41.7,7,8,87.5,1,10,11,6,7,3,2,6,15
MIN,MIN vs. MIA,10/27/2019,,W,12,19,7,22,31.8,1,9,11.1,4,9,44.4,4,5,9,4,5,2,0,6,-15
OKC,OKC vs. GSW,10/27/2019,,W,12,35,14,21,66.7,4,9,44.4,3,3,100.0,2,11,13,7,7,5,1,6,18
CHA,CHA @ LAL,10/27/2019,,L,12,34,10,23,43.5,4,9,44.4,10,10,100.0,3,6,9,5,3,4,1,8,1
MEM,MEM vs. BKN,10/27/2019,,W,12,24,10,27,37.0,2,10,20.0,2,3,66.7,1,12,13,9,2,4,4,6,-4
LAL,LAL vs. CHA,10/27/2019,,W,12,33,12,21,57.1,3,8,37.5,6,7,85.7,2,8,10,7,5,1,0,8,-1
BKN,BKN @ MEM,10/27/2019,,L,12,28,9,27,33.3,4,15,26.7,6,6,100.0,5,15,20,6,4,1,1,1,4
DAL,DAL vs. POR,10/27/2019,,L,12,31,12,26,46.2,6,15,40.0,1,1,100.0,3,7,10,10,4,1,0,5,-3
POR,POR @ DAL,10/27/2019,,W,12,34,12,19,63.2,2,4,50.0,8,8,100.0,0,10,10,5,3,3,2,3,3
IND,IND @ CLE,10/26/2019,,L,12,20,8,20,40.0,1,6,16.7,3,3,100.0,1,8,9,3,4,0,2,3,-19
MIL,MIL vs. MIA,10/26/2019,,L,12,37,11,22,50.0,9,17,52.9,6,10,60.0,1,10,11,10,1,3,1,6,13
SAS,SAS vs. WAS,10/26/2019,,W,12,30,13,36,36.1,3,7,42.9,1,1,100.0,10,7,17,11,3,3,2,5,-4
PHX,PHX vs. LAC,10/26/2019,,W,12,29,12,26,46.2,4,14,28.6,1,1,100.0,2,8,10,8,1,1,1,11,-4
UTA,UTA vs. SAC,10/26/2019,,W,12,31,12,21,57.1,7,13,53.8,0,2,0.0,1,10,11,7,3,1,0,6,15
PHI,PHI @ DET,10/26/2019,,W,12,26,11,23,47.8,3,10,30.0,1,3,33.3,2,7,9,6,6,2,1,7,-2
CHI,CHI vs. TOR,10/26/2019,,L,12,17,7,23,30.4,2,8,25.0,1,2,50.0,3,9,12,4,6,1,1,6,-7
DET,DET vs. PHI,10/26/2019,,L,12,28,10,19,52.6,2,5,40.0,6,11,54.5,1,8,9,5,4,5,0,3,2
NYK,NYK vs. BOS,10/26/2019,,L,12,27,7,21,33.3,1,4,25.0,12,14,85.7,6,13,19,3,6,2,1,8,3
BOS,BOS @ NYK,10/26/2019,,W,12,24,7,24,29.2,3,16,18.8,7,8,87.5,3,7,10,5,3,3,4,8,-3
TOR,TOR @ CHI,10/26/2019,,W,12,24,8,18,44.4,3,12,25.0,5,5,100.0,0,11,11,4,5,3,2,4,7
MIA,MIA @ MIL,10/26/2019,,W,12,24,10,21,47.6,3,7,42.9,1,2,50.0,0,11,11,9,6,0,0,10,-13
ATL,ATL vs. ORL,10/26/2019,,W,12,29,12,22,54.5,2,7,28.6,3,5,60.0,1,12,13,7,3,1,3,7,5
NOP,NOP @ HOU,10/26/2019,,L,12,37,13,27,48.1,8,14,57.1,3,4,75.0,3,5,8,12,4,3,2,10,5
HOU,HOU vs. NOP,10/26/2019,,W,12,32,10,20,50.0,0,8,0.0,12,13,92.3,1,7,8,6,6,3,1,7,-5
WAS,WAS @ SAS,10/26/2019,,L,12,34,14,24,58.3,5,11,45.5,1,2,50.0,2,9,11,10,4,2,4,1,4
CLE,CLE vs. IND,10/26/2019,,W,12,39,14,24,58.3,7,10,70.0,4,5,80.0,2,10,12,10,1,2,1,4,19
ORL,ORL @ ATL,10/26/2019,,L,12,24,8,24,33.3,1,10,10.0,7,8,87.5,4,6,10,3,2,2,2,5,-5
LAC,LAC @ PHX,10/26/2019,,L,12,33,9,18,50.0,3,5,60.0,12,15,80.0,2,10,12,5,2,0,1,5,4
SAC,SAC @ UTA,10/26/2019,,L,12,16,5,15,33.3,2,5,40.0,4,5,80.0,0,6,6,3,6,0,0,4,-15
BKN,BKN vs. NYK,10/25/2019,,W,12,32,11,24,45.8,7,15,46.7,3,4,75.0,3,9,12,8,8,3,2,7,4
LAL,LAL vs. UTA,10/25/2019,,W,12,19,7,22,31.8,2,5,40.0,3,3,100.0,4,10,14,4,7,2,5,7,-1
MIN,MIN @ CHA,10/25/2019,,W,12,28,10,23,43.5,2,9,22.2,6,7,85.7,2,12,14,8,4,2,1,9,4
DEN,DEN vs. PHX,10/25/2019,,W,12,24,9,21,42.9,3,7,42.9,3,3,100.0,2,7,9,5,6,2,3,6,0
PHX,PHX @ DEN,10/25/2019,,L,12,24,8,20,40.0,1,6,16.7,7,7,100.0,2,9,11,7,5,3,0,7,0
BOS,BOS vs. TOR,10/25/2019,,W,12,28,10,26,38.5,0,6,0.0,8,9,88.9,5,8,13,3,4,7,1,4,0
TOR,TOR @ BOS,10/25/2019,,L,12,28,10,18,55.6,6,11,54.5,2,2,100.0,0,11,11,7,8,1,2,8,0
CHI,CHI @ MEM,10/25/2019,,W,12,22,7,24,29.2,3,10,30.0,5,7,71.4,1,9,10,3,5,4,2,5,-9
OKC,OKC vs. WAS,10/25/2019,,L,12,22,6,19,31.6,2,8,25.0,8,13,61.5,2,10,12,4,3,2,4,5,-2
CHA,CHA vs. MIN,10/25/2019,,L,12,24,8,19,42.1,3,8,37.5,5,13,38.5,2,10,12,5,5,1,0,6,-4
MEM,MEM vs. CHI,10/25/2019,,L,12,31,12,25,48.0,4,8,50.0,3,4,75.0,3,15,18,8,5,3,4,6,9
POR,POR @ SAC,10/25/2019,,W,12,32,12,20,60.0,3,7,42.9,5,6,83.3,0,7,7,5,4,5,1,4,2
SAC,SAC vs. POR,10/25/2019,,L,12,30,10,18,55.6,6,8,75.0,4,5,80.0,0,8,8,5,6,2,1,6,-2
NOP,NOP vs. DAL,10/25/2019,,L,12,23,8,25,32.0,2,10,20.0,5,5,100.0,5,4,9,2,4,1,0,6,-22
NYK,NYK @ BKN,10/25/2019,,L,12,28,8,20,40.0,4,4,100.0,8,11,72.7,3,9,12,4,7,5,1,7,-4
WAS,WAS @ OKC,10/25/2019,,W,12,24,10,23,43.5,1,9,11.1,3,4,75.0,0,11,11,5,4,1,1,7,2
DAL,DAL @ NOP,10/25/2019,,W,12,45,16,25,64.0,6,11,54.5,7,8,87.5,4,10,14,9,1,2,2,4,22
UTA,UTA @ LAL,10/25/2019,,L,12,20,7,19,36.8,2,6,33.3,4,5,80.0,1,10,11,6,7,4,0,6,1
LAC,LAC @ GSW,10/24/2019,,W,12,30,9,20,45.0,3,6,50.0,9,12,75.0,2,8,10,6,4,3,2,5,5
ATL,ATL @ DET,10/24/2019,,W,12,22,8,20,40.0,2,9,22.2,4,5,80.0,3,7,10,4,5,0,0,3,-9
MIL,MIL @ HOU,10/24/2019,,W,12,27,11,22,50.0,5,12,41.7,0,2,0.0,2,12,14,7,7,1,2,7,-9
GSW,GSW vs. LAC,10/24/2019,,L,12,25,9,26,34.6,3,12,25.0,4,4,100.0,5,11,16,6,6,1,0,8,-5
HOU,HOU vs. MIL,10/24/2019,,L,12,36,12,23,52.2,9,14,64.3,3,7,42.9,1,9,10,9,3,4,2,4,9
DET,DET vs. ATL,10/24/2019,,L,12,31,12,22,54.5,5,10,50.0,2,3,66.7,2,8,10,7,3,2,2,5,9
UTA,UTA vs. OKC,10/23/2019,,W,12,26,10,19,52.6,2,4,50.0,4,8,50.0,1,9,10,4,5,1,1,8,-8
NYK,NYK @ SAS,10/23/2019,,L,12,36,14,21,66.7,3,4,75.0,5,7,71.4,1,5,6,8,6,6,1,9,-1
BKN,BKN vs. MIN,10/23/2019,,L,12,34,14,26,53.8,2,8,25.0,4,9,44.4,2,6,8,6,1,1,4,5,-1
DAL,DAL vs. WAS,10/23/2019,,W,12,38,14,21,66.7,5,9,55.6,5,5,100.0,1,11,12,5,4,3,0,8,15
PHX,PHX vs. SAC,10/23/2019,,W,12,29,10,26,38.5,0,9,0.0,9,9,100.0,4,7,11,6,2,2,3,4,-1
POR,POR vs. DEN,10/23/2019,,L,12,23,8,26,30.8,0,5,0.0,7,7,100.0,5,5,10,2,2,5,1,5,-7
MEM,MEM @ MIA,10/23/2019,,L,12,28,11,24,45.8,1,5,20.0,5,7,71.4,4,9,13,6,7,3,2,10,-2
DEN,DEN @ POR,10/23/2019,,W,12,30,9,13,69.2,3,4,75.0,9,10,90.0,0,12,12,5,8,2,3,4,7
PHI,PHI vs. BOS,10/23/2019,,W,12,29,7,19,36.8,2,7,28.6,13,18,72.2,2,16,18,5,4,1,2,7,6
OKC,OKC @ UTA,10/23/2019,,L,12,34,11,23,47.8,6,12,50.0,6,7,85.7,0,9,9,7,3,3,1,7,8
WAS,WAS @ DAL,10/23/2019,,L,12,23,8,22,36.4,0,9,0.0,7,9,77.8,2,5,7,6,3,0,0,6,-15
IND,IND vs. DET,10/23/2019,,L,12,31,13,26,50.0,3,4,75.0,2,2,100.0,4,7,11,7,2,4,2,4,4
ORL,ORL vs. CLE,10/23/2019,,W,12,27,10,22,45.5,4,12,33.3,3,5,60.0,2,13,15,6,3,4,1,5,10
BOS,BOS @ PHI,10/23/2019,,L,12,23,9,25,36.0,2,6,33.3,3,6,50.0,1,9,10,4,2,1,1,10,-6
CLE,CLE @ ORL,10/23/2019,,L,12,17,5,20,25.0,2,9,22.2,5,5,100.0,1,10,11,2,5,1,0,5,-10
MIA,MIA vs. MEM,10/23/2019,,W,12,30,8,22,36.4,1,3,33.3,13,15,86.7,5,8,13,5,5,2,2,7,2
SAS,SAS vs. NYK,10/23/2019,,W,12,37,12,19,63.2,3,5,60.0,10,12,83.3,2,6,8,6,8,3,1,5,1
MIN,MIN @ BKN,10/23/2019,,W,12,35,13,27,48.1,3,8,37.5,6,7,85.7,6,11,17,7,3,0,1,7,1
SAC,SAC @ PHX,10/23/2019,,L,12,30,11,22,50.0,4,8,50.0,4,5,80.0,3,8,11,5,6,1,3,8,1
CHI,CHI @ CHA,10/23/2019,,L,12,27,11,26,42.3,2,9,22.2,3,4,75.0,5,7,12,7,4,3,0,5,1
DET,DET @ IND,10/23/2019,,W,12,27,12,21,57.1,1,5,20.0,2,4,50.0,2,9,11,8,4,2,3,3,-4
CHA,CHA vs. CHI,10/23/2019,,W,12,26,11,22,50.0,4,10,40.0,0,0,0.0,2,7,9,4,6,1,2,3,-1
TOR,TOR vs. NOP,10/22/2019,,W,12,29,10,27,37.0,1,6,16.7,8,9,88.9,6,11,17,4,5,3,1,6,-2
LAL,LAL @ LAC,10/22/2019,,L,12,29,9,22,40.9,3,9,33.3,8,9,88.9,0,6,6,5,3,1,1,7,-11
NOP,NOP @ TOR,10/22/2019,,L,12,31,10,22,45.5,6,9,66.7,5,5,100.0,1,7,8,8,4,2,4,7,2
LAC,LAC vs. LAL,10/22/2019,,W,12,40,17,22,77.3,4,7,57.1,2,6,33.3,1,9,10,7,2,3,3,8,11
